,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Video Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Video URL
14,Parking Place Commission,12/6/2017,,5:00 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32896&GUID=7F326DD8-823F-4DDC-AC7C-E9F7DE6CC797,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=579077&GUID=57DEF216-D540-4AA2-978B-DB6655E4989D,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=579077&GUID=57DEF216-D540-4AA2-978B-DB6655E4989D&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=579077&GUID=57DEF216-D540-4AA2-978B-DB6655E4989D,
15,Special City Council,12/5/2017,,7:00 PM,"Municipal Services Building, Social Hall
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=578046&GUID=FE92536F-8AD7-4A84-AB0F-EAF14A56F15D,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=578046&GUID=FE92536F-8AD7-4A84-AB0F-EAF14A56F15D&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=578046&GUID=FE92536F-8AD7-4A84-AB0F-EAF14A56F15D,
16,Special City Council,12/4/2017,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=569162&GUID=29E6880A-B6AB-47E0-BB07-71725C71DD06,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=569162&GUID=29E6880A-B6AB-47E0-BB07-71725C71DD06&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=569162&GUID=29E6880A-B6AB-47E0-BB07-71725C71DD06,https://ci-ssf-ca.legistar.com/#
17,Special City Council,11/20/2017,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=574760&GUID=4F2A0FDB-5EF3-41FC-94B7-EEC12D202672,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=574760&GUID=4F2A0FDB-5EF3-41FC-94B7-EEC12D202672&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=574760&GUID=4F2A0FDB-5EF3-41FC-94B7-EEC12D202672,https://ci-ssf-ca.legistar.com/#
18,Special City Council,11/20/2017,,6:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=569161&GUID=6899C811-77D2-48A6-AF6E-0C0C583B7063,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=569161&GUID=6899C811-77D2-48A6-AF6E-0C0C583B7063&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=569161&GUID=6899C811-77D2-48A6-AF6E-0C0C583B7063,https://ci-ssf-ca.legistar.com/#
19,Planning Commission,11/16/2017,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32898&GUID=00089F17-549D-4750-BEAB-D874B7DB6D86,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=558315&GUID=03143670-1A66-44EA-BEA7-E4041C2D4579,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=558315&GUID=03143670-1A66-44EA-BEA7-E4041C2D4579&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=558315&GUID=03143670-1A66-44EA-BEA7-E4041C2D4579,
20,City Council,11/8/2017,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32599&GUID=49FB66DF-7416-497B-AD48-CFD01E4669A6,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=515478&GUID=D6D1F0E6-2187-4695-9BFF-4C3359AF8D83,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=515478&GUID=D6D1F0E6-2187-4695-9BFF-4C3359AF8D83&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=515478&GUID=D6D1F0E6-2187-4695-9BFF-4C3359AF8D83,https://ci-ssf-ca.legistar.com/#
21,Special City Council,11/8/2017,,6:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=572914&GUID=44F2D41B-7B09-4DE0-8A13-9C0DDC5AC0BD,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=572914&GUID=44F2D41B-7B09-4DE0-8A13-9C0DDC5AC0BD&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=572914&GUID=44F2D41B-7B09-4DE0-8A13-9C0DDC5AC0BD,https://ci-ssf-ca.legistar.com/#
22,Planning Commission,11/2/2017,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32898&GUID=00089F17-549D-4750-BEAB-D874B7DB6D86,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=558314&GUID=705F4B90-C559-43BA-B985-5597CD7267DD,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=558314&GUID=705F4B90-C559-43BA-B985-5597CD7267DD&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=558314&GUID=705F4B90-C559-43BA-B985-5597CD7267DD,
23,Measure W Standing Committee of Council,11/1/2017,,10:00 AM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=35182&GUID=8EAB8EDE-E327-458E-87A9-9BB53161DA82,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=571293&GUID=E2A5D4E5-5116-4E24-B933-B0A96F10EF3B,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=571293&GUID=E2A5D4E5-5116-4E24-B933-B0A96F10EF3B&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=571293&GUID=E2A5D4E5-5116-4E24-B933-B0A96F10EF3B,
24,Community Meeting Special City Council Meeting,10/31/2017,,11:30 AM,"Genesis Towers, 1st Floor Auditorium
1 Tower Place, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33191&GUID=E49ECC3C-ECEA-4FD1-AAF9-F420AC4209B4,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=571921&GUID=F75E9A24-C9D5-497F-863A-B2874FFA1254,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=571921&GUID=F75E9A24-C9D5-497F-863A-B2874FFA1254&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=571921&GUID=F75E9A24-C9D5-497F-863A-B2874FFA1254,
25,Planning Commission,10/26/2017,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32898&GUID=00089F17-549D-4750-BEAB-D874B7DB6D86,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=570260&GUID=7704E38A-D3B4-48F9-A8FD-FDDC7C4123F0,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=570260&GUID=7704E38A-D3B4-48F9-A8FD-FDDC7C4123F0&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=570260&GUID=7704E38A-D3B4-48F9-A8FD-FDDC7C4123F0,
26,City Council,10/25/2017,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32599&GUID=49FB66DF-7416-497B-AD48-CFD01E4669A6,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=515477&GUID=F06D1AEE-30E2-4BBB-87D8-397BDF6EDB5D,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=515477&GUID=F06D1AEE-30E2-4BBB-87D8-397BDF6EDB5D&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=515477&GUID=F06D1AEE-30E2-4BBB-87D8-397BDF6EDB5D,https://ci-ssf-ca.legistar.com/#
27,Special City Council,10/25/2017,,6:31 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=569154&GUID=B25CF6E8-D8D7-4D87-BF9B-7CFC9D066B6E,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=569154&GUID=B25CF6E8-D8D7-4D87-BF9B-7CFC9D066B6E&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=569154&GUID=B25CF6E8-D8D7-4D87-BF9B-7CFC9D066B6E,https://ci-ssf-ca.legistar.com/#
28,Successor Agency to the Redevelopment Agency,10/25/2017,,6:30 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32814&GUID=BBE8CEFA-3AE9-47A2-8845-BE6A5AF1ABC0,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=515506&GUID=366750B8-85FC-4D00-B674-26D5F52BE0F0,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=515506&GUID=366750B8-85FC-4D00-B674-26D5F52BE0F0&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=515506&GUID=366750B8-85FC-4D00-B674-26D5F52BE0F0,
29,Budget Standing Committee of the City Council,10/25/2017,,2:00 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32601&GUID=7850A6C0-63E5-4C2C-8DA1-125FC9322777,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=565887&GUID=F3AF70DD-BDF8-4356-BDE0-4344F92A6AE2,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=565887&GUID=F3AF70DD-BDF8-4356-BDE0-4344F92A6AE2&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=565887&GUID=F3AF70DD-BDF8-4356-BDE0-4344F92A6AE2,
30,Planning Commission,10/19/2017,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Not available,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32898&GUID=00089F17-549D-4750-BEAB-D874B7DB6D86,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=558313&GUID=78D1D363-298C-41C9-9C8C-5D6E0B4150EF,,,,,
31,Special City Council,10/18/2017,,6:00 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=565457&GUID=826895E7-D3AE-488F-9CF6-0761D5B093D8,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=565457&GUID=826895E7-D3AE-488F-9CF6-0761D5B093D8&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=565457&GUID=826895E7-D3AE-488F-9CF6-0761D5B093D8,https://ci-ssf-ca.legistar.com/#
32,Housing Standing Committee of the City Council and Planning Commission,10/16/2017,,3:00 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32885&GUID=3AFE0044-8905-46F5-BFED-8303508C5233,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=566219&GUID=6DE3FF43-65A4-4531-B536-0259F56B1A78,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=566219&GUID=6DE3FF43-65A4-4531-B536-0259F56B1A78&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=566219&GUID=6DE3FF43-65A4-4531-B536-0259F56B1A78,
33,Special City Council,10/13/2017,,8:30 AM,"Municipal Services Building
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=563346&GUID=590300C0-6601-4C88-8063-7799F45F15BB,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=563346&GUID=590300C0-6601-4C88-8063-7799F45F15BB&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=563346&GUID=590300C0-6601-4C88-8063-7799F45F15BB,
34,City Council,10/11/2017,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32599&GUID=49FB66DF-7416-497B-AD48-CFD01E4669A6,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=515476&GUID=CDEB0B79-E5F1-4429-94D6-CD99A4ABAB4B,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=515476&GUID=CDEB0B79-E5F1-4429-94D6-CD99A4ABAB4B&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=515476&GUID=CDEB0B79-E5F1-4429-94D6-CD99A4ABAB4B,https://ci-ssf-ca.legistar.com/#
35,Special City Council,10/11/2017,,6:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=562366&GUID=2FFF7C62-8288-46B2-B8DA-3A11F27EDF8C,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=562366&GUID=2FFF7C62-8288-46B2-B8DA-3A11F27EDF8C&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=562366&GUID=2FFF7C62-8288-46B2-B8DA-3A11F27EDF8C,https://ci-ssf-ca.legistar.com/#
36,Parking Place Commission,10/10/2017,,5:00 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32896&GUID=7F326DD8-823F-4DDC-AC7C-E9F7DE6CC797,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=569323&GUID=7EB4D728-1950-4C79-BA08-B24A0E520340,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=569323&GUID=7EB4D728-1950-4C79-BA08-B24A0E520340&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=569323&GUID=7EB4D728-1950-4C79-BA08-B24A0E520340,
37,Planning Commission,10/5/2017,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32898&GUID=00089F17-549D-4750-BEAB-D874B7DB6D86,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=558312&GUID=2B0D581F-092D-4BE5-9B90-2EA0C69B5B34,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=558312&GUID=2B0D581F-092D-4BE5-9B90-2EA0C69B5B34&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=558312&GUID=2B0D581F-092D-4BE5-9B90-2EA0C69B5B34,
38,Measure W Citizens' Oversight Committee,10/4/2017,,6:30 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32886&GUID=A2D91238-E1E8-48B7-A7EC-F23077B8F727,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=522534&GUID=77916A44-41CB-43DC-90B3-21E7964B1A1A,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=522534&GUID=77916A44-41CB-43DC-90B3-21E7964B1A1A&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=522534&GUID=77916A44-41CB-43DC-90B3-21E7964B1A1A,
39,Planning Commission,9/21/2017,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32898&GUID=00089F17-549D-4750-BEAB-D874B7DB6D86,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=558311&GUID=59CB6291-EEE8-4654-A8CB-0DC7082F751C,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=558311&GUID=59CB6291-EEE8-4654-A8CB-0DC7082F751C&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=558311&GUID=59CB6291-EEE8-4654-A8CB-0DC7082F751C,
40,Measure W Standing Committee of Council,9/20/2017,,10:00 AM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=35182&GUID=8EAB8EDE-E327-458E-87A9-9BB53161DA82,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=522532&GUID=2F207227-9CEE-448A-B0F5-0FBB739C0730,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=522532&GUID=2F207227-9CEE-448A-B0F5-0FBB739C0730&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=522532&GUID=2F207227-9CEE-448A-B0F5-0FBB739C0730,
41,Oversight Board to the Successor Agency to the former Redevelopment Agency (inactive),9/19/2017,,2:00 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32600&GUID=7A265967-46ED-443F-AEAB-96619BCB02DF,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=515516&GUID=E04D4A66-79A2-428C-8326-C52618B36BCD,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=515516&GUID=E04D4A66-79A2-428C-8326-C52618B36BCD&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=515516&GUID=E04D4A66-79A2-428C-8326-C52618B36BCD,
42,Parking Place Commission,9/12/2017,,5:00 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32896&GUID=7F326DD8-823F-4DDC-AC7C-E9F7DE6CC797,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=562888&GUID=41751980-39DA-4614-82A9-A2FB25816DCB,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=562888&GUID=41751980-39DA-4614-82A9-A2FB25816DCB&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=562888&GUID=41751980-39DA-4614-82A9-A2FB25816DCB,
43,Special City Council,9/11/2017,,6:30 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=559569&GUID=6E37B632-FB0F-4CE6-B35F-11A8A0CDC4A4,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=559569&GUID=6E37B632-FB0F-4CE6-B35F-11A8A0CDC4A4&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=559569&GUID=6E37B632-FB0F-4CE6-B35F-11A8A0CDC4A4,
44,Planning Commission,9/7/2017,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32898&GUID=00089F17-549D-4750-BEAB-D874B7DB6D86,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=558307&GUID=0B75F895-7F0C-4D38-85CF-A25F1315446A,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=558307&GUID=0B75F895-7F0C-4D38-85CF-A25F1315446A&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=558307&GUID=0B75F895-7F0C-4D38-85CF-A25F1315446A,
45,Special City Council,9/6/2017,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=557879&GUID=5414FA93-83AB-4DA0-9055-36DDF4FBE0DD,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=557879&GUID=5414FA93-83AB-4DA0-9055-36DDF4FBE0DD&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=557879&GUID=5414FA93-83AB-4DA0-9055-36DDF4FBE0DD,
46,Special City Council,9/6/2017,,6:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=562298&GUID=534C8EC8-13D6-4983-A2A8-D0423505B15B,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=562298&GUID=534C8EC8-13D6-4983-A2A8-D0423505B15B&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=562298&GUID=534C8EC8-13D6-4983-A2A8-D0423505B15B,
47,Community Meeting Special City Council Meeting,8/22/2017,,6:30 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33191&GUID=E49ECC3C-ECEA-4FD1-AAF9-F420AC4209B4,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=561599&GUID=8569B1F5-1694-47DB-9A47-3DC4D0360D73,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=561599&GUID=8569B1F5-1694-47DB-9A47-3DC4D0360D73&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=561599&GUID=8569B1F5-1694-47DB-9A47-3DC4D0360D73,
48,Planning Commission,8/17/2017,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32898&GUID=00089F17-549D-4750-BEAB-D874B7DB6D86,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=544069&GUID=D3B5094B-7B2D-41D6-9AC1-66A7E42DE117,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=544069&GUID=D3B5094B-7B2D-41D6-9AC1-66A7E42DE117&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=544069&GUID=D3B5094B-7B2D-41D6-9AC1-66A7E42DE117,
49,City Council,8/9/2017,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32599&GUID=49FB66DF-7416-497B-AD48-CFD01E4669A6,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=515472&GUID=567C6FE3-9C65-40CF-85CE-A28486AFF1F7,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=515472&GUID=567C6FE3-9C65-40CF-85CE-A28486AFF1F7&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=515472&GUID=567C6FE3-9C65-40CF-85CE-A28486AFF1F7,https://ci-ssf-ca.legistar.com/#
50,Special City Council,8/9/2017,,6:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=559502&GUID=43C7AE12-BDAE-4B4C-988B-B65B53FFC9EE,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=559502&GUID=43C7AE12-BDAE-4B4C-988B-B65B53FFC9EE&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=559502&GUID=43C7AE12-BDAE-4B4C-988B-B65B53FFC9EE,
