,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Staff/ProjectApplicant Presentations Text,Agenda Text,Action Minutes Text,Documents ReceivedAfter Published Agenda Text,Official Minutes Text,Video Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Staff/ProjectApplicant Presentations URL,Agenda URL,Action Minutes URL,Documents ReceivedAfter Published Agenda URL,Official Minutes URL,Video URL
22,Library Commission,9/13/2014,,9:15 AM,Hayward Library - 835 Street Street,Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33057&GUID=133E297F-8B2C-4578-A626-492DA0286B8D,,View.ashx?M=IC&ID=489462&GUID=E9DB6D84-C174-44D1-92F3-465E37A01E4E,,,MeetingDetail.aspx?ID=489462&GUID=E9DB6D84-C174-44D1-92F3-465E37A01E4E&Options=info&Search=,,,,,,
23,Council Sustainability Committee,9/11/2014,,4:30 PM,"Hayward City Hall, Conference Room 2A",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=31137&GUID=9F7A1574-CEE5-4561-9583-FA470B25A505,,View.ashx?M=IC&ID=505649&GUID=1FCAD262-50F2-43B7-A5F6-B363555191D8,,,MeetingDetail.aspx?ID=505649&GUID=1FCAD262-50F2-43B7-A5F6-B363555191D8&Options=info&Search=,,,,,,
24,South Hayward BART Access Authority,9/10/2014,,4:00 PM,"City Hall, Conference Room 4A",Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=32910&GUID=688F9414-1895-4C8A-BA85-9C82C6B4542F,,View.ashx?M=IC&ID=502759&GUID=5929F442-1D4D-4CA3-9795-AA332F4EC785,,,MeetingDetail.aspx?ID=502759&GUID=5929F442-1D4D-4CA3-9795-AA332F4EC785&Options=info&Search=,,View.ashx?M=A&ID=502759&GUID=5929F442-1D4D-4CA3-9795-AA332F4EC785,,,,
25,Planning Commission,9/4/2014,,,,Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=30859&GUID=61527508-1071-493D-93C4-0CCF21DD457A,,View.ashx?M=IC&ID=454718&GUID=0427F41C-326B-477E-821A-00B22686A505,,,MeetingDetail.aspx?ID=454718&GUID=0427F41C-326B-477E-821A-00B22686A505&Options=info&Search=,,View.ashx?M=A&ID=454718&GUID=0427F41C-326B-477E-821A-00B22686A505,,,,
26,City Council,9/2/2014,,,,Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=454705&GUID=F3E01C02-CC35-4330-82E9-7CE7ABED6794,,,MeetingDetail.aspx?ID=454705&GUID=F3E01C02-CC35-4330-82E9-7CE7ABED6794&Options=info&Search=,,View.ashx?M=A&ID=454705&GUID=F3E01C02-CC35-4330-82E9-7CE7ABED6794,,,,
27,Keep Hayward Clean and Green Task Force,8/21/2014,,7:00 PM,"City Hall, Conference Room 2A",Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33059&GUID=8BFDFA33-85DF-4C86-9B6E-FEE23D471CB9,,View.ashx?M=IC&ID=502705&GUID=9FBB7591-EDAD-4030-A3E3-6130EEB206EE,,,MeetingDetail.aspx?ID=502705&GUID=9FBB7591-EDAD-4030-A3E3-6130EEB206EE&Options=info&Search=,,View.ashx?M=A&ID=502705&GUID=9FBB7591-EDAD-4030-A3E3-6130EEB206EE,,,,
28,City Council,7/29/2014,,,,Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=454706&GUID=3B570178-1396-479F-BDCF-337F9713BFFD,,,MeetingDetail.aspx?ID=454706&GUID=3B570178-1396-479F-BDCF-337F9713BFFD&Options=info&Search=,,View.ashx?M=A&ID=454706&GUID=3B570178-1396-479F-BDCF-337F9713BFFD,,,,
29,Keep Hayward Clean and Green Task Force,7/24/2014,,7:00 PM,"City Hall, Conference Room 2A",Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33059&GUID=8BFDFA33-85DF-4C86-9B6E-FEE23D471CB9,,View.ashx?M=IC&ID=502704&GUID=46D3EA21-456D-4908-8972-D7180BF9CDA9,,,MeetingDetail.aspx?ID=502704&GUID=46D3EA21-456D-4908-8972-D7180BF9CDA9&Options=info&Search=,,View.ashx?M=A&ID=502704&GUID=46D3EA21-456D-4908-8972-D7180BF9CDA9,,,,
30,Planning Commission,7/24/2014,,,HPCM07-24-14,Meeting details,Not available,Agenda,Not available,Not available,Minutes of 07/24/14,Video,DepartmentDetail.aspx?ID=30859&GUID=61527508-1071-493D-93C4-0CCF21DD457A,,View.ashx?M=IC&ID=454245&GUID=DF635C9B-1355-4D78-AA54-0A8453D9F44D,,,MeetingDetail.aspx?ID=454245&GUID=DF635C9B-1355-4D78-AA54-0A8453D9F44D&Options=info&Search=,,View.ashx?M=A&ID=454245&GUID=DF635C9B-1355-4D78-AA54-0A8453D9F44D,,,View.ashx?M=E3&ID=454245&GUID=DF635C9B-1355-4D78-AA54-0A8453D9F44D,#
31,City Council,7/22/2014,,,HCCM07-22-14,Meeting details,Not available,Agenda,Not available,Not available,Not available,Video,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=454204&GUID=7048C2C1-144B-473F-BC8E-D7F249C72390,,,MeetingDetail.aspx?ID=454204&GUID=7048C2C1-144B-473F-BC8E-D7F249C72390&Options=info&Search=,,View.ashx?M=A&ID=454204&GUID=7048C2C1-144B-473F-BC8E-D7F249C72390,,,,#
32,Library Commission,7/21/2014,,6:30 PM,Hayward Library - 835 C Street,Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33057&GUID=133E297F-8B2C-4578-A626-492DA0286B8D,,View.ashx?M=IC&ID=489471&GUID=07F88729-D819-402E-8908-D37369D384AA,,,MeetingDetail.aspx?ID=489471&GUID=07F88729-D819-402E-8908-D37369D384AA&Options=info&Search=,,,,,,
33,Community Services Commission,7/16/2014,,7:00 PM,"Conference Room 2A, City Hall, 777 B Street, Hayward, CA 94541",Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33054&GUID=027C1AA2-CDED-402C-A698-AAD69F2E4027,,View.ashx?M=IC&ID=490738&GUID=DDD5DC5B-D1EC-4580-9D84-FB59E4AE019C,,,MeetingDetail.aspx?ID=490738&GUID=DDD5DC5B-D1EC-4580-9D84-FB59E4AE019C&Options=info&Search=,,View.ashx?M=A&ID=490738&GUID=DDD5DC5B-D1EC-4580-9D84-FB59E4AE019C,,,,
34,Council Sustainability Committee,7/16/2014,,4:30 PM,"Hayward City Hall, Conference Room 2A",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=31137&GUID=9F7A1574-CEE5-4561-9583-FA470B25A505,,View.ashx?M=IC&ID=505648&GUID=DE769F5E-A7B6-4DA1-BC45-5FBAE075AD9D,,,MeetingDetail.aspx?ID=505648&GUID=DE769F5E-A7B6-4DA1-BC45-5FBAE075AD9D&Options=info&Search=,,,,,,
35,City Council,7/15/2014,,,HCCM07-15-14,Meeting details,Not available,Agenda,Not available,Not available,Not available,Video,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=454201&GUID=5E7ABCBF-4D5D-4F97-A37A-6BC87706476A,,,MeetingDetail.aspx?ID=454201&GUID=5E7ABCBF-4D5D-4F97-A37A-6BC87706476A&Options=info&Search=,,View.ashx?M=A&ID=454201&GUID=5E7ABCBF-4D5D-4F97-A37A-6BC87706476A,,,,#
36,City Council,7/8/2014,,,HCCM07-08-14,Meeting details,Not available,Agenda,Not available,Not available,Not available,Video,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=454199&GUID=E7763D4E-7359-45E9-BC39-59FB7DC99B06,,,MeetingDetail.aspx?ID=454199&GUID=E7763D4E-7359-45E9-BC39-59FB7DC99B06&Options=info&Search=,,View.ashx?M=A&ID=454199&GUID=E7763D4E-7359-45E9-BC39-59FB7DC99B06,,,,#
37,Downtown Business Improvement Area Advisory Board,7/2/2014,,8:00 AM,"City Hall, Conference Room 2A",Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33055&GUID=A309609C-A82B-47D4-BB03-A5F601CDD0C8,,View.ashx?M=IC&ID=502576&GUID=C0C3A6CC-3D72-4580-A124-D1AF78C67230,,,MeetingDetail.aspx?ID=502576&GUID=C0C3A6CC-3D72-4580-A124-D1AF78C67230&Options=info&Search=,,View.ashx?M=A&ID=502576&GUID=C0C3A6CC-3D72-4580-A124-D1AF78C67230,,,,
38,City Council,7/1/2014,,,HCCM07-01-14,Meeting details,Not available,Agenda,Not available,Not available,Not available,Video,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=454197&GUID=D9DE9F92-CD16-42A8-B5DC-7A907388002D,,,MeetingDetail.aspx?ID=454197&GUID=D9DE9F92-CD16-42A8-B5DC-7A907388002D&Options=info&Search=,,View.ashx?M=A&ID=454197&GUID=D9DE9F92-CD16-42A8-B5DC-7A907388002D,,,,#
39,Keep Hayward Clean and Green Task Force,6/26/2014,,7:00 PM,"City Hall, Conference Room 2A",Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33059&GUID=8BFDFA33-85DF-4C86-9B6E-FEE23D471CB9,,View.ashx?M=IC&ID=502703&GUID=13BCC601-B178-4B17-BEE1-ED6D7A912FD6,,,MeetingDetail.aspx?ID=502703&GUID=13BCC601-B178-4B17-BEE1-ED6D7A912FD6&Options=info&Search=,,View.ashx?M=A&ID=502703&GUID=13BCC601-B178-4B17-BEE1-ED6D7A912FD6,,,,
40,Planning Commission,6/26/2014,,,HPCM06-26-14,Meeting details,Not available,Agenda,Not available,Not available,Minutes of 06/26/14,Video,DepartmentDetail.aspx?ID=30859&GUID=61527508-1071-493D-93C4-0CCF21DD457A,,View.ashx?M=IC&ID=454242&GUID=91FE7183-8220-4C22-9474-04B59BDA28FD,,,MeetingDetail.aspx?ID=454242&GUID=91FE7183-8220-4C22-9474-04B59BDA28FD&Options=info&Search=,,View.ashx?M=A&ID=454242&GUID=91FE7183-8220-4C22-9474-04B59BDA28FD,,,View.ashx?M=E3&ID=454242&GUID=91FE7183-8220-4C22-9474-04B59BDA28FD,#
41,City Council,6/24/2014,,,HCCM06-24-14,Meeting details,Not available,Agenda,Not available,Not available,Not available,Video,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=454194&GUID=9B560229-6DC1-4040-852B-15E04F0FB301,,,MeetingDetail.aspx?ID=454194&GUID=9B560229-6DC1-4040-852B-15E04F0FB301&Options=info&Search=,,View.ashx?M=A&ID=454194&GUID=9B560229-6DC1-4040-852B-15E04F0FB301,,,,#
42,Community Services Commission,6/18/2014,,7:00 PM,"Conference Room 2A, City Hall, 777 B Street, Hayward, CA 94541",Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33054&GUID=027C1AA2-CDED-402C-A698-AAD69F2E4027,,View.ashx?M=IC&ID=490740&GUID=537A6029-EBA1-4B24-BF63-95DF454D2C98,,,MeetingDetail.aspx?ID=490740&GUID=537A6029-EBA1-4B24-BF63-95DF454D2C98&Options=info&Search=,,View.ashx?M=A&ID=490740&GUID=537A6029-EBA1-4B24-BF63-95DF454D2C98,,,,
43,City Council,6/17/2014,,,HCCM06-17-14,Meeting details,Not available,Agenda,Not available,Not available,Not available,Video,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=454191&GUID=C29EF678-6E3B-431E-BB41-9BD22FE1D713,,,MeetingDetail.aspx?ID=454191&GUID=C29EF678-6E3B-431E-BB41-9BD22FE1D713&Options=info&Search=,,View.ashx?M=A&ID=454191&GUID=C29EF678-6E3B-431E-BB41-9BD22FE1D713,,,,#
44,Library Commission,6/16/2014,,6:30 PM,Hayward Library - 835 C Street,Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33057&GUID=133E297F-8B2C-4578-A626-492DA0286B8D,,View.ashx?M=IC&ID=489482&GUID=16EC89CC-5AF4-4F0E-B4CD-A64BC95FBE87,,,MeetingDetail.aspx?ID=489482&GUID=16EC89CC-5AF4-4F0E-B4CD-A64BC95FBE87&Options=info&Search=,,,,,,
45,City Council,6/10/2014,,,HCCM06-10-14,Meeting details,Not available,Agenda,Not available,Not available,Not available,Video,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=454189&GUID=C2B71D29-6C9D-4F40-A40B-DC380D3A6AC3,,,MeetingDetail.aspx?ID=454189&GUID=C2B71D29-6C9D-4F40-A40B-DC380D3A6AC3&Options=info&Search=,,View.ashx?M=A&ID=454189&GUID=C2B71D29-6C9D-4F40-A40B-DC380D3A6AC3,,,,#
46,Planning Commission,6/5/2014,,,HPCM06-05-14,Meeting details,Not available,Agenda,Not available,Not available,Minutes of 06/05/14,Video,DepartmentDetail.aspx?ID=30859&GUID=61527508-1071-493D-93C4-0CCF21DD457A,,View.ashx?M=IC&ID=454241&GUID=304D149F-113D-4353-96B7-18FED77E9596,,,MeetingDetail.aspx?ID=454241&GUID=304D149F-113D-4353-96B7-18FED77E9596&Options=info&Search=,,View.ashx?M=A&ID=454241&GUID=304D149F-113D-4353-96B7-18FED77E9596,,,View.ashx?M=E3&ID=454241&GUID=304D149F-113D-4353-96B7-18FED77E9596,#
47,City Council,6/3/2014,,,,Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=454707&GUID=DE6D60F4-CA46-442B-BA23-09CB93B481EE,,,MeetingDetail.aspx?ID=454707&GUID=DE6D60F4-CA46-442B-BA23-09CB93B481EE&Options=info&Search=,,View.ashx?M=A&ID=454707&GUID=DE6D60F4-CA46-442B-BA23-09CB93B481EE,,,,
48,City Council,5/27/2014,,,HCCM05-27-14,Meeting details,Not available,Agenda,Not available,Not available,Not available,Video,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=454185&GUID=B6CCFFD3-4B66-41F4-8411-0E90440787B7,,,MeetingDetail.aspx?ID=454185&GUID=B6CCFFD3-4B66-41F4-8411-0E90440787B7&Options=info&Search=,,View.ashx?M=A&ID=454185&GUID=B6CCFFD3-4B66-41F4-8411-0E90440787B7,,,,#
49,Keep Hayward Clean and Green Task Force,5/22/2014,,7:00 PM,"City Hall, Conference Room 2A",Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33059&GUID=8BFDFA33-85DF-4C86-9B6E-FEE23D471CB9,,View.ashx?M=IC&ID=502702&GUID=1D50E78B-580A-431E-A84C-B8D7E47CEC08,,,MeetingDetail.aspx?ID=502702&GUID=1D50E78B-580A-431E-A84C-B8D7E47CEC08&Options=info&Search=,,View.ashx?M=A&ID=502702&GUID=1D50E78B-580A-431E-A84C-B8D7E47CEC08,,,,
50,Planning Commission,5/22/2014,,,HPCM05-22-14,Meeting details,Not available,Agenda,Not available,Not available,Minutes of 05/22/14,Video,DepartmentDetail.aspx?ID=30859&GUID=61527508-1071-493D-93C4-0CCF21DD457A,,View.ashx?M=IC&ID=454240&GUID=957FC391-1185-4629-9651-C2935BFC29AC,,,MeetingDetail.aspx?ID=454240&GUID=957FC391-1185-4629-9651-C2935BFC29AC&Options=info&Search=,,View.ashx?M=A&ID=454240&GUID=957FC391-1185-4629-9651-C2935BFC29AC,,,View.ashx?M=E3&ID=454240&GUID=957FC391-1185-4629-9651-C2935BFC29AC,#
51,Community Services Commission,5/21/2014,,7:00 PM,"Conference Room 2A, City Hall, 777 B Street, Hayward, CA 94541",Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33054&GUID=027C1AA2-CDED-402C-A698-AAD69F2E4027,,View.ashx?M=IC&ID=493101&GUID=B132E03B-6281-4679-8C7B-C3FDB19B39F4,,,MeetingDetail.aspx?ID=493101&GUID=B132E03B-6281-4679-8C7B-C3FDB19B39F4&Options=info&Search=,,View.ashx?M=A&ID=493101&GUID=B132E03B-6281-4679-8C7B-C3FDB19B39F4,,,,
52,City Council,5/20/2014,,,HCCM05-20-14,Meeting details,Not available,Agenda,Not available,Not available,Not available,Video,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=454183&GUID=76BBC4C1-A73E-4BB1-9206-4E3593AECBC9,,,MeetingDetail.aspx?ID=454183&GUID=76BBC4C1-A73E-4BB1-9206-4E3593AECBC9&Options=info&Search=,,View.ashx?M=A&ID=454183&GUID=76BBC4C1-A73E-4BB1-9206-4E3593AECBC9,,,,#
53,City Council,5/13/2014,,,HCCM05-13-14,Meeting details,Not available,Agenda,Not available,Not available,Not available,Video,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=454181&GUID=0245ED08-C96E-4292-8495-1178EF4290F5,,,MeetingDetail.aspx?ID=454181&GUID=0245ED08-C96E-4292-8495-1178EF4290F5&Options=info&Search=,,View.ashx?M=A&ID=454181&GUID=0245ED08-C96E-4292-8495-1178EF4290F5,,,,#
54,Planning Commission,5/8/2014,,,HPCM05-08-14,Meeting details,Not available,Agenda,Not available,Not available,Minutes of 05/08/14,Video,DepartmentDetail.aspx?ID=30859&GUID=61527508-1071-493D-93C4-0CCF21DD457A,,View.ashx?M=IC&ID=454238&GUID=57C18D32-F367-4662-A92A-08BE824D8613,,,MeetingDetail.aspx?ID=454238&GUID=57C18D32-F367-4662-A92A-08BE824D8613&Options=info&Search=,,View.ashx?M=A&ID=454238&GUID=57C18D32-F367-4662-A92A-08BE824D8613,,,View.ashx?M=E3&ID=454238&GUID=57C18D32-F367-4662-A92A-08BE824D8613,#
55,Council Sustainability Committee,5/7/2014,,4:30 PM,"Hayward City Hall, Conference Room 2A",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=31137&GUID=9F7A1574-CEE5-4561-9583-FA470B25A505,,View.ashx?M=IC&ID=505647&GUID=2E754AFA-E7E3-48DC-89DC-A96C55F6E6DD,,,MeetingDetail.aspx?ID=505647&GUID=2E754AFA-E7E3-48DC-89DC-A96C55F6E6DD&Options=info&Search=,,,,,,
56,City Council,5/6/2014,,,HCCM05-06-14,Meeting details,Not available,Agenda,Not available,Not available,Not available,Video,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=454180&GUID=C743AD60-C68F-42CF-8F31-F1D1B3E51C84,,,MeetingDetail.aspx?ID=454180&GUID=C743AD60-C68F-42CF-8F31-F1D1B3E51C84&Options=info&Search=,,View.ashx?M=A&ID=454180&GUID=C743AD60-C68F-42CF-8F31-F1D1B3E51C84,,,,#
57,Downtown Business Improvement Area Advisory Board,4/30/2014,,8:00 AM,"City Hall, Conference Room 2A",Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33055&GUID=A309609C-A82B-47D4-BB03-A5F601CDD0C8,,View.ashx?M=IC&ID=502577&GUID=2840AE9A-D6DD-4E2E-8CB2-44521C14994D,,,MeetingDetail.aspx?ID=502577&GUID=2840AE9A-D6DD-4E2E-8CB2-44521C14994D&Options=info&Search=,,View.ashx?M=A&ID=502577&GUID=2840AE9A-D6DD-4E2E-8CB2-44521C14994D,,,,
58,Successor Agency Oversight Board,4/28/2014,,3:30 PM,"City Hall, Conference Room 1C",Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=31139&GUID=DA07B5CE-970F-4167-9905-C0C12A596F36,,View.ashx?M=IC&ID=503198&GUID=76B9E7C1-A494-4D55-AD80-820C3A7A1D2C,,,MeetingDetail.aspx?ID=503198&GUID=76B9E7C1-A494-4D55-AD80-820C3A7A1D2C&Options=info&Search=,,View.ashx?M=A&ID=503198&GUID=76B9E7C1-A494-4D55-AD80-820C3A7A1D2C,,,,
59,Keep Hayward Clean and Green Task Force,4/24/2014,,7:00 PM,City Hall Conference Room 2A,Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33059&GUID=8BFDFA33-85DF-4C86-9B6E-FEE23D471CB9,,View.ashx?M=IC&ID=502697&GUID=C156C147-247E-4BFF-A195-CD134DEE0F12,,,MeetingDetail.aspx?ID=502697&GUID=C156C147-247E-4BFF-A195-CD134DEE0F12&Options=info&Search=,,View.ashx?M=A&ID=502697&GUID=C156C147-247E-4BFF-A195-CD134DEE0F12,,,,
60,Planning Commission,4/24/2014,,,HPCM04-24-14,Meeting details,Not available,Agenda,Not available,Not available,Minutes of 04/24/14,Video,DepartmentDetail.aspx?ID=30859&GUID=61527508-1071-493D-93C4-0CCF21DD457A,,View.ashx?M=IC&ID=454237&GUID=8AC5427E-7A62-47F4-BDC6-B4B93D3DE148,,,MeetingDetail.aspx?ID=454237&GUID=8AC5427E-7A62-47F4-BDC6-B4B93D3DE148&Options=info&Search=,,View.ashx?M=A&ID=454237&GUID=8AC5427E-7A62-47F4-BDC6-B4B93D3DE148,,,View.ashx?M=E3&ID=454237&GUID=8AC5427E-7A62-47F4-BDC6-B4B93D3DE148,#
61,City Council,4/22/2014,,,HCCM04-22-14,Meeting details,Not available,Agenda,Not available,Not available,Not available,Video,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=454177&GUID=CF98ED49-01CD-4989-8099-6BF0FCB68308,,,MeetingDetail.aspx?ID=454177&GUID=CF98ED49-01CD-4989-8099-6BF0FCB68308&Options=info&Search=,,View.ashx?M=A&ID=454177&GUID=CF98ED49-01CD-4989-8099-6BF0FCB68308,,,,#
62,Successor Agency Oversight Board,4/17/2014,,2:00 PM,"City Hall, Conference Room 1C",Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=31139&GUID=DA07B5CE-970F-4167-9905-C0C12A596F36,,View.ashx?M=IC&ID=503197&GUID=05A9D601-BFAE-42B4-8BD5-7A20DAA812CD,,,MeetingDetail.aspx?ID=503197&GUID=05A9D601-BFAE-42B4-8BD5-7A20DAA812CD&Options=info&Search=,,View.ashx?M=A&ID=503197&GUID=05A9D601-BFAE-42B4-8BD5-7A20DAA812CD,,,,
63,Council Technology Application Committee,4/15/2014,,4:30 PM,,Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=31138&GUID=1FC3057C-2900-4BCC-AFBD-A4BFF25AB2B3,,View.ashx?M=IC&ID=492934&GUID=5D927FF2-3047-4208-B3AA-E32CEECBE3FB,,,,,,,,,
64,City Council,4/15/2014,,,HCCM04-15-14,Meeting details,Not available,Agenda,Not available,Not available,Not available,Video,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=454175&GUID=3B182909-D965-4998-86BD-AC55FD072048,,,MeetingDetail.aspx?ID=454175&GUID=3B182909-D965-4998-86BD-AC55FD072048&Options=info&Search=,,View.ashx?M=A&ID=454175&GUID=3B182909-D965-4998-86BD-AC55FD072048,,,,#
65,Planning Commission,4/10/2014,,,HPCM04-10-14,Meeting details,Not available,Agenda,Not available,Not available,Minutes of 04/10/14,Video,DepartmentDetail.aspx?ID=30859&GUID=61527508-1071-493D-93C4-0CCF21DD457A,,View.ashx?M=IC&ID=454235&GUID=6DFD0B18-11A2-4522-BD2A-D31DE8024C4B,,,MeetingDetail.aspx?ID=454235&GUID=6DFD0B18-11A2-4522-BD2A-D31DE8024C4B&Options=info&Search=,,View.ashx?M=A&ID=454235&GUID=6DFD0B18-11A2-4522-BD2A-D31DE8024C4B,,,View.ashx?M=E3&ID=454235&GUID=6DFD0B18-11A2-4522-BD2A-D31DE8024C4B,#
66,Council Sustainability Committee,4/2/2014,,4:30 PM,"Hayward City Hall, Conference Room 2A",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=31137&GUID=9F7A1574-CEE5-4561-9583-FA470B25A505,,View.ashx?M=IC&ID=505644&GUID=572CB16B-468D-4AE6-987A-237FAD3AE299,,,MeetingDetail.aspx?ID=505644&GUID=572CB16B-468D-4AE6-987A-237FAD3AE299&Options=info&Search=,,,,,,
67,Downtown Business Improvement Area Advisory Board,4/2/2014,,8:00 AM,"City Hall, Conference Room 2A",Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33055&GUID=A309609C-A82B-47D4-BB03-A5F601CDD0C8,,View.ashx?M=IC&ID=502578&GUID=1BF8BA08-3A91-4483-9783-B447AC45B5C9,,,MeetingDetail.aspx?ID=502578&GUID=1BF8BA08-3A91-4483-9783-B447AC45B5C9&Options=info&Search=,,View.ashx?M=A&ID=502578&GUID=1BF8BA08-3A91-4483-9783-B447AC45B5C9,,,,
68,City Council,4/1/2014,,,HCCM04-01-14,Meeting details,Not available,Agenda,Not available,Not available,Not available,Video,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=454172&GUID=D98A25A1-95A8-4032-B5FB-53B6FF7AC732,,,MeetingDetail.aspx?ID=454172&GUID=D98A25A1-95A8-4032-B5FB-53B6FF7AC732&Options=info&Search=,,View.ashx?M=A&ID=454172&GUID=D98A25A1-95A8-4032-B5FB-53B6FF7AC732,,,,#
69,Keep Hayward Clean and Green Task Force,3/27/2014,,7:00 PM,"City Hall, Conference Room 2A",Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33059&GUID=8BFDFA33-85DF-4C86-9B6E-FEE23D471CB9,,View.ashx?M=IC&ID=502696&GUID=11355A94-069E-47D0-A6B2-7FDEBD12C30C,,,MeetingDetail.aspx?ID=502696&GUID=11355A94-069E-47D0-A6B2-7FDEBD12C30C&Options=info&Search=,,View.ashx?M=A&ID=502696&GUID=11355A94-069E-47D0-A6B2-7FDEBD12C30C,,,,
70,Planning Commission,3/27/2014,,,,Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=30859&GUID=61527508-1071-493D-93C4-0CCF21DD457A,,View.ashx?M=IC&ID=454719&GUID=DE7701D8-5A2A-4A34-98F9-D501A0E591DE,,,MeetingDetail.aspx?ID=454719&GUID=DE7701D8-5A2A-4A34-98F9-D501A0E591DE&Options=info&Search=,,View.ashx?M=A&ID=454719&GUID=DE7701D8-5A2A-4A34-98F9-D501A0E591DE,,,,
