,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Addendum Text,Agenda Text,Minutes Text,Video Text,eComment Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Addendum URL,Agenda URL,Minutes URL,Video URL,eComment URL
20,BOARD OF SUPERVISORS,5/2/2017,,3:30 PM,Hall of JusticeSPECIAL MEETING,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691592&GUID=1C0FF9A9-F11A-4828-A8D4-43AE010D5E5E,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691592&GUID=1C0FF9A9-F11A-4828-A8D4-43AE010D5E5E&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691592&GUID=1C0FF9A9-F11A-4828-A8D4-43AE010D5E5E,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691592&GUID=1C0FF9A9-F11A-4828-A8D4-43AE010D5E5E,https://sanmateocounty.legistar.com/#,
21,BOARD OF SUPERVISORS,5/2/2017,,3:30 PM,Hall of JusticeSpecial,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691733&GUID=EFC5D7A9-794F-4DBE-A857-BB4A51D742FA,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691733&GUID=EFC5D7A9-794F-4DBE-A857-BB4A51D742FA&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691733&GUID=EFC5D7A9-794F-4DBE-A857-BB4A51D742FA,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691733&GUID=EFC5D7A9-794F-4DBE-A857-BB4A51D742FA,https://sanmateocounty.legistar.com/#,
22,BOARD OF SUPERVISORS,4/25/2017,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691732&GUID=974FBEC1-755A-4979-8A22-22FD157D4246,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691732&GUID=974FBEC1-755A-4979-8A22-22FD157D4246&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691732&GUID=974FBEC1-755A-4979-8A22-22FD157D4246,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691732&GUID=974FBEC1-755A-4979-8A22-22FD157D4246,https://sanmateocounty.legistar.com/#,
23,BOARD OF SUPERVISORS,4/11/2017,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691719&GUID=E4DF49C3-F27B-4FCC-AC3A-A4280DB862FE,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691719&GUID=E4DF49C3-F27B-4FCC-AC3A-A4280DB862FE&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691719&GUID=E4DF49C3-F27B-4FCC-AC3A-A4280DB862FE,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691719&GUID=E4DF49C3-F27B-4FCC-AC3A-A4280DB862FE,https://sanmateocounty.legistar.com/#,
24,BOARD OF SUPERVISORS,3/28/2017,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691718&GUID=834D897F-C793-4795-8802-66D4C4ADC122,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691718&GUID=834D897F-C793-4795-8802-66D4C4ADC122&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691718&GUID=834D897F-C793-4795-8802-66D4C4ADC122,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691718&GUID=834D897F-C793-4795-8802-66D4C4ADC122,https://sanmateocounty.legistar.com/#,
25,BOARD OF SUPERVISORS,3/14/2017,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691767&GUID=A4B41E9F-11A5-43B4-A0D6-D5369597212E,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691767&GUID=A4B41E9F-11A5-43B4-A0D6-D5369597212E&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691767&GUID=A4B41E9F-11A5-43B4-A0D6-D5369597212E,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691767&GUID=A4B41E9F-11A5-43B4-A0D6-D5369597212E,https://sanmateocounty.legistar.com/#,
26,BOARD OF SUPERVISORS,2/28/2017,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691766&GUID=76E3C937-AE01-4550-B4B4-D519A33BDBAE,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691766&GUID=76E3C937-AE01-4550-B4B4-D519A33BDBAE&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691766&GUID=76E3C937-AE01-4550-B4B4-D519A33BDBAE,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691766&GUID=76E3C937-AE01-4550-B4B4-D519A33BDBAE,https://sanmateocounty.legistar.com/#,
27,BOARD OF SUPERVISORS,2/14/2017,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691768&GUID=282023F8-72B9-4F69-9690-FFF3C22F1A65,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691768&GUID=282023F8-72B9-4F69-9690-FFF3C22F1A65&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691768&GUID=282023F8-72B9-4F69-9690-FFF3C22F1A65,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691768&GUID=282023F8-72B9-4F69-9690-FFF3C22F1A65,https://sanmateocounty.legistar.com/#,
28,BOARD OF SUPERVISORS,2/7/2017,,11:30 AM,Hall of JusticeSpecial,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691717&GUID=97A71E3B-002A-4400-B11C-2B095394B8D7,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691717&GUID=97A71E3B-002A-4400-B11C-2B095394B8D7&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691717&GUID=97A71E3B-002A-4400-B11C-2B095394B8D7,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691717&GUID=97A71E3B-002A-4400-B11C-2B095394B8D7,https://sanmateocounty.legistar.com/#,
29,BOARD OF SUPERVISORS,1/24/2017,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691716&GUID=1A94F0CD-D8B4-4BC3-B076-03C874928191,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691716&GUID=1A94F0CD-D8B4-4BC3-B076-03C874928191&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691716&GUID=1A94F0CD-D8B4-4BC3-B076-03C874928191,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691716&GUID=1A94F0CD-D8B4-4BC3-B076-03C874928191,https://sanmateocounty.legistar.com/#,
30,BOARD OF SUPERVISORS,1/10/2017,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691715&GUID=FF46DF59-DE4F-4F99-9FD4-DC3E76945C63,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691715&GUID=FF46DF59-DE4F-4F99-9FD4-DC3E76945C63&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691715&GUID=FF46DF59-DE4F-4F99-9FD4-DC3E76945C63,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691715&GUID=FF46DF59-DE4F-4F99-9FD4-DC3E76945C63,https://sanmateocounty.legistar.com/#,
31,BOARD OF SUPERVISORS,1/3/2017,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691714&GUID=B452DDC6-5731-4CA5-A9D9-CF5FB7D68E40,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691714&GUID=B452DDC6-5731-4CA5-A9D9-CF5FB7D68E40&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691714&GUID=B452DDC6-5731-4CA5-A9D9-CF5FB7D68E40,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691714&GUID=B452DDC6-5731-4CA5-A9D9-CF5FB7D68E40,https://sanmateocounty.legistar.com/#,
32,BOARD OF SUPERVISORS,12/13/2016,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691727&GUID=C4184772-BB97-4E84-B423-9B4BC8A9B6EC,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691727&GUID=C4184772-BB97-4E84-B423-9B4BC8A9B6EC&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691727&GUID=C4184772-BB97-4E84-B423-9B4BC8A9B6EC,https://sanmateocounty.legistar.com/#,
33,BOARD OF SUPERVISORS,12/6/2016,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691726&GUID=A47973EF-4EF0-49BD-A41F-E35D66856464,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691726&GUID=A47973EF-4EF0-49BD-A41F-E35D66856464&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691726&GUID=A47973EF-4EF0-49BD-A41F-E35D66856464,https://sanmateocounty.legistar.com/#,
34,BOARD OF SUPERVISORS,11/15/2016,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691725&GUID=E4D568D8-AA99-4DC8-9E2A-C1A793A48A01,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691725&GUID=E4D568D8-AA99-4DC8-9E2A-C1A793A48A01&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691725&GUID=E4D568D8-AA99-4DC8-9E2A-C1A793A48A01,https://sanmateocounty.legistar.com/#,
35,BOARD OF SUPERVISORS,11/1/2016,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691713&GUID=40C2223D-33E2-456F-B501-76BC86564F8E,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691713&GUID=40C2223D-33E2-456F-B501-76BC86564F8E&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691713&GUID=40C2223D-33E2-456F-B501-76BC86564F8E,https://sanmateocounty.legistar.com/#,
36,BOARD OF SUPERVISORS,10/18/2016,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691750&GUID=89E19182-4578-4B62-8998-7176090C3B19,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691750&GUID=89E19182-4578-4B62-8998-7176090C3B19&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691750&GUID=89E19182-4578-4B62-8998-7176090C3B19,https://sanmateocounty.legistar.com/#,
37,BOARD OF SUPERVISORS,10/4/2016,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691712&GUID=05EBF956-A199-4BE1-AC48-1D9CAFBDE58F,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691712&GUID=05EBF956-A199-4BE1-AC48-1D9CAFBDE58F&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691712&GUID=05EBF956-A199-4BE1-AC48-1D9CAFBDE58F,https://sanmateocounty.legistar.com/#,
38,BOARD OF SUPERVISORS,9/20/2016,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691711&GUID=88230C5C-C151-4B08-BA46-934FA5CA2EE6,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691711&GUID=88230C5C-C151-4B08-BA46-934FA5CA2EE6&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691711&GUID=88230C5C-C151-4B08-BA46-934FA5CA2EE6,https://sanmateocounty.legistar.com/#,
39,BOARD OF SUPERVISORS,9/6/2016,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691759&GUID=337D711B-7AA6-40DC-9663-874DE3FF79C3,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691759&GUID=337D711B-7AA6-40DC-9663-874DE3FF79C3&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691759&GUID=337D711B-7AA6-40DC-9663-874DE3FF79C3,https://sanmateocounty.legistar.com/#,
40,BOARD OF SUPERVISORS,9/6/2016,,9:00 AM,Hall of JusticeAddendum,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691760&GUID=AE7B7CC5-F3E0-489D-842F-5043650856D3,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691760&GUID=AE7B7CC5-F3E0-489D-842F-5043650856D3&Options=info&Search=,,,,,
41,BOARD OF SUPERVISORS,8/9/2016,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691710&GUID=5034E20C-48BE-4928-842F-36EA83DA5E24,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691710&GUID=5034E20C-48BE-4928-842F-36EA83DA5E24&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691710&GUID=5034E20C-48BE-4928-842F-36EA83DA5E24,https://sanmateocounty.legistar.com/#,
42,BOARD OF SUPERVISORS,7/26/2016,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691709&GUID=7E702C7A-63FC-43EB-8851-D6AE43B39058,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691709&GUID=7E702C7A-63FC-43EB-8851-D6AE43B39058&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691709&GUID=7E702C7A-63FC-43EB-8851-D6AE43B39058,https://sanmateocounty.legistar.com/#,
43,BOARD OF SUPERVISORS,7/12/2016,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691708&GUID=5B3FD844-AB0F-47B5-AE99-C76D7432F49B,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691708&GUID=5B3FD844-AB0F-47B5-AE99-C76D7432F49B&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691708&GUID=5B3FD844-AB0F-47B5-AE99-C76D7432F49B,https://sanmateocounty.legistar.com/#,
44,BOARD OF SUPERVISORS,6/28/2016,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691707&GUID=DB8A1493-19B8-4D1A-95A3-C7FAC52795F3,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691707&GUID=DB8A1493-19B8-4D1A-95A3-C7FAC52795F3&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691707&GUID=DB8A1493-19B8-4D1A-95A3-C7FAC52795F3,https://sanmateocounty.legistar.com/#,
45,BOARD OF SUPERVISORS,6/21/2016,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691706&GUID=3C60FAE2-EA03-4E44-8048-C231E8982C7D,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691706&GUID=3C60FAE2-EA03-4E44-8048-C231E8982C7D&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691706&GUID=3C60FAE2-EA03-4E44-8048-C231E8982C7D,https://sanmateocounty.legistar.com/#,
46,BOARD OF SUPERVISORS,6/7/2016,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691705&GUID=F006320D-484D-4744-968E-DFC5B4D6A18A,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691705&GUID=F006320D-484D-4744-968E-DFC5B4D6A18A&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691705&GUID=F006320D-484D-4744-968E-DFC5B4D6A18A,https://sanmateocounty.legistar.com/#,
47,BOARD OF SUPERVISORS,5/24/2016,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691704&GUID=BA686549-FA43-4BCF-BCA7-3EE7A07CF29E,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691704&GUID=BA686549-FA43-4BCF-BCA7-3EE7A07CF29E&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691704&GUID=BA686549-FA43-4BCF-BCA7-3EE7A07CF29E,https://sanmateocounty.legistar.com/#,
48,BOARD OF SUPERVISORS,5/10/2016,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691748&GUID=6E311C65-098D-496F-B3D7-8DDB64E08912,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691748&GUID=6E311C65-098D-496F-B3D7-8DDB64E08912&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691748&GUID=6E311C65-098D-496F-B3D7-8DDB64E08912,https://sanmateocounty.legistar.com/#,
49,BOARD OF SUPERVISORS,5/10/2016,,9:00 AM,Hall of JusticeAddendum,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691749&GUID=D12AD7E2-1DBA-41D5-8024-77520A93548B,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691749&GUID=D12AD7E2-1DBA-41D5-8024-77520A93548B&Options=info&Search=,,,,,
50,BOARD OF SUPERVISORS,4/26/2016,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691703&GUID=42D13EC5-BE1A-42ED-946D-C1753E854D4B,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691703&GUID=42D13EC5-BE1A-42ED-946D-C1753E854D4B&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691703&GUID=42D13EC5-BE1A-42ED-946D-C1753E854D4B,https://sanmateocounty.legistar.com/#,
51,BOARD OF SUPERVISORS,4/12/2016,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691702&GUID=E1C939D8-9A64-4CDA-9E52-2E8AB2B9942E,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691702&GUID=E1C939D8-9A64-4CDA-9E52-2E8AB2B9942E&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691702&GUID=E1C939D8-9A64-4CDA-9E52-2E8AB2B9942E,https://sanmateocounty.legistar.com/#,
52,BOARD OF SUPERVISORS,3/29/2016,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691701&GUID=2E712B05-1529-46F7-830C-C3AE3AA7BA7A,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691701&GUID=2E712B05-1529-46F7-830C-C3AE3AA7BA7A&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691701&GUID=2E712B05-1529-46F7-830C-C3AE3AA7BA7A,https://sanmateocounty.legistar.com/#,
53,BOARD OF SUPERVISORS,3/8/2016,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691700&GUID=7BA427C5-7C02-4F9E-8BC7-0D6D26D066F6,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691700&GUID=7BA427C5-7C02-4F9E-8BC7-0D6D26D066F6&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691700&GUID=7BA427C5-7C02-4F9E-8BC7-0D6D26D066F6,https://sanmateocounty.legistar.com/#,
54,BOARD OF SUPERVISORS,2/23/2016,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691699&GUID=14758300-5780-427F-8715-5FE001AE19C4,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691699&GUID=14758300-5780-427F-8715-5FE001AE19C4&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691699&GUID=14758300-5780-427F-8715-5FE001AE19C4,https://sanmateocounty.legistar.com/#,
55,BOARD OF SUPERVISORS,2/9/2016,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691698&GUID=3B3AC1E8-402E-4417-B84D-0C24E43CFE11,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691698&GUID=3B3AC1E8-402E-4417-B84D-0C24E43CFE11&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691698&GUID=3B3AC1E8-402E-4417-B84D-0C24E43CFE11,https://sanmateocounty.legistar.com/#,
56,BOARD OF SUPERVISORS,1/26/2016,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691765&GUID=97CA73CA-3E36-4EE4-843E-425B7A277A97,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691765&GUID=97CA73CA-3E36-4EE4-843E-425B7A277A97&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691765&GUID=97CA73CA-3E36-4EE4-843E-425B7A277A97,https://sanmateocounty.legistar.com/#,
57,BOARD OF SUPERVISORS,1/5/2016,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691684&GUID=D245EF12-3C04-4FBD-9FB0-5F1060AC3BC3,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691684&GUID=D245EF12-3C04-4FBD-9FB0-5F1060AC3BC3&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691684&GUID=D245EF12-3C04-4FBD-9FB0-5F1060AC3BC3,https://sanmateocounty.legistar.com/#,
58,BOARD OF SUPERVISORS,12/15/2015,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691682&GUID=486B8C0F-E002-4DBB-B12F-27E19CE3B63F,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691682&GUID=486B8C0F-E002-4DBB-B12F-27E19CE3B63F&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691682&GUID=486B8C0F-E002-4DBB-B12F-27E19CE3B63F,https://sanmateocounty.legistar.com/#,
59,BOARD OF SUPERVISORS,12/15/2015,,9:00 AM,Hall of JusticeAddendum,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691683&GUID=C449F93D-2269-4886-93BB-89E3C5F65E53,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691683&GUID=C449F93D-2269-4886-93BB-89E3C5F65E53&Options=info&Search=,,,,,
60,BOARD OF SUPERVISORS,12/8/2015,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691764&GUID=7BFC8862-9FFC-42B3-9DC2-0F116A46D2A2,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691764&GUID=7BFC8862-9FFC-42B3-9DC2-0F116A46D2A2&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691764&GUID=7BFC8862-9FFC-42B3-9DC2-0F116A46D2A2,https://sanmateocounty.legistar.com/#,
61,BOARD OF SUPERVISORS,11/17/2015,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691681&GUID=112E2C46-4FE4-4921-B77D-D5F0785955FF,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691681&GUID=112E2C46-4FE4-4921-B77D-D5F0785955FF&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691681&GUID=112E2C46-4FE4-4921-B77D-D5F0785955FF,https://sanmateocounty.legistar.com/#,
62,BOARD OF SUPERVISORS,11/3/2015,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691754&GUID=50AA925C-395E-46F3-8DF1-324FA6107BED,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691754&GUID=50AA925C-395E-46F3-8DF1-324FA6107BED&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691754&GUID=50AA925C-395E-46F3-8DF1-324FA6107BED,https://sanmateocounty.legistar.com/#,
63,BOARD OF SUPERVISORS,10/20/2015,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691753&GUID=1320ED9E-528D-43BD-8481-EF0464BB89AA,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691753&GUID=1320ED9E-528D-43BD-8481-EF0464BB89AA&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691753&GUID=1320ED9E-528D-43BD-8481-EF0464BB89AA,https://sanmateocounty.legistar.com/#,
