,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Addendum Text,Agenda Text,Minutes Text,Video Text,eComment Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Addendum URL,Agenda URL,Minutes URL,Video URL,eComment URL
57,BOARD OF SUPERVISORS,6/21/2012,,1:30 PM,Hall of Justice,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691690&GUID=2599FA19-7256-4CEA-BFCE-742CD8B75F5A,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691690&GUID=2599FA19-7256-4CEA-BFCE-742CD8B75F5A&Options=info&Search=,,,,,
58,BOARD OF SUPERVISORS,6/20/2012,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691689&GUID=E4D59B36-88B4-4318-A8F5-A4F26CD6AF77,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691689&GUID=E4D59B36-88B4-4318-A8F5-A4F26CD6AF77&Options=info&Search=,,,,,
59,BOARD OF SUPERVISORS,6/19/2012,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691691&GUID=E5A1FDDA-2116-46CB-AFE1-5F4947399225,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691691&GUID=E5A1FDDA-2116-46CB-AFE1-5F4947399225&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691691&GUID=E5A1FDDA-2116-46CB-AFE1-5F4947399225,,
60,BOARD OF SUPERVISORS,6/18/2012,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691688&GUID=D7C01E13-7988-47F1-BC54-8E9911B14BC1,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691688&GUID=D7C01E13-7988-47F1-BC54-8E9911B14BC1&Options=info&Search=,,,,,
61,BOARD OF SUPERVISORS,6/5/2012,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691625&GUID=786C1637-AA67-40EF-BE04-CED5285762BE,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691625&GUID=786C1637-AA67-40EF-BE04-CED5285762BE&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691625&GUID=786C1637-AA67-40EF-BE04-CED5285762BE,,
62,BOARD OF SUPERVISORS,5/22/2012,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691618&GUID=81692EB1-6FA4-405A-A669-D204914F5410,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691618&GUID=81692EB1-6FA4-405A-A669-D204914F5410&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691618&GUID=81692EB1-6FA4-405A-A669-D204914F5410,,
63,BOARD OF SUPERVISORS,5/15/2012,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691687&GUID=035C6B83-6996-412E-BD93-A5B5EE05671D,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691687&GUID=035C6B83-6996-412E-BD93-A5B5EE05671D&Options=info&Search=,,,,,
64,BOARD OF SUPERVISORS,5/8/2012,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691686&GUID=07816285-FDAB-4745-8DCF-C0E060DDA7AC,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691686&GUID=07816285-FDAB-4745-8DCF-C0E060DDA7AC&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691686&GUID=07816285-FDAB-4745-8DCF-C0E060DDA7AC,,
65,BOARD OF SUPERVISORS,4/24/2012,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691685&GUID=630B2C14-3BE5-4BD0-89B6-908DF4761096,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691685&GUID=630B2C14-3BE5-4BD0-89B6-908DF4761096&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691685&GUID=630B2C14-3BE5-4BD0-89B6-908DF4761096,,
66,BOARD OF SUPERVISORS,4/10/2012,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691619&GUID=FC9359FF-E9B9-44AA-8D80-F59A895D7D4E,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691619&GUID=FC9359FF-E9B9-44AA-8D80-F59A895D7D4E&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691619&GUID=FC9359FF-E9B9-44AA-8D80-F59A895D7D4E,,
67,BOARD OF SUPERVISORS,3/27/2012,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691624&GUID=3A125792-C9C1-421D-A0CD-708EE4198679,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691624&GUID=3A125792-C9C1-421D-A0CD-708EE4198679&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691624&GUID=3A125792-C9C1-421D-A0CD-708EE4198679,,
68,BOARD OF SUPERVISORS,3/13/2012,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691623&GUID=0BEDDDDB-D037-430C-BF5F-006838F8658E,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691623&GUID=0BEDDDDB-D037-430C-BF5F-006838F8658E&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691623&GUID=0BEDDDDB-D037-430C-BF5F-006838F8658E,,
69,BOARD OF SUPERVISORS,2/28/2012,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691622&GUID=3BCC98AD-ED8C-4F5E-81EE-9FEB7E0EE487,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691622&GUID=3BCC98AD-ED8C-4F5E-81EE-9FEB7E0EE487&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691622&GUID=3BCC98AD-ED8C-4F5E-81EE-9FEB7E0EE487,,
70,BOARD OF SUPERVISORS,2/14/2012,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691621&GUID=A673C6DA-4BAE-4CB2-9484-0DBB1EFF8FC8,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691621&GUID=A673C6DA-4BAE-4CB2-9484-0DBB1EFF8FC8&Options=info&Search=,,,,,
71,BOARD OF SUPERVISORS,1/31/2012,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691620&GUID=097B900B-CEBD-476F-87C7-D597C5C8775B,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691620&GUID=097B900B-CEBD-476F-87C7-D597C5C8775B&Options=info&Search=,,,,,
72,BOARD OF SUPERVISORS,12/13/2011,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691782&GUID=24EA04BB-4A7E-45DB-BC04-AAB281D4D744,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691782&GUID=24EA04BB-4A7E-45DB-BC04-AAB281D4D744&Options=info&Search=,,,,,
73,BOARD OF SUPERVISORS,11/29/2011,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691783&GUID=2FA8D17B-7B8C-4D01-BF4D-0D083D584AD2,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691783&GUID=2FA8D17B-7B8C-4D01-BF4D-0D083D584AD2&Options=info&Search=,,,,,
74,BOARD OF SUPERVISORS,11/15/2011,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691784&GUID=E13DFB80-C7A8-472C-A7B9-B78C58C7EBB6,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691784&GUID=E13DFB80-C7A8-472C-A7B9-B78C58C7EBB6&Options=info&Search=,,,,,
75,BOARD OF SUPERVISORS,11/3/2011,,9:00 AM,Hall of JusticeSpecial,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691785&GUID=B39E876D-DC75-4034-B737-045D40F516DD,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691785&GUID=B39E876D-DC75-4034-B737-045D40F516DD&Options=info&Search=,,,,,
76,BOARD OF SUPERVISORS,11/1/2011,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691786&GUID=44D52FEB-4F58-401D-B0B7-44502D1814B6,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691786&GUID=44D52FEB-4F58-401D-B0B7-44502D1814B6&Options=info&Search=,,,,,
77,BOARD OF SUPERVISORS,10/18/2011,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Not applicable,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691787&GUID=444A9079-3DC7-401A-828B-905E1A92B8A1,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691787&GUID=444A9079-3DC7-401A-828B-905E1A92B8A1&Options=info&Search=,,,,https://sanmateocounty.legistar.com/#,
78,BOARD OF SUPERVISORS,10/4/2011,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Not applicable,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691788&GUID=0AA7DFF4-60C9-4986-A7EB-824427451A95,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691788&GUID=0AA7DFF4-60C9-4986-A7EB-824427451A95&Options=info&Search=,,,,https://sanmateocounty.legistar.com/#,
79,BOARD OF SUPERVISORS,9/28/2011,,12:30 PM,Hall of JusticeSpecial,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691789&GUID=1C925903-8D15-4C94-B7BE-789EA9FACC5C,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691789&GUID=1C925903-8D15-4C94-B7BE-789EA9FACC5C&Options=info&Search=,,,,,
80,BOARD OF SUPERVISORS,9/27/2011,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691790&GUID=9A6C85E1-B30D-44FC-9739-1434A9312C93,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691790&GUID=9A6C85E1-B30D-44FC-9739-1434A9312C93&Options=info&Search=,,,,,
81,BOARD OF SUPERVISORS,9/13/2011,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691791&GUID=E4357189-A907-450A-90B6-6676F9EE372D,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691791&GUID=E4357189-A907-450A-90B6-6676F9EE372D&Options=info&Search=,,,,,
82,BOARD OF SUPERVISORS,8/9/2011,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691792&GUID=A2DCE46A-9811-41CC-B193-431D789594D9,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691792&GUID=A2DCE46A-9811-41CC-B193-431D789594D9&Options=info&Search=,,,,,
83,BOARD OF SUPERVISORS,7/26/2011,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691793&GUID=6754915E-504A-435F-A27C-5EEAD44A62BD,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691793&GUID=6754915E-504A-435F-A27C-5EEAD44A62BD&Options=info&Search=,,,,,
84,BOARD OF SUPERVISORS,7/12/2011,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691794&GUID=F6D0A526-D5FE-4EF3-A8C4-F3734E4181E7,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691794&GUID=F6D0A526-D5FE-4EF3-A8C4-F3734E4181E7&Options=info&Search=,,,,,
85,BOARD OF SUPERVISORS,6/28/2011,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691795&GUID=8EED7A49-4E5F-4674-8978-7B766C88939E,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691795&GUID=8EED7A49-4E5F-4674-8978-7B766C88939E&Options=info&Search=,,,,,
86,BOARD OF SUPERVISORS,6/21/2011,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691796&GUID=4092E010-3548-4EF3-AB95-A30D2680F992,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691796&GUID=4092E010-3548-4EF3-AB95-A30D2680F992&Options=info&Search=,,,,,
87,BOARD OF SUPERVISORS,6/16/2011,,11:00 AM,Hall of JusticeSpecial,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691797&GUID=9F81C59E-7D67-4F04-9D79-5CA39D1EE539,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691797&GUID=9F81C59E-7D67-4F04-9D79-5CA39D1EE539&Options=info&Search=,,,,,
88,BOARD OF SUPERVISORS,6/7/2011,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691798&GUID=51A2214A-76AA-4747-AB48-3A2233493AE1,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691798&GUID=51A2214A-76AA-4747-AB48-3A2233493AE1&Options=info&Search=,,,,,
89,BOARD OF SUPERVISORS,5/24/2011,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691799&GUID=79FFEC13-48FA-460A-BA05-AFBA6BE1388A,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691799&GUID=79FFEC13-48FA-460A-BA05-AFBA6BE1388A&Options=info&Search=,,,,,
90,BOARD OF SUPERVISORS,5/10/2011,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691800&GUID=8C33315C-AD72-42A5-880E-CD6DFE98CE02,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691800&GUID=8C33315C-AD72-42A5-880E-CD6DFE98CE02&Options=info&Search=,,,,,
91,BOARD OF SUPERVISORS,4/26/2011,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691801&GUID=6CDAF6DB-F93E-4B10-8BD0-A443D83F0E8B,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691801&GUID=6CDAF6DB-F93E-4B10-8BD0-A443D83F0E8B&Options=info&Search=,,,,,
92,BOARD OF SUPERVISORS,4/12/2011,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691803&GUID=58EFB752-1CD6-4B19-A195-0CD9C4C83887,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691803&GUID=58EFB752-1CD6-4B19-A195-0CD9C4C83887&Options=info&Search=,,,,,
93,BOARD OF SUPERVISORS,3/29/2011,,9:00 AM,Hall of JusticeConsent,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691804&GUID=B83AA1AB-8D3D-4CCA-961F-0C4BD14DE66B,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691804&GUID=B83AA1AB-8D3D-4CCA-961F-0C4BD14DE66B&Options=info&Search=,,,,,
94,BOARD OF SUPERVISORS,3/15/2011,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691805&GUID=C8A23AC0-0D3D-4301-972B-3378721AFE1B,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691805&GUID=C8A23AC0-0D3D-4301-972B-3378721AFE1B&Options=info&Search=,,,,,
95,BOARD OF SUPERVISORS,3/1/2011,,9:00 AM,Hall of JusticeAddendum,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691806&GUID=9A3BBA1A-025F-4563-8B81-3B4EBCD60B4B,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691806&GUID=9A3BBA1A-025F-4563-8B81-3B4EBCD60B4B&Options=info&Search=,,,,,
96,BOARD OF SUPERVISORS,3/1/2011,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691807&GUID=C0C289B3-262B-4145-BB37-1EBD8473F0A5,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691807&GUID=C0C289B3-262B-4145-BB37-1EBD8473F0A5&Options=info&Search=,,,,,
97,BOARD OF SUPERVISORS,2/15/2011,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691808&GUID=683BC210-937A-4DBD-99BB-60100730E82A,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691808&GUID=683BC210-937A-4DBD-99BB-60100730E82A&Options=info&Search=,,,,,
98,BOARD OF SUPERVISORS,2/14/2011,,9:00 AM,Hall of JusticeClosed Session,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691809&GUID=EBF3F310-C869-47C0-B755-0C0905DC52C7,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691809&GUID=EBF3F310-C869-47C0-B755-0C0905DC52C7&Options=info&Search=,,,,,
99,BOARD OF SUPERVISORS,2/8/2011,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691810&GUID=BC0667FF-E3F2-4E8B-993B-EB1E9FAF3303,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691810&GUID=BC0667FF-E3F2-4E8B-993B-EB1E9FAF3303&Options=info&Search=,,,,,
0,BOARD OF SUPERVISORS,2/8/2011,,9:00 AM,Hall of JusticeSpecial,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691811&GUID=E634E0CB-22F1-4945-9044-20B631A1B73F,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691811&GUID=E634E0CB-22F1-4945-9044-20B631A1B73F&Options=info&Search=,,,,,
1,BOARD OF SUPERVISORS,2/2/2011,,9:00 AM,Hall of JusticeSpecial,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691812&GUID=9D0BBB01-470B-4187-B422-AB02DC79314B,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691812&GUID=9D0BBB01-470B-4187-B422-AB02DC79314B&Options=info&Search=,,,,,
2,BOARD OF SUPERVISORS,2/1/2011,,9:00 AM,Hall of JusticeCanceled,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691813&GUID=95C35CC8-C4AF-4622-BD63-23C3E60F8971,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691813&GUID=95C35CC8-C4AF-4622-BD63-23C3E60F8971&Options=info&Search=,,,,,
3,BOARD OF SUPERVISORS,1/25/2011,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691814&GUID=3F675055-C1C6-4E2D-A0FB-B8A8D8CB13AC,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691814&GUID=3F675055-C1C6-4E2D-A0FB-B8A8D8CB13AC&Options=info&Search=,,,,,
4,BOARD OF SUPERVISORS,1/25/2011,,9:00 AM,Hall of JusticeSpecial,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691815&GUID=684B578B-72D3-4A33-A923-738648693929,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691815&GUID=684B578B-72D3-4A33-A923-738648693929&Options=info&Search=,,,,,
5,BOARD OF SUPERVISORS,1/24/2011,,2:00 PM,Hall of JusticeSpecial,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691816&GUID=1D1F1D2B-6B58-4021-8786-79E17A9C89D9,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691816&GUID=1D1F1D2B-6B58-4021-8786-79E17A9C89D9&Options=info&Search=,,,,,
6,BOARD OF SUPERVISORS,1/11/2011,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691817&GUID=3A68468A-7DC7-43AA-8E89-7C0FFEFD1570,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691817&GUID=3A68468A-7DC7-43AA-8E89-7C0FFEFD1570&Options=info&Search=,,,,,
7,BOARD OF SUPERVISORS,1/11/2011,,9:00 AM,Hall of JusticeAddendum,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691818&GUID=4405D057-8307-416C-B4B5-DE8542C47EFA,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691818&GUID=4405D057-8307-416C-B4B5-DE8542C47EFA&Options=info&Search=,,,,,
8,BOARD OF SUPERVISORS,12/21/2010,,9:00 AM,Hall of JusticeAddendum,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691819&GUID=5957011C-0892-4795-96CC-010B4579E53C,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691819&GUID=5957011C-0892-4795-96CC-010B4579E53C&Options=info&Search=,,,,,
9,BOARD OF SUPERVISORS,12/21/2010,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691820&GUID=9A253A99-019F-45CC-9E7F-371924C268F7,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691820&GUID=9A253A99-019F-45CC-9E7F-371924C268F7&Options=info&Search=,,,,,
10,BOARD OF SUPERVISORS,12/14/2010,,9:00 AM,Hall of JusticeAddendum,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691821&GUID=6C189604-AD9F-4B13-8B0D-60B859C0F8B5,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691821&GUID=6C189604-AD9F-4B13-8B0D-60B859C0F8B5&Options=info&Search=,,,,,
11,BOARD OF SUPERVISORS,12/14/2010,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691822&GUID=CB2E034F-E141-43C1-B90B-4C279AA4A553,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691822&GUID=CB2E034F-E141-43C1-B90B-4C279AA4A553&Options=info&Search=,,,,,
12,BOARD OF SUPERVISORS,12/7/2010,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691823&GUID=D7C1434F-5E84-470C-B591-1BEB9BC4AB7D,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691823&GUID=D7C1434F-5E84-470C-B591-1BEB9BC4AB7D&Options=info&Search=,,,,,
13,BOARD OF SUPERVISORS,12/7/2010,,9:00 AM,Hall of JusticeAddendum,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691824&GUID=9ADF265E-098D-4055-8A0B-F4E091BADBCB,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691824&GUID=9ADF265E-098D-4055-8A0B-F4E091BADBCB&Options=info&Search=,,,,,
14,BOARD OF SUPERVISORS,11/30/2010,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691825&GUID=F4CCBEDA-5730-4951-B3DF-A2FAA7EF820F,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691825&GUID=F4CCBEDA-5730-4951-B3DF-A2FAA7EF820F&Options=info&Search=,,,,,
