,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Video Text,eComment Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Video URL,eComment URL
38,"Public Safety, Finance and Strategic Support Committee (PSFSS)",3/21/2019,,1:30 PM,Council Chambers,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=30890&GUID=AD2BBF1D-A701-4CDE-B9FC-851732F4751B,,View.ashx?M=IC&ID=669958&GUID=8618AD07-7C61-4F1E-8F8B-90DD70D2ABAF,,,MeetingDetail.aspx?ID=669958&GUID=8618AD07-7C61-4F1E-8F8B-90DD70D2ABAF&Options=info&Search=,View.ashx?M=A&ID=669958&GUID=8618AD07-7C61-4F1E-8F8B-90DD70D2ABAF,View.ashx?M=M&ID=669958&GUID=8618AD07-7C61-4F1E-8F8B-90DD70D2ABAF,#,
39,Miscellaneous Agendas,3/21/2019,,11:30 AM,"1601 Foxworthy Avenue
San Jose, CA 95118Work2Future",Meeting details,Agenda W2F,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39462&GUID=40D14E69-5689-4CC3-BC16-0F4AC2C1398E,,View.ashx?M=IC&ID=684905&GUID=E6E13703-CF62-4CDA-9D87-7A90C0128C01,,,MeetingDetail.aspx?ID=684905&GUID=E6E13703-CF62-4CDA-9D87-7A90C0128C01&Options=info&Search=,View.ashx?M=A&ID=684905&GUID=E6E13703-CF62-4CDA-9D87-7A90C0128C01,,,
40,Miscellaneous Agendas,3/21/2019,,8:30 AM,"City Hall, Wing Rooms 118-120Federated City Employees' Retirement System and Federated City Employees' Health Care Trust",Meeting details,Agenda FED,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39462&GUID=40D14E69-5689-4CC3-BC16-0F4AC2C1398E,,View.ashx?M=IC&ID=684797&GUID=30FC0277-7BFF-424A-B172-FE5C8782302B,,,MeetingDetail.aspx?ID=684797&GUID=30FC0277-7BFF-424A-B172-FE5C8782302B&Options=info&Search=,View.ashx?M=A&ID=684797&GUID=30FC0277-7BFF-424A-B172-FE5C8782302B,,,
41,Library and Early Education Commission,3/20/2019,,7:00 PM,"Dr. Martin Luther King, Jr. Library
3rd Floor 150 E. San Fernando Street",Meeting details,Agenda Library and Early Education Commission,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33273&GUID=E2E1E31B-5DBF-4866-A04B-880681E49459,,View.ashx?M=IC&ID=684798&GUID=0014604D-3B2D-41AA-AE5F-2B3D8A04D7A6,,,MeetingDetail.aspx?ID=684798&GUID=0014604D-3B2D-41AA-AE5F-2B3D8A04D7A6&Options=info&Search=,View.ashx?M=A&ID=684798&GUID=0014604D-3B2D-41AA-AE5F-2B3D8A04D7A6,,,
42,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,3/20/2019,,2:00 PM,Wing W118-120,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=661140&GUID=B4C5ECE7-046C-421A-AA51-5872AEDCA475,,,MeetingDetail.aspx?ID=661140&GUID=B4C5ECE7-046C-421A-AA51-5872AEDCA475&Options=info&Search=,View.ashx?M=A&ID=661140&GUID=B4C5ECE7-046C-421A-AA51-5872AEDCA475,View.ashx?M=M&ID=661140&GUID=B4C5ECE7-046C-421A-AA51-5872AEDCA475,#,
43,Miscellaneous Agendas,3/20/2019,,1:00 PM,"City Hall, Tower Room 332Design Review Committee (DRC) Meeting",Meeting details,Agenda DRC,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39462&GUID=40D14E69-5689-4CC3-BC16-0F4AC2C1398E,,View.ashx?M=IC&ID=684807&GUID=3F51D64A-69D1-47DE-9150-7467EAC0DAE5,,,MeetingDetail.aspx?ID=684807&GUID=3F51D64A-69D1-47DE-9150-7467EAC0DAE5&Options=info&Search=,View.ashx?M=A&ID=684807&GUID=3F51D64A-69D1-47DE-9150-7467EAC0DAE5,,,
44,City Council,3/19/2019,,1:30 PM,Council Chambers,Meeting details,Agenda,Synopsis,Video,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=661123&GUID=2FE36454-090A-4686-BEEE-86AA1EE84180,,,MeetingDetail.aspx?ID=661123&GUID=2FE36454-090A-4686-BEEE-86AA1EE84180&Options=info&Search=,View.ashx?M=A&ID=661123&GUID=2FE36454-090A-4686-BEEE-86AA1EE84180,View.ashx?M=M&ID=661123&GUID=2FE36454-090A-4686-BEEE-86AA1EE84180,#,
45,City Council,3/18/2019,,1:30 PM,Council ChambersSpecial Meeting - Planning Commission and Board of Fair Campaign and Political Practices Interviews,Meeting details,Agenda,Not available,Video,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=675580&GUID=16E2608D-21F0-49E8-BACC-4C37FB047526,,,MeetingDetail.aspx?ID=675580&GUID=16E2608D-21F0-49E8-BACC-4C37FB047526&Options=info&Search=,View.ashx?M=A&ID=675580&GUID=16E2608D-21F0-49E8-BACC-4C37FB047526,,#,
46,VEBA Advisory Committee,3/18/2019,,1:00 PM,"City Hall, Wing Room 120",Meeting details,Agenda VEBA,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39454&GUID=F34310B9-76B1-4C87-8155-2C8F927722E1,,View.ashx?M=IC&ID=683464&GUID=6B9FADA6-9820-4553-AF95-253042A0AC2F,,,MeetingDetail.aspx?ID=683464&GUID=6B9FADA6-9820-4553-AF95-253042A0AC2F&Options=info&Search=,View.ashx?M=A&ID=683464&GUID=6B9FADA6-9820-4553-AF95-253042A0AC2F,,,
47,Miscellaneous Agendas,3/18/2019,,9:00 AM,"City Hall, Wing Room 120Deferred Compensation Advisory Committee",Meeting details,Agenda_DCAC,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39462&GUID=40D14E69-5689-4CC3-BC16-0F4AC2C1398E,,View.ashx?M=IC&ID=683463&GUID=08200A12-DF9C-4122-8372-C1CAFE328547,,,MeetingDetail.aspx?ID=683463&GUID=08200A12-DF9C-4122-8372-C1CAFE328547&Options=info&Search=,View.ashx?M=A&ID=683463&GUID=08200A12-DF9C-4122-8372-C1CAFE328547,,,
48,Appeals Hearing Board,3/14/2019,,6:30 PM,Council Chambers,Meeting details,Appeals Hearing Board,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33263&GUID=BB9C853F-3D76-41BC-8F4F-DF7CFC2DDD57,,View.ashx?M=IC&ID=682690&GUID=B63A01BC-3DFB-4F47-9904-837BFEBE5FC5,,,MeetingDetail.aspx?ID=682690&GUID=B63A01BC-3DFB-4F47-9904-837BFEBE5FC5&Options=info&Search=,View.ashx?M=A&ID=682690&GUID=B63A01BC-3DFB-4F47-9904-837BFEBE5FC5,,,
49,Housing and Community Development Commission,3/14/2019,,5:45 PM,"City Hall, Rooms W118-W119",Meeting details,Agenda HCDC,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33271&GUID=4B235EED-2A75-429C-9E47-2FCDA404391B,,View.ashx?M=IC&ID=683289&GUID=30591068-4A5B-44EA-B27D-008A6FBA3CFD,,,MeetingDetail.aspx?ID=683289&GUID=30591068-4A5B-44EA-B27D-008A6FBA3CFD&Options=info&Search=,View.ashx?M=A&ID=683289&GUID=30591068-4A5B-44EA-B27D-008A6FBA3CFD,,,
50,Miscellaneous Agendas,3/14/2019,,4:00 PM,CIty Hall Room T-1854Small Buness Advisory Task Force (SBATF),Meeting details,Agenda _SBATF,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39462&GUID=40D14E69-5689-4CC3-BC16-0F4AC2C1398E,,View.ashx?M=IC&ID=683300&GUID=8FA3C6A6-8F6F-4BC8-B1E1-28C21ED93A13,,,MeetingDetail.aspx?ID=683300&GUID=8FA3C6A6-8F6F-4BC8-B1E1-28C21ED93A13&Options=info&Search=,View.ashx?M=A&ID=683300&GUID=8FA3C6A6-8F6F-4BC8-B1E1-28C21ED93A13,,,
51,Treatment Plant Advisory Committee,3/14/2019,,4:00 PM,City Hall Room T-1734,Meeting details,Agenda TPAC,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33886&GUID=9D729928-FD90-4C83-8A9A-35B77D72E24E,,View.ashx?M=IC&ID=683311&GUID=4B7D3B81-BEA4-4E2D-9514-62251D97448E,,,MeetingDetail.aspx?ID=683311&GUID=4B7D3B81-BEA4-4E2D-9514-62251D97448E&Options=info&Search=,View.ashx?M=A&ID=683311&GUID=4B7D3B81-BEA4-4E2D-9514-62251D97448E,,,
52,Neighborhood Services and Education Committee (NSE),3/14/2019,,1:30 PM,W-118-120,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=21678&GUID=9BE13212-2A5F-4E35-9334-75E444952FA6,,View.ashx?M=IC&ID=669957&GUID=0B5A6E35-0B1A-4C26-94FB-FD7D983CF9B5,,,MeetingDetail.aspx?ID=669957&GUID=0B5A6E35-0B1A-4C26-94FB-FD7D983CF9B5&Options=info&Search=,View.ashx?M=A&ID=669957&GUID=0B5A6E35-0B1A-4C26-94FB-FD7D983CF9B5,View.ashx?M=M&ID=669957&GUID=0B5A6E35-0B1A-4C26-94FB-FD7D983CF9B5,#,
53,Senior Citizens Commission,3/14/2019,,1:00 PM,"City Hall, Room W120",Meeting details,Agenda Senior Citizens Commission,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33277&GUID=B30A8CA2-90B9-46BD-9A51-2614ACA16808,,View.ashx?M=IC&ID=682879&GUID=F8DEF28A-F1B2-4825-8F9C-42A4276C8E68,,,MeetingDetail.aspx?ID=682879&GUID=F8DEF28A-F1B2-4825-8F9C-42A4276C8E68&Options=info&Search=,View.ashx?M=A&ID=682879&GUID=F8DEF28A-F1B2-4825-8F9C-42A4276C8E68,,,
54,Planning Commission,3/13/2019,,6:30 PM,Council Chambers,Meeting details,Agenda Planning Commission,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33276&GUID=2F0818DD-0F86-4796-9F63-6068DB0D5060,,View.ashx?M=IC&ID=683044&GUID=24F29FF0-7807-409F-AF6A-540C788806DF,,,MeetingDetail.aspx?ID=683044&GUID=24F29FF0-7807-409F-AF6A-540C788806DF&Options=info&Search=,View.ashx?M=A&ID=683044&GUID=24F29FF0-7807-409F-AF6A-540C788806DF,,,
55,Neighborhoods Commission,3/13/2019,,6:00 PM,"City Hall, Rooms W118-W119",Meeting details,Agenda NC,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33274&GUID=462819F6-C95F-4E35-82DD-6BBDE50AB235,,View.ashx?M=IC&ID=683052&GUID=9370F385-A729-448A-B51A-C2AD6433665F,,,MeetingDetail.aspx?ID=683052&GUID=9370F385-A729-448A-B51A-C2AD6433665F&Options=info&Search=,View.ashx?M=A&ID=683052&GUID=9370F385-A729-448A-B51A-C2AD6433665F,,,
56,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,3/13/2019,,2:00 PM,Wing W118-120,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=661139&GUID=DECE8AA5-90D5-4B90-A887-047E52335D74,,,MeetingDetail.aspx?ID=661139&GUID=DECE8AA5-90D5-4B90-A887-047E52335D74&Options=info&Search=,View.ashx?M=A&ID=661139&GUID=DECE8AA5-90D5-4B90-A887-047E52335D74,View.ashx?M=M&ID=661139&GUID=DECE8AA5-90D5-4B90-A887-047E52335D74,#,
57,Planning Director's Hearing,3/13/2019,,9:00 AM,Council Chambers,Meeting details,Agenda Planning Director,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39455&GUID=68BBDB32-CD8D-4DD1-B2D4-029E1D4BE44E,,View.ashx?M=IC&ID=683043&GUID=C5FFF2AD-0CB1-422B-B6B9-1DDD378496B2,,,MeetingDetail.aspx?ID=683043&GUID=C5FFF2AD-0CB1-422B-B6B9-1DDD378496B2&Options=info&Search=,View.ashx?M=A&ID=683043&GUID=C5FFF2AD-0CB1-422B-B6B9-1DDD378496B2,,,
58,City Council,3/12/2019,,1:30 PM,Council Chambers,Meeting details,Agenda,Synopsis,Video,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=661116&GUID=3620A15A-87DA-4B72-A1E5-B1C7FDCB6570,,,MeetingDetail.aspx?ID=661116&GUID=3620A15A-87DA-4B72-A1E5-B1C7FDCB6570&Options=info&Search=,View.ashx?M=A&ID=661116&GUID=3620A15A-87DA-4B72-A1E5-B1C7FDCB6570,View.ashx?M=M&ID=661116&GUID=3620A15A-87DA-4B72-A1E5-B1C7FDCB6570,#,
59,Miscellaneous Agendas,3/11/2019,,6:15 PM,"City Hall, Tower Room 847Bicycle & Pedestrian Advisory Committee",Meeting details,Agenda BPAC,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39462&GUID=40D14E69-5689-4CC3-BC16-0F4AC2C1398E,,View.ashx?M=IC&ID=682479&GUID=B5937A59-4016-4FAC-AAFB-F9E11B074A60,,,MeetingDetail.aspx?ID=682479&GUID=B5937A59-4016-4FAC-AAFB-F9E11B074A60&Options=info&Search=,View.ashx?M=A&ID=682479&GUID=B5937A59-4016-4FAC-AAFB-F9E11B074A60,,,
60,Miscellaneous Agendas,3/11/2019,,6:00 PM,City Hall Wing Rooms 118-120Station Area Advisory Group (SAAG),Meeting details,Agenda SAAG,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39462&GUID=40D14E69-5689-4CC3-BC16-0F4AC2C1398E,,View.ashx?M=IC&ID=682688&GUID=5F3FF686-2F4E-4B18-A1C3-0C2770F8942E,,,MeetingDetail.aspx?ID=682688&GUID=5F3FF686-2F4E-4B18-A1C3-0C2770F8942E&Options=info&Search=,View.ashx?M=A&ID=682688&GUID=5F3FF686-2F4E-4B18-A1C3-0C2770F8942E,,,
61,Miscellaneous Agendas,3/11/2019,,6:00 PM,Independent Citizens Oversight Committee,Meeting details,Agenda ICOC,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39462&GUID=40D14E69-5689-4CC3-BC16-0F4AC2C1398E,,View.ashx?M=IC&ID=682880&GUID=38015D25-8F1D-4BFA-9717-C006196B1D90,,,MeetingDetail.aspx?ID=682880&GUID=38015D25-8F1D-4BFA-9717-C006196B1D90&Options=info&Search=,View.ashx?M=A&ID=682880&GUID=38015D25-8F1D-4BFA-9717-C006196B1D90,,,
62,Civil Service Commission,3/7/2019,,4:00 PM,"City Hall Wing, Room W120",Meeting details,Agenda CSC,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33265&GUID=A33F5A91-EF8E-45A8-931E-04D23921E041,,View.ashx?M=IC&ID=682307&GUID=56C07AEA-26B7-4F46-8064-A15A12A85E58,,,MeetingDetail.aspx?ID=682307&GUID=56C07AEA-26B7-4F46-8064-A15A12A85E58&Options=info&Search=,View.ashx?M=A&ID=682307&GUID=56C07AEA-26B7-4F46-8064-A15A12A85E58,,,
63,Smart Cities and Service Improvements Committee,3/7/2019,,1:30 PM,Council Chambers,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=30888&GUID=A22EB8DC-1A6B-4E86-AFA5-0A8150476A33,,View.ashx?M=IC&ID=669956&GUID=4E01FED4-1515-4799-A481-0915CC61E7BE,,,MeetingDetail.aspx?ID=669956&GUID=4E01FED4-1515-4799-A481-0915CC61E7BE&Options=info&Search=,View.ashx?M=A&ID=669956&GUID=4E01FED4-1515-4799-A481-0915CC61E7BE,View.ashx?M=M&ID=669956&GUID=4E01FED4-1515-4799-A481-0915CC61E7BE,#,
64,Housing and Community Development Commission,3/7/2019,,,"City Hall, Rooms W118-W119Special Meeting",Meeting details,Agenda HCDC Special Meeting,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33271&GUID=4B235EED-2A75-429C-9E47-2FCDA404391B,,View.ashx?M=IC&ID=682878&GUID=A77BA077-5A52-45C1-963B-7A53F75539C1,,,MeetingDetail.aspx?ID=682878&GUID=A77BA077-5A52-45C1-963B-7A53F75539C1&Options=info&Search=,View.ashx?M=A&ID=682878&GUID=A77BA077-5A52-45C1-963B-7A53F75539C1,,,
65,Historic Landmarks Commission,3/6/2019,,6:30 PM,Council Chambers,Meeting details,HLC Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33270&GUID=652B9C94-9FF8-4DC9-9165-8D89997C5EE5,,View.ashx?M=IC&ID=682297&GUID=97F96AAE-F06A-4251-8C2D-19411E5A2328,,,MeetingDetail.aspx?ID=682297&GUID=97F96AAE-F06A-4251-8C2D-19411E5A2328&Options=info&Search=,View.ashx?M=A&ID=682297&GUID=97F96AAE-F06A-4251-8C2D-19411E5A2328,,,
66,Parks and Recreation Commission,3/6/2019,,5:30 PM,"City Hall, Rooms W118/119",Meeting details,Agenda Parks and Rec,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33275&GUID=80B66436-0D8A-4E82-AF54-98DA54B0F637,,View.ashx?M=IC&ID=682295&GUID=5188795C-0897-44B7-B2D5-E32E3CD9CCB1,,,MeetingDetail.aspx?ID=682295&GUID=5188795C-0897-44B7-B2D5-E32E3CD9CCB1&Options=info&Search=,View.ashx?M=A&ID=682295&GUID=5188795C-0897-44B7-B2D5-E32E3CD9CCB1,,,
67,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,3/6/2019,,2:00 PM,Wing W118-120,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=661138&GUID=C152ABEB-4A14-45D7-81A2-2D1F871DF39D,,,MeetingDetail.aspx?ID=661138&GUID=C152ABEB-4A14-45D7-81A2-2D1F871DF39D&Options=info&Search=,View.ashx?M=A&ID=661138&GUID=C152ABEB-4A14-45D7-81A2-2D1F871DF39D,View.ashx?M=M&ID=661138&GUID=C152ABEB-4A14-45D7-81A2-2D1F871DF39D,#,
68,Planning Director's Hearing,3/6/2019,,9:00 AM,Council Chambers,Meeting details,Agenda PDH,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39455&GUID=68BBDB32-CD8D-4DD1-B2D4-029E1D4BE44E,,View.ashx?M=IC&ID=682296&GUID=1642BB33-ADB8-45CC-AE5B-6A1CEA0412DD,,,MeetingDetail.aspx?ID=682296&GUID=1642BB33-ADB8-45CC-AE5B-6A1CEA0412DD&Options=info&Search=,View.ashx?M=A&ID=682296&GUID=1642BB33-ADB8-45CC-AE5B-6A1CEA0412DD,,,
69,City Council,3/5/2019,,1:30 PM,Council Chambers,Meeting details,Agenda,Synopsis,Video,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=661115&GUID=BDC1A86E-D186-4CDD-B299-4EFDA4585B3D,,,MeetingDetail.aspx?ID=661115&GUID=BDC1A86E-D186-4CDD-B299-4EFDA4585B3D&Options=info&Search=,View.ashx?M=A&ID=661115&GUID=BDC1A86E-D186-4CDD-B299-4EFDA4585B3D,View.ashx?M=M&ID=661115&GUID=BDC1A86E-D186-4CDD-B299-4EFDA4585B3D,#,
70,Clean Energy Community Advisory Commission,3/4/2019,,6:00 PM,City Hall Tower 1446,Meeting details,Agenda_Clean Energy,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39246&GUID=35E8BB65-8C49-4553-A3EF-66263D01F8D2,,View.ashx?M=IC&ID=681874&GUID=C25F4708-5147-4311-8121-28F2248C6FD4,,,MeetingDetail.aspx?ID=681874&GUID=C25F4708-5147-4311-8121-28F2248C6FD4&Options=info&Search=,View.ashx?M=A&ID=681874&GUID=C25F4708-5147-4311-8121-28F2248C6FD4,,,
71,Transportation and Environment Committee (T&E),3/4/2019,,1:30 PM,Wing W118-120,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=33885&GUID=B8D373E4-359D-470B-962C-BFAA26D7ED6E,,View.ashx?M=IC&ID=669955&GUID=E01E1C33-460C-4763-B077-47B2ACD8E812,,,MeetingDetail.aspx?ID=669955&GUID=E01E1C33-460C-4763-B077-47B2ACD8E812&Options=info&Search=,View.ashx?M=A&ID=669955&GUID=E01E1C33-460C-4763-B077-47B2ACD8E812,View.ashx?M=M&ID=669955&GUID=E01E1C33-460C-4763-B077-47B2ACD8E812,#,
72,Miscellaneous Agendas,3/4/2019,,11:30 AM,"5730 Chambertin Drive
San Jose, CA 95118work2future Executive Committee",Meeting details,Agenda Work2Future,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39462&GUID=40D14E69-5689-4CC3-BC16-0F4AC2C1398E,,View.ashx?M=IC&ID=682294&GUID=0220EC5E-B1C5-4E96-AAFC-7C72DA0C1865,,,MeetingDetail.aspx?ID=682294&GUID=0220EC5E-B1C5-4E96-AAFC-7C72DA0C1865&Options=info&Search=,View.ashx?M=A&ID=682294&GUID=0220EC5E-B1C5-4E96-AAFC-7C72DA0C1865,,,
73,Miscellaneous Agendas,3/4/2019,,,Executive Committee Meeting - CANCELLED,Meeting details,Cancelled Executive Committee Meeting,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39462&GUID=40D14E69-5689-4CC3-BC16-0F4AC2C1398E,,View.ashx?M=IC&ID=682478&GUID=A9A802EB-5AC9-4BAD-B169-B71456C52E5C,,,MeetingDetail.aspx?ID=682478&GUID=A9A802EB-5AC9-4BAD-B169-B71456C52E5C&Options=info&Search=,View.ashx?M=A&ID=682478&GUID=A9A802EB-5AC9-4BAD-B169-B71456C52E5C,,,
74,Appeals Hearing Board,2/28/2019,,6:30 PM,City Hall Tower Room 332Special Meeting Study Session,Meeting details,Agenda_AHB,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33263&GUID=BB9C853F-3D76-41BC-8F4F-DF7CFC2DDD57,,View.ashx?M=IC&ID=680969&GUID=B74371A0-9170-4C95-BAEA-2F4F227BB12E,,,MeetingDetail.aspx?ID=680969&GUID=B74371A0-9170-4C95-BAEA-2F4F227BB12E&Options=info&Search=,View.ashx?M=A&ID=680969&GUID=B74371A0-9170-4C95-BAEA-2F4F227BB12E,,,
75,Planning Commission,2/27/2019,,6:30 PM,Council Chambers,Meeting details,Agenda_Planning,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33276&GUID=2F0818DD-0F86-4796-9F63-6068DB0D5060,,View.ashx?M=IC&ID=680964&GUID=DD8801DD-D9EF-4012-AF28-55C25BB55B3E,,,MeetingDetail.aspx?ID=680964&GUID=DD8801DD-D9EF-4012-AF28-55C25BB55B3E&Options=info&Search=,View.ashx?M=A&ID=680964&GUID=DD8801DD-D9EF-4012-AF28-55C25BB55B3E,,,
76,San Jose Arena Authority,2/27/2019,,4:00 PM,"1500 South Tenth Street, San Jose, CA",Meeting details,San Jose Arena Authority,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39521&GUID=C8BF0302-CBC8-42DF-AAD8-BCB726B38456,,View.ashx?M=IC&ID=679549&GUID=11BEA8FC-E3BF-4CCD-9F0B-DBECD40D8235,,,MeetingDetail.aspx?ID=679549&GUID=11BEA8FC-E3BF-4CCD-9F0B-DBECD40D8235&Options=info&Search=,View.ashx?M=A&ID=679549&GUID=11BEA8FC-E3BF-4CCD-9F0B-DBECD40D8235,,,
77,San Jose Arena Authority,2/27/2019,,3:30 PM,"1500 South Tenth Street, San Jose, CAExecutive and Finance Committee",Meeting details,Agenda_SJAA Exec Mtg,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39521&GUID=C8BF0302-CBC8-42DF-AAD8-BCB726B38456,,View.ashx?M=IC&ID=679569&GUID=61FD6767-95FD-48CC-850F-9017E5F7DB6E,,,MeetingDetail.aspx?ID=679569&GUID=61FD6767-95FD-48CC-850F-9017E5F7DB6E&Options=info&Search=,View.ashx?M=A&ID=679569&GUID=61FD6767-95FD-48CC-850F-9017E5F7DB6E,,,
78,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,2/27/2019,,2:00 PM,Wing W118-120,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=661137&GUID=D35D10D6-6B9B-4337-8999-57762D49316D,,,MeetingDetail.aspx?ID=661137&GUID=D35D10D6-6B9B-4337-8999-57762D49316D&Options=info&Search=,View.ashx?M=A&ID=661137&GUID=D35D10D6-6B9B-4337-8999-57762D49316D,View.ashx?M=M&ID=661137&GUID=D35D10D6-6B9B-4337-8999-57762D49316D,#,
79,Planning Director's Hearing,2/27/2019,,9:00 AM,Council Chambers,Meeting details,Agenda_PDH,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39455&GUID=68BBDB32-CD8D-4DD1-B2D4-029E1D4BE44E,,View.ashx?M=IC&ID=680965&GUID=22BDB1C2-61CC-495F-AD50-4993E84FB389,,,MeetingDetail.aspx?ID=680965&GUID=22BDB1C2-61CC-495F-AD50-4993E84FB389&Options=info&Search=,View.ashx?M=A&ID=680965&GUID=22BDB1C2-61CC-495F-AD50-4993E84FB389,,,
80,City Council,2/26/2019,,1:30 PM,Council Chambers,Meeting details,Agenda,Synopsis,Video,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=661114&GUID=CEE8ACD1-149C-4CA7-A6DE-B8B86D25ECD0,,,MeetingDetail.aspx?ID=661114&GUID=CEE8ACD1-149C-4CA7-A6DE-B8B86D25ECD0&Options=info&Search=,View.ashx?M=A&ID=661114&GUID=CEE8ACD1-149C-4CA7-A6DE-B8B86D25ECD0,View.ashx?M=M&ID=661114&GUID=CEE8ACD1-149C-4CA7-A6DE-B8B86D25ECD0,#,
81,Youth Commission,2/25/2019,,6:30 PM,Council Chambers,Meeting details,Agenda_Youth,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33278&GUID=B7DFECE6-C351-4413-8BF6-AFF364E42543,,View.ashx?M=IC&ID=680212&GUID=A6AEE384-145D-4BE9-9E59-C42B9D6CB78B,,,MeetingDetail.aspx?ID=680212&GUID=A6AEE384-145D-4BE9-9E59-C42B9D6CB78B&Options=info&Search=,View.ashx?M=A&ID=680212&GUID=A6AEE384-145D-4BE9-9E59-C42B9D6CB78B,,,
82,Miscellaneous Agendas,2/25/2019,,6:15 PM,"City Hall, Room T-847Bicycle and Pedestrian Advisory Committee",Meeting details,Agenda_BPAC,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39462&GUID=40D14E69-5689-4CC3-BC16-0F4AC2C1398E,,View.ashx?M=IC&ID=679415&GUID=ABF02886-EB74-42D6-9449-F4718F53F862,,,MeetingDetail.aspx?ID=679415&GUID=ABF02886-EB74-42D6-9449-F4718F53F862&Options=info&Search=,View.ashx?M=A&ID=679415&GUID=ABF02886-EB74-42D6-9449-F4718F53F862,,,
83,Arts Commission,2/25/2019,,5:30 PM,City Hall Tower 1734,Meeting details,Agenda_Arts,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33264&GUID=BDBE9798-E2AE-4D3D-95B2-61DD68F7C88C,,View.ashx?M=IC&ID=680389&GUID=529596E1-D056-4997-B42A-581849824FD4,,,MeetingDetail.aspx?ID=680389&GUID=529596E1-D056-4997-B42A-581849824FD4&Options=info&Search=,View.ashx?M=A&ID=680389&GUID=529596E1-D056-4997-B42A-581849824FD4,,,
