,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Agenda Packet Text,Video or Audio Text,Caption Notes Text,eComment Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Agenda Packet URL,Video or Audio URL,Caption Notes URL,eComment URL
13,Planning Commission,3/13/2019,,6:00 PM,City Hall Council Chambers,Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35684&GUID=249B4801-61A9-45B3-A4BA-904F6F83C9D0,,View.ashx?M=IC&ID=644879&GUID=A690294A-07DE-472B-9DBF-321092ABE49C,,,MeetingDetail.aspx?ID=644879&GUID=A690294A-07DE-472B-9DBF-321092ABE49C&Options=info&Search=,View.ashx?M=A&ID=644879&GUID=A690294A-07DE-472B-9DBF-321092ABE49C,View.ashx?M=M&ID=644879&GUID=A690294A-07DE-472B-9DBF-321092ABE49C,View.ashx?M=E2&ID=644879&GUID=A690294A-07DE-472B-9DBF-321092ABE49C,#,#,
14,Youth Commission,3/12/2019,,6:00 PM,"Teen Center
2446 Cabrillo Avenue
Santa Clara, CA 95051",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36909&GUID=A481232D-8B63-4D4C-B474-D6E8073824D5,,View.ashx?M=IC&ID=661827&GUID=8B556EA7-DCC1-41C3-A138-74DDFC7B2859,,,MeetingDetail.aspx?ID=661827&GUID=8B556EA7-DCC1-41C3-A138-74DDFC7B2859&Options=info&Search=,View.ashx?M=A&ID=661827&GUID=8B556EA7-DCC1-41C3-A138-74DDFC7B2859,View.ashx?M=M&ID=661827&GUID=8B556EA7-DCC1-41C3-A138-74DDFC7B2859,View.ashx?M=E2&ID=661827&GUID=8B556EA7-DCC1-41C3-A138-74DDFC7B2859,#,#,
15,Civil Service Commission,3/11/2019,,7:00 PM,"City Hall - Council Chambers
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36902&GUID=0A0913C8-9BF8-4FD8-8C7E-5C212635F6D6,,View.ashx?M=IC&ID=656834&GUID=DA3EB0DD-1332-468C-BA6E-25B9BC695AD0,,,MeetingDetail.aspx?ID=656834&GUID=DA3EB0DD-1332-468C-BA6E-25B9BC695AD0&Options=info&Search=,View.ashx?M=A&ID=656834&GUID=DA3EB0DD-1332-468C-BA6E-25B9BC695AD0,View.ashx?M=M&ID=656834&GUID=DA3EB0DD-1332-468C-BA6E-25B9BC695AD0,View.ashx?M=E2&ID=656834&GUID=DA3EB0DD-1332-468C-BA6E-25B9BC695AD0,#,#,
16,Historical & Landmarks Commission,3/7/2019,,Canceled,City Hall Council Chambers,Meeting details,CANCELLATION NOTICE,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36903&GUID=A83EA478-DF0E-4ADC-99F9-CFDBC478A463,,View.ashx?M=IC&ID=642852&GUID=27A70B61-6FF3-4DB4-A7AF-059A19C0E1F3,,,MeetingDetail.aspx?ID=642852&GUID=27A70B61-6FF3-4DB4-A7AF-059A19C0E1F3&Options=info&Search=,View.ashx?M=A&ID=642852&GUID=27A70B61-6FF3-4DB4-A7AF-059A19C0E1F3,,,,,
17,Council and Authorities Concurrent Meeting,3/5/2019,,4:00 PM,"City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=640621&GUID=606861EE-8C8A-46BB-A3FD-0AB401CA1AEA,,,MeetingDetail.aspx?ID=640621&GUID=606861EE-8C8A-46BB-A3FD-0AB401CA1AEA&Options=info&Search=,View.ashx?M=A&ID=640621&GUID=606861EE-8C8A-46BB-A3FD-0AB401CA1AEA,View.ashx?M=M&ID=640621&GUID=606861EE-8C8A-46BB-A3FD-0AB401CA1AEA,View.ashx?M=E2&ID=640621&GUID=606861EE-8C8A-46BB-A3FD-0AB401CA1AEA,#,#,
18,Cultural Commission,3/4/2019,,7:00 PM,"Senior Center - Room 205
1303 Fremont Street",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36857&GUID=1E0D50C1-B2ED-41AF-9F51-3C7EC8552C02,,View.ashx?M=IC&ID=656291&GUID=602D5D4E-906A-4B62-B38C-30344D6C9AD9,,,MeetingDetail.aspx?ID=656291&GUID=602D5D4E-906A-4B62-B38C-30344D6C9AD9&Options=info&Search=,View.ashx?M=A&ID=656291&GUID=602D5D4E-906A-4B62-B38C-30344D6C9AD9,View.ashx?M=M&ID=656291&GUID=602D5D4E-906A-4B62-B38C-30344D6C9AD9,View.ashx?M=E2&ID=656291&GUID=602D5D4E-906A-4B62-B38C-30344D6C9AD9,#,#,
19,Salary Setting Commission,2/28/2019,,7:00 PM,"City Hall - Council Chambers
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Not available,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=38926&GUID=F36C7988-D706-4E61-905B-CBE77EB26502,,View.ashx?M=IC&ID=672152&GUID=16A4248A-0BA5-44C9-A643-029EAA78F14D,,,MeetingDetail.aspx?ID=672152&GUID=16A4248A-0BA5-44C9-A643-029EAA78F14D&Options=info&Search=,View.ashx?M=A&ID=672152&GUID=16A4248A-0BA5-44C9-A643-029EAA78F14D,View.ashx?M=M&ID=672152&GUID=16A4248A-0BA5-44C9-A643-029EAA78F14D,,#,#,
20,Planning Commission,2/27/2019,,6:00 PM,City Hall Council Chambers,Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35684&GUID=249B4801-61A9-45B3-A4BA-904F6F83C9D0,,View.ashx?M=IC&ID=644880&GUID=3D1F5291-5D2D-4C8E-B090-225DD42DEF28,,,MeetingDetail.aspx?ID=644880&GUID=3D1F5291-5D2D-4C8E-B090-225DD42DEF28&Options=info&Search=,View.ashx?M=A&ID=644880&GUID=3D1F5291-5D2D-4C8E-B090-225DD42DEF28,View.ashx?M=M&ID=644880&GUID=3D1F5291-5D2D-4C8E-B090-225DD42DEF28,View.ashx?M=E2&ID=644880&GUID=3D1F5291-5D2D-4C8E-B090-225DD42DEF28,#,#,
21,Audit Committee,2/25/2019,,3:30 PM,"CMO Staff Conference Room
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36951&GUID=201B575A-D5E4-4BB4-A15C-AA25E44460A8,,View.ashx?M=IC&ID=679081&GUID=89A8F101-6D03-4148-A4BF-4A0128CE0111,,,MeetingDetail.aspx?ID=679081&GUID=89A8F101-6D03-4148-A4BF-4A0128CE0111&Options=info&Search=,View.ashx?M=A&ID=679081&GUID=89A8F101-6D03-4148-A4BF-4A0128CE0111,View.ashx?M=M&ID=679081&GUID=89A8F101-6D03-4148-A4BF-4A0128CE0111,View.ashx?M=E2&ID=679081&GUID=89A8F101-6D03-4148-A4BF-4A0128CE0111,#,#,
22,Senior Advisory Commission,2/25/2019,,10:00 AM,"Mission Branch Library
1098 Lexington St.
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36906&GUID=D6A40F99-A066-4309-858C-5B6E6EF4C6EE,,View.ashx?M=IC&ID=661860&GUID=0F43186C-2975-4BB4-B56D-A7FCB553DB25,,,MeetingDetail.aspx?ID=661860&GUID=0F43186C-2975-4BB4-B56D-A7FCB553DB25&Options=info&Search=,View.ashx?M=A&ID=661860&GUID=0F43186C-2975-4BB4-B56D-A7FCB553DB25,View.ashx?M=M&ID=661860&GUID=0F43186C-2975-4BB4-B56D-A7FCB553DB25,View.ashx?M=E2&ID=661860&GUID=0F43186C-2975-4BB4-B56D-A7FCB553DB25,#,#,
23,Salary Setting Commission,2/21/2019,,7:00 PM,"City Hall - Council Chambers
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=38926&GUID=F36C7988-D706-4E61-905B-CBE77EB26502,,View.ashx?M=IC&ID=672149&GUID=7B13ABBF-2B57-40E1-A4E5-9DF46D325207,,,MeetingDetail.aspx?ID=672149&GUID=7B13ABBF-2B57-40E1-A4E5-9DF46D325207&Options=info&Search=,View.ashx?M=A&ID=672149&GUID=7B13ABBF-2B57-40E1-A4E5-9DF46D325207,View.ashx?M=M&ID=672149&GUID=7B13ABBF-2B57-40E1-A4E5-9DF46D325207,View.ashx?M=E2&ID=672149&GUID=7B13ABBF-2B57-40E1-A4E5-9DF46D325207,#,#,
24,Parks & Recreation Commission,2/19/2019,,7:00 PM,"East Wing Cafeteria
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36905&GUID=483358F9-AEE1-43AF-8894-80EDC2CB70D7,,View.ashx?M=IC&ID=661857&GUID=697A0862-F06E-4A4E-8B36-6F241C52D6C5,,,MeetingDetail.aspx?ID=661857&GUID=697A0862-F06E-4A4E-8B36-6F241C52D6C5&Options=info&Search=,View.ashx?M=A&ID=661857&GUID=697A0862-F06E-4A4E-8B36-6F241C52D6C5,View.ashx?M=M&ID=661857&GUID=697A0862-F06E-4A4E-8B36-6F241C52D6C5,View.ashx?M=E2&ID=661857&GUID=697A0862-F06E-4A4E-8B36-6F241C52D6C5,#,#,
25,Council and Authorities Concurrent Meeting,2/19/2019,,5:00 PM,"City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Revised Agenda,Minutes,Revised Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=640619&GUID=2C696A4F-4F60-42F7-B398-2DBA494A0CE7,,,MeetingDetail.aspx?ID=640619&GUID=2C696A4F-4F60-42F7-B398-2DBA494A0CE7&Options=info&Search=,View.ashx?M=A&ID=640619&GUID=2C696A4F-4F60-42F7-B398-2DBA494A0CE7,View.ashx?M=M&ID=640619&GUID=2C696A4F-4F60-42F7-B398-2DBA494A0CE7,View.ashx?M=E2&ID=640619&GUID=2C696A4F-4F60-42F7-B398-2DBA494A0CE7,#,#,
26,Youth Commission,2/12/2019,,6:00 PM,"Teen Center
2446 Cabrillo Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36909&GUID=A481232D-8B63-4D4C-B474-D6E8073824D5,,View.ashx?M=IC&ID=661826&GUID=76124010-A55A-4E14-90E2-618100463B81,,,MeetingDetail.aspx?ID=661826&GUID=76124010-A55A-4E14-90E2-618100463B81&Options=info&Search=,View.ashx?M=A&ID=661826&GUID=76124010-A55A-4E14-90E2-618100463B81,View.ashx?M=M&ID=661826&GUID=76124010-A55A-4E14-90E2-618100463B81,View.ashx?M=E2&ID=661826&GUID=76124010-A55A-4E14-90E2-618100463B81,#,#,
27,Historical & Landmarks Commission,2/7/2019,,7:00 PM,"City Hall Council Chambers
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36903&GUID=A83EA478-DF0E-4ADC-99F9-CFDBC478A463,,View.ashx?M=IC&ID=642851&GUID=3ADFE5C4-CC4A-4AB2-8DE6-99ECD901029B,,,MeetingDetail.aspx?ID=642851&GUID=3ADFE5C4-CC4A-4AB2-8DE6-99ECD901029B&Options=info&Search=,View.ashx?M=A&ID=642851&GUID=3ADFE5C4-CC4A-4AB2-8DE6-99ECD901029B,View.ashx?M=M&ID=642851&GUID=3ADFE5C4-CC4A-4AB2-8DE6-99ECD901029B,View.ashx?M=E2&ID=642851&GUID=3ADFE5C4-CC4A-4AB2-8DE6-99ECD901029B,#,#,
28,City-School Liaison Committee,2/6/2019,,7:30 AM,"SCUSD Board Room
1889 Lawrence Road
Santa Clara, CA 95051",Meeting details,Agenda,Minutes,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=37314&GUID=6E7CE378-5931-4DE9-ACE9-0AF8E98266F0,,View.ashx?M=IC&ID=678729&GUID=8CBCF500-D302-4206-8733-61ACAD439665,,,MeetingDetail.aspx?ID=678729&GUID=8CBCF500-D302-4206-8733-61ACAD439665&Options=info&Search=,View.ashx?M=A&ID=678729&GUID=8CBCF500-D302-4206-8733-61ACAD439665,View.ashx?M=M&ID=678729&GUID=8CBCF500-D302-4206-8733-61ACAD439665,,,,
29,Council and Authorities Concurrent Meeting,2/5/2019,,4:00 PM,"City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=640618&GUID=15C0069A-69CD-4115-8D26-AF59F0FB9270,,,MeetingDetail.aspx?ID=640618&GUID=15C0069A-69CD-4115-8D26-AF59F0FB9270&Options=info&Search=,View.ashx?M=A&ID=640618&GUID=15C0069A-69CD-4115-8D26-AF59F0FB9270,View.ashx?M=M&ID=640618&GUID=15C0069A-69CD-4115-8D26-AF59F0FB9270,View.ashx?M=E2&ID=640618&GUID=15C0069A-69CD-4115-8D26-AF59F0FB9270,#,#,
30,Cultural Commission,2/4/2019,,7:30 PM,"Santa Clara Senior Center
1303 Fremont Street 
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36857&GUID=1E0D50C1-B2ED-41AF-9F51-3C7EC8552C02,,View.ashx?M=IC&ID=655000&GUID=D6850F0C-3B35-4472-9E21-0A578F0B2F64,,,MeetingDetail.aspx?ID=655000&GUID=D6850F0C-3B35-4472-9E21-0A578F0B2F64&Options=info&Search=,View.ashx?M=A&ID=655000&GUID=D6850F0C-3B35-4472-9E21-0A578F0B2F64,View.ashx?M=M&ID=655000&GUID=D6850F0C-3B35-4472-9E21-0A578F0B2F64,View.ashx?M=E2&ID=655000&GUID=D6850F0C-3B35-4472-9E21-0A578F0B2F64,#,#,
31,Board of Library Trustees,2/4/2019,,6:00 PM,"Central Park Library, Board Room
2635 Homestead Rd.
Santa Clara, CA  95051",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36901&GUID=8C91F637-0CCD-45EE-82A2-58271F3ED4AA,,View.ashx?M=IC&ID=646216&GUID=0E31E600-BB90-458C-8DA5-93CDEADCCC56,,,MeetingDetail.aspx?ID=646216&GUID=0E31E600-BB90-458C-8DA5-93CDEADCCC56&Options=info&Search=,View.ashx?M=A&ID=646216&GUID=0E31E600-BB90-458C-8DA5-93CDEADCCC56,View.ashx?M=M&ID=646216&GUID=0E31E600-BB90-458C-8DA5-93CDEADCCC56,View.ashx?M=E2&ID=646216&GUID=0E31E600-BB90-458C-8DA5-93CDEADCCC56,#,#,
32,Council and Authorities Concurrent Meeting,2/1/2019,,8:30 AM,"City Council Strategic Session
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Not available,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=656062&GUID=853B32AB-3BC7-4CBD-ACAF-D872F4A4F8D4,,,MeetingDetail.aspx?ID=656062&GUID=853B32AB-3BC7-4CBD-ACAF-D872F4A4F8D4&Options=info&Search=,View.ashx?M=A&ID=656062&GUID=853B32AB-3BC7-4CBD-ACAF-D872F4A4F8D4,,View.ashx?M=E2&ID=656062&GUID=853B32AB-3BC7-4CBD-ACAF-D872F4A4F8D4,#,#,
33,Council and Authorities Concurrent Meeting,1/31/2019,,9:00 AM,"City Council Strategic Session
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Not available,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=656061&GUID=902EDF97-6D55-4D8A-9E22-4C6F2CB45775,,,MeetingDetail.aspx?ID=656061&GUID=902EDF97-6D55-4D8A-9E22-4C6F2CB45775&Options=info&Search=,View.ashx?M=A&ID=656061&GUID=902EDF97-6D55-4D8A-9E22-4C6F2CB45775,,View.ashx?M=E2&ID=656061&GUID=902EDF97-6D55-4D8A-9E22-4C6F2CB45775,#,#,
34,Salary Setting Commission,1/30/2019,,7:00 PM,"City Hall - Council Chambers
1500 Warbuton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=38926&GUID=F36C7988-D706-4E61-905B-CBE77EB26502,,View.ashx?M=IC&ID=672148&GUID=7CE6A8DB-8751-4570-81AF-20D7A1F9141E,,,MeetingDetail.aspx?ID=672148&GUID=7CE6A8DB-8751-4570-81AF-20D7A1F9141E&Options=info&Search=,View.ashx?M=A&ID=672148&GUID=7CE6A8DB-8751-4570-81AF-20D7A1F9141E,View.ashx?M=M&ID=672148&GUID=7CE6A8DB-8751-4570-81AF-20D7A1F9141E,View.ashx?M=E2&ID=672148&GUID=7CE6A8DB-8751-4570-81AF-20D7A1F9141E,#,#,
35,Council and Authorities Concurrent Meeting,1/29/2019,,4:00 PM,"City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=640617&GUID=1E9FB948-C4C4-447F-9BEB-EAB6EFB6C2FA,,,MeetingDetail.aspx?ID=640617&GUID=1E9FB948-C4C4-447F-9BEB-EAB6EFB6C2FA&Options=info&Search=,View.ashx?M=A&ID=640617&GUID=1E9FB948-C4C4-447F-9BEB-EAB6EFB6C2FA,View.ashx?M=M&ID=640617&GUID=1E9FB948-C4C4-447F-9BEB-EAB6EFB6C2FA,View.ashx?M=E2&ID=640617&GUID=1E9FB948-C4C4-447F-9BEB-EAB6EFB6C2FA,#,#,
36,Senior Advisory Commission,1/28/2019,,10:00 AM,"Senior Center 
1303 Fremont Street
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36906&GUID=D6A40F99-A066-4309-858C-5B6E6EF4C6EE,,View.ashx?M=IC&ID=661859&GUID=306D3173-EA76-41F9-ADFB-C2BA194FE723,,,MeetingDetail.aspx?ID=661859&GUID=306D3173-EA76-41F9-ADFB-C2BA194FE723&Options=info&Search=,View.ashx?M=A&ID=661859&GUID=306D3173-EA76-41F9-ADFB-C2BA194FE723,View.ashx?M=M&ID=661859&GUID=306D3173-EA76-41F9-ADFB-C2BA194FE723,View.ashx?M=E2&ID=661859&GUID=306D3173-EA76-41F9-ADFB-C2BA194FE723,,,
37,Planning Commission,1/23/2019,,Canceled,City Hall Council Chambers,Meeting details,Cancelation Notice,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=35684&GUID=249B4801-61A9-45B3-A4BA-904F6F83C9D0,,View.ashx?M=IC&ID=661852&GUID=97DB166B-09DF-4F09-8D70-F40D3BC05ED6,,,MeetingDetail.aspx?ID=661852&GUID=97DB166B-09DF-4F09-8D70-F40D3BC05ED6&Options=info&Search=,View.ashx?M=A&ID=661852&GUID=97DB166B-09DF-4F09-8D70-F40D3BC05ED6,,,,,
38,Salary Setting Commission,1/17/2019,,7:00 PM,"City Hall - Council Chambers
1500 Warburton Avenue 
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=38926&GUID=F36C7988-D706-4E61-905B-CBE77EB26502,,View.ashx?M=IC&ID=672147&GUID=090FE552-0031-4D0C-8529-80A4DAA442FD,,,MeetingDetail.aspx?ID=672147&GUID=090FE552-0031-4D0C-8529-80A4DAA442FD&Options=info&Search=,View.ashx?M=A&ID=672147&GUID=090FE552-0031-4D0C-8529-80A4DAA442FD,View.ashx?M=M&ID=672147&GUID=090FE552-0031-4D0C-8529-80A4DAA442FD,View.ashx?M=E2&ID=672147&GUID=090FE552-0031-4D0C-8529-80A4DAA442FD,#,#,
39,Parks & Recreation Commission,1/15/2019,,7:30 PM,"East Wing Cafeteria
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36905&GUID=483358F9-AEE1-43AF-8894-80EDC2CB70D7,,View.ashx?M=IC&ID=661856&GUID=E401F5AD-7E70-4D0C-A52E-E92350F18F6C,,,MeetingDetail.aspx?ID=661856&GUID=E401F5AD-7E70-4D0C-A52E-E92350F18F6C&Options=info&Search=,View.ashx?M=A&ID=661856&GUID=E401F5AD-7E70-4D0C-A52E-E92350F18F6C,View.ashx?M=M&ID=661856&GUID=E401F5AD-7E70-4D0C-A52E-E92350F18F6C,View.ashx?M=E2&ID=661856&GUID=E401F5AD-7E70-4D0C-A52E-E92350F18F6C,#,#,
40,Council and Authorities Concurrent Meeting,1/15/2019,,4:30 PM,"City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=653897&GUID=1E214390-ED68-49B9-BAF6-BB6825EECF85,,,MeetingDetail.aspx?ID=653897&GUID=1E214390-ED68-49B9-BAF6-BB6825EECF85&Options=info&Search=,View.ashx?M=A&ID=653897&GUID=1E214390-ED68-49B9-BAF6-BB6825EECF85,View.ashx?M=M&ID=653897&GUID=1E214390-ED68-49B9-BAF6-BB6825EECF85,View.ashx?M=E2&ID=653897&GUID=1E214390-ED68-49B9-BAF6-BB6825EECF85,#,#,
41,Civil Service Commission,1/14/2019,,Canceled,"City Hall - Council Chambers
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36902&GUID=0A0913C8-9BF8-4FD8-8C7E-5C212635F6D6,,View.ashx?M=IC&ID=656833&GUID=FD379FD9-5382-4A9C-8DA1-6666EB384B05,,,MeetingDetail.aspx?ID=656833&GUID=FD379FD9-5382-4A9C-8DA1-6666EB384B05&Options=info&Search=,View.ashx?M=A&ID=656833&GUID=FD379FD9-5382-4A9C-8DA1-6666EB384B05,,,,,
42,Board of Library Trustees,1/14/2019,,5:00 PM,"Central Park Library, Board Room
2635 Homestead Rd.
Santa Clara, CA  95051",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36901&GUID=8C91F637-0CCD-45EE-82A2-58271F3ED4AA,,View.ashx?M=IC&ID=661151&GUID=070CC085-315B-4114-A4EE-9BE65D76901F,,,MeetingDetail.aspx?ID=661151&GUID=070CC085-315B-4114-A4EE-9BE65D76901F&Options=info&Search=,View.ashx?M=A&ID=661151&GUID=070CC085-315B-4114-A4EE-9BE65D76901F,View.ashx?M=M&ID=661151&GUID=070CC085-315B-4114-A4EE-9BE65D76901F,View.ashx?M=E2&ID=661151&GUID=070CC085-315B-4114-A4EE-9BE65D76901F,#,#,
43,Planning Commission,1/9/2019,,6:00 PM,City Hall Council Chambers,Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35684&GUID=249B4801-61A9-45B3-A4BA-904F6F83C9D0,,View.ashx?M=IC&ID=644876&GUID=A8DBB455-D84E-4531-BC8B-514DEE15FD7D,,,MeetingDetail.aspx?ID=644876&GUID=A8DBB455-D84E-4531-BC8B-514DEE15FD7D&Options=info&Search=,View.ashx?M=A&ID=644876&GUID=A8DBB455-D84E-4531-BC8B-514DEE15FD7D,View.ashx?M=M&ID=644876&GUID=A8DBB455-D84E-4531-BC8B-514DEE15FD7D,View.ashx?M=E2&ID=644876&GUID=A8DBB455-D84E-4531-BC8B-514DEE15FD7D,#,#,
44,Salary Setting Commission,1/8/2019,,7:00 PM,"City of Santa Clara 
Central Park Library 
Margie Edinger Room
2635 Homestead Road
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=38926&GUID=F36C7988-D706-4E61-905B-CBE77EB26502,,View.ashx?M=IC&ID=659200&GUID=7962596A-F2C3-42A1-A817-8A8A12DB7E38,,,MeetingDetail.aspx?ID=659200&GUID=7962596A-F2C3-42A1-A817-8A8A12DB7E38&Options=info&Search=,View.ashx?M=A&ID=659200&GUID=7962596A-F2C3-42A1-A817-8A8A12DB7E38,View.ashx?M=M&ID=659200&GUID=7962596A-F2C3-42A1-A817-8A8A12DB7E38,View.ashx?M=E2&ID=659200&GUID=7962596A-F2C3-42A1-A817-8A8A12DB7E38,#,#,
45,Youth Commission,1/8/2019,,6:00 PM,"Teen Center
2446 Cabrillo Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36909&GUID=A481232D-8B63-4D4C-B474-D6E8073824D5,,View.ashx?M=IC&ID=661825&GUID=6D1C1ED5-D23C-4578-A718-D2AF565BC446,,,MeetingDetail.aspx?ID=661825&GUID=6D1C1ED5-D23C-4578-A718-D2AF565BC446&Options=info&Search=,View.ashx?M=A&ID=661825&GUID=6D1C1ED5-D23C-4578-A718-D2AF565BC446,View.ashx?M=M&ID=661825&GUID=6D1C1ED5-D23C-4578-A718-D2AF565BC446,View.ashx?M=E2&ID=661825&GUID=6D1C1ED5-D23C-4578-A718-D2AF565BC446,#,#,
46,Cultural Commission,1/7/2019,,7:00 PM,"Santa Clara Senior Center
1303 Fremont Street
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36857&GUID=1E0D50C1-B2ED-41AF-9F51-3C7EC8552C02,,View.ashx?M=IC&ID=654998&GUID=A2F1D9CC-BC31-4DBB-B2B8-92F3C1B70794,,,MeetingDetail.aspx?ID=654998&GUID=A2F1D9CC-BC31-4DBB-B2B8-92F3C1B70794&Options=info&Search=,View.ashx?M=A&ID=654998&GUID=A2F1D9CC-BC31-4DBB-B2B8-92F3C1B70794,View.ashx?M=M&ID=654998&GUID=A2F1D9CC-BC31-4DBB-B2B8-92F3C1B70794,View.ashx?M=E2&ID=654998&GUID=A2F1D9CC-BC31-4DBB-B2B8-92F3C1B70794,#,#,
