,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Agenda Packet Text,Video or Audio Text,Caption Notes Text,eComment Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Agenda Packet URL,Video or Audio URL,Caption Notes URL,eComment URL
70,Board of Library Trustees,6/4/2018,,6:00 PM,"Central Park Library - Board Room, 2635 Homestead Road, Santa Clara, CA 95051",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36901&GUID=8C91F637-0CCD-45EE-82A2-58271F3ED4AA,,View.ashx?M=IC&ID=604716&GUID=D429413E-757A-4A64-B485-FBF2C08A8F64,,,MeetingDetail.aspx?ID=604716&GUID=D429413E-757A-4A64-B485-FBF2C08A8F64&Options=info&Search=,View.ashx?M=A&ID=604716&GUID=D429413E-757A-4A64-B485-FBF2C08A8F64,View.ashx?M=M&ID=604716&GUID=D429413E-757A-4A64-B485-FBF2C08A8F64,View.ashx?M=E2&ID=604716&GUID=D429413E-757A-4A64-B485-FBF2C08A8F64,#,#,
71,Ethics Committee,6/4/2018,,Canceled,CANCELLED,Meeting details,Cancellation Notice,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=37172&GUID=4DE309B6-3B65-49C6-BC43-EFDB85FB6323,,View.ashx?M=IC&ID=609580&GUID=AE925FEC-DD91-4043-A357-59BBCF4AF34D,,,MeetingDetail.aspx?ID=609580&GUID=AE925FEC-DD91-4043-A357-59BBCF4AF34D&Options=info&Search=,View.ashx?M=A&ID=609580&GUID=AE925FEC-DD91-4043-A357-59BBCF4AF34D,,,,,
72,Council and Authorities Concurrent Meeting,5/29/2018,,6:00 PM,"City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=605865&GUID=041134F9-21F3-4177-82C5-1616B915616A,,,MeetingDetail.aspx?ID=605865&GUID=041134F9-21F3-4177-82C5-1616B915616A&Options=info&Search=,View.ashx?M=A&ID=605865&GUID=041134F9-21F3-4177-82C5-1616B915616A,View.ashx?M=M&ID=605865&GUID=041134F9-21F3-4177-82C5-1616B915616A,View.ashx?M=E2&ID=605865&GUID=041134F9-21F3-4177-82C5-1616B915616A,#,#,
73,Oversight Board Committee,5/29/2018,,10:00 AM,"Special Meeting
City Hall Council Chambers
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36898&GUID=F07D2556-C383-4B19-93C6-507E1B600356,,View.ashx?M=IC&ID=608595&GUID=355C7300-8FE9-4EE5-B1EE-3FA85E5B8147,,,MeetingDetail.aspx?ID=608595&GUID=355C7300-8FE9-4EE5-B1EE-3FA85E5B8147&Options=info&Search=,View.ashx?M=A&ID=608595&GUID=355C7300-8FE9-4EE5-B1EE-3FA85E5B8147,View.ashx?M=M&ID=608595&GUID=355C7300-8FE9-4EE5-B1EE-3FA85E5B8147,View.ashx?M=E2&ID=608595&GUID=355C7300-8FE9-4EE5-B1EE-3FA85E5B8147,#,#,
74,Planning Commission,5/23/2018,,7:00 PM,City Hall Council Chambers,Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35684&GUID=249B4801-61A9-45B3-A4BA-904F6F83C9D0,,View.ashx?M=IC&ID=590981&GUID=D04A11B5-9FFB-40B0-8609-4435D66F94E0,,,MeetingDetail.aspx?ID=590981&GUID=D04A11B5-9FFB-40B0-8609-4435D66F94E0&Options=info&Search=,View.ashx?M=A&ID=590981&GUID=D04A11B5-9FFB-40B0-8609-4435D66F94E0,View.ashx?M=M&ID=590981&GUID=D04A11B5-9FFB-40B0-8609-4435D66F94E0,View.ashx?M=E2&ID=590981&GUID=D04A11B5-9FFB-40B0-8609-4435D66F94E0,#,#,
75,Council and Authorities Concurrent Meeting,5/22/2018,,4:00 PM,"City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=590763&GUID=4803C614-7650-496E-A305-678D9157527E,,,MeetingDetail.aspx?ID=590763&GUID=4803C614-7650-496E-A305-678D9157527E&Options=info&Search=,View.ashx?M=A&ID=590763&GUID=4803C614-7650-496E-A305-678D9157527E,View.ashx?M=M&ID=590763&GUID=4803C614-7650-496E-A305-678D9157527E,View.ashx?M=E2&ID=590763&GUID=4803C614-7650-496E-A305-678D9157527E,#,#,
76,Senior Advisory Commission,5/21/2018,,10:00 AM,"Senior Center - 1303 Fremont Street Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36906&GUID=D6A40F99-A066-4309-858C-5B6E6EF4C6EE,,View.ashx?M=IC&ID=605756&GUID=7AA72920-DE01-4110-9F86-0301DE915175,,,MeetingDetail.aspx?ID=605756&GUID=7AA72920-DE01-4110-9F86-0301DE915175&Options=info&Search=,View.ashx?M=A&ID=605756&GUID=7AA72920-DE01-4110-9F86-0301DE915175,View.ashx?M=M&ID=605756&GUID=7AA72920-DE01-4110-9F86-0301DE915175,View.ashx?M=E2&ID=605756&GUID=7AA72920-DE01-4110-9F86-0301DE915175,#,#,
77,Oversight Board Committee,5/18/2018,,10:00 AM,"City Hall - Council Chambers
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Agenda Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36898&GUID=F07D2556-C383-4B19-93C6-507E1B600356,,View.ashx?M=IC&ID=607557&GUID=D217F014-168A-4956-BA4E-DAF954CA5E9E,,,MeetingDetail.aspx?ID=607557&GUID=D217F014-168A-4956-BA4E-DAF954CA5E9E&Options=info&Search=,View.ashx?M=A&ID=607557&GUID=D217F014-168A-4956-BA4E-DAF954CA5E9E,View.ashx?M=M&ID=607557&GUID=D217F014-168A-4956-BA4E-DAF954CA5E9E,View.ashx?M=E2&ID=607557&GUID=D217F014-168A-4956-BA4E-DAF954CA5E9E,#,#,
78,Marketing Committee,5/16/2018,,Canceled,"CANCELED - Central Park Library – Redwood Room
2635 Homestead Road
Santa Clara, California 95051",Meeting details,Cancellation Notice,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=37243&GUID=7F37A221-F02D-40B2-B8B6-876E2617523F,,View.ashx?M=IC&ID=607458&GUID=E3B2B16F-97D4-4EBF-991B-5DDDAAFF90E4,,,MeetingDetail.aspx?ID=607458&GUID=E3B2B16F-97D4-4EBF-991B-5DDDAAFF90E4&Options=info&Search=,View.ashx?M=A&ID=607458&GUID=E3B2B16F-97D4-4EBF-991B-5DDDAAFF90E4,,,,,
79,Parks & Recreation Commission,5/15/2018,,7:00 PM,"City Hall - East Wing - Cafeteria
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36905&GUID=483358F9-AEE1-43AF-8894-80EDC2CB70D7,,View.ashx?M=IC&ID=605749&GUID=4A6FE984-02E6-4517-A792-FC83F376FE11,,,MeetingDetail.aspx?ID=605749&GUID=4A6FE984-02E6-4517-A792-FC83F376FE11&Options=info&Search=,View.ashx?M=A&ID=605749&GUID=4A6FE984-02E6-4517-A792-FC83F376FE11,View.ashx?M=M&ID=605749&GUID=4A6FE984-02E6-4517-A792-FC83F376FE11,View.ashx?M=E2&ID=605749&GUID=4A6FE984-02E6-4517-A792-FC83F376FE11,#,#,
80,Council and Authorities Concurrent Meeting,5/15/2018,,5:00 PM,"City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=590762&GUID=7345DD24-E9C7-4728-84E7-A17F7942AD92,,,MeetingDetail.aspx?ID=590762&GUID=7345DD24-E9C7-4728-84E7-A17F7942AD92&Options=info&Search=,View.ashx?M=A&ID=590762&GUID=7345DD24-E9C7-4728-84E7-A17F7942AD92,View.ashx?M=M&ID=590762&GUID=7345DD24-E9C7-4728-84E7-A17F7942AD92,View.ashx?M=E2&ID=590762&GUID=7345DD24-E9C7-4728-84E7-A17F7942AD92,#,#,
81,Civil Service Commission,5/14/2018,,7:00 PM,"City Hall - Council Chambers
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36902&GUID=0A0913C8-9BF8-4FD8-8C7E-5C212635F6D6,,View.ashx?M=IC&ID=603158&GUID=6A7B2BFB-F41A-4B6F-9840-C67C7B9ADD91,,,MeetingDetail.aspx?ID=603158&GUID=6A7B2BFB-F41A-4B6F-9840-C67C7B9ADD91&Options=info&Search=,View.ashx?M=A&ID=603158&GUID=6A7B2BFB-F41A-4B6F-9840-C67C7B9ADD91,View.ashx?M=M&ID=603158&GUID=6A7B2BFB-F41A-4B6F-9840-C67C7B9ADD91,View.ashx?M=E2&ID=603158&GUID=6A7B2BFB-F41A-4B6F-9840-C67C7B9ADD91,#,#,
82,Governance and Ethics Committee,5/14/2018,,Canceled,CANCELLED,Meeting details,Cancellation Notice,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36950&GUID=35831CF3-67DE-4D08-8FB8-FEEDBC280699,,View.ashx?M=IC&ID=607352&GUID=349125EE-3DAF-4FDA-A209-7E8FA941D9FE,,,MeetingDetail.aspx?ID=607352&GUID=349125EE-3DAF-4FDA-A209-7E8FA941D9FE&Options=info&Search=,View.ashx?M=A&ID=607352&GUID=349125EE-3DAF-4FDA-A209-7E8FA941D9FE,,,,,
83,Planning Commission,5/9/2018,,7:00 PM,City Hall Council Chambers,Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35684&GUID=249B4801-61A9-45B3-A4BA-904F6F83C9D0,,View.ashx?M=IC&ID=590980&GUID=EED9B4DD-F146-4618-BE97-89A573A80DF6,,,MeetingDetail.aspx?ID=590980&GUID=EED9B4DD-F146-4618-BE97-89A573A80DF6&Options=info&Search=,View.ashx?M=A&ID=590980&GUID=EED9B4DD-F146-4618-BE97-89A573A80DF6,View.ashx?M=M&ID=590980&GUID=EED9B4DD-F146-4618-BE97-89A573A80DF6,View.ashx?M=E2&ID=590980&GUID=EED9B4DD-F146-4618-BE97-89A573A80DF6,#,#,
84,Cultural Commission,5/9/2018,,7:00 PM,"Special Meeting - City Hall - Staff Conference Room, 1500 Warburton Avenue, Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36857&GUID=1E0D50C1-B2ED-41AF-9F51-3C7EC8552C02,,View.ashx?M=IC&ID=606171&GUID=319158A6-8BE1-4071-A9F9-329ED4ECD693,,,MeetingDetail.aspx?ID=606171&GUID=319158A6-8BE1-4071-A9F9-329ED4ECD693&Options=info&Search=,View.ashx?M=A&ID=606171&GUID=319158A6-8BE1-4071-A9F9-329ED4ECD693,View.ashx?M=M&ID=606171&GUID=319158A6-8BE1-4071-A9F9-329ED4ECD693,View.ashx?M=E2&ID=606171&GUID=319158A6-8BE1-4071-A9F9-329ED4ECD693,#,#,
85,Youth Commission,5/8/2018,,6:00 PM,"Santa Clara Teen Center
2446 Cabrillo Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36909&GUID=A481232D-8B63-4D4C-B474-D6E8073824D5,,View.ashx?M=IC&ID=605717&GUID=585990F6-863B-4648-A1A4-A2C60E80976E,,,MeetingDetail.aspx?ID=605717&GUID=585990F6-863B-4648-A1A4-A2C60E80976E&Options=info&Search=,View.ashx?M=A&ID=605717&GUID=585990F6-863B-4648-A1A4-A2C60E80976E,View.ashx?M=M&ID=605717&GUID=585990F6-863B-4648-A1A4-A2C60E80976E,View.ashx?M=E2&ID=605717&GUID=585990F6-863B-4648-A1A4-A2C60E80976E,#,#,
86,Ad-Hoc Stadium Audit Committee,5/8/2018,,5:00 PM,CIty Hall Council Chambers,Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36900&GUID=D39A26FD-73FE-4ED8-991E-A55797B8CB95,,View.ashx?M=IC&ID=606814&GUID=E5DAC738-1C0F-46EA-A547-CC82E547EE97,,,,,,,,,
87,Council and Authorities Concurrent Meeting,5/8/2018,,4:30 PM,"City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=590761&GUID=72B5645A-7871-4EA0-BB83-932AB7A2F6D4,,,MeetingDetail.aspx?ID=590761&GUID=72B5645A-7871-4EA0-BB83-932AB7A2F6D4&Options=info&Search=,View.ashx?M=A&ID=590761&GUID=72B5645A-7871-4EA0-BB83-932AB7A2F6D4,View.ashx?M=M&ID=590761&GUID=72B5645A-7871-4EA0-BB83-932AB7A2F6D4,View.ashx?M=E2&ID=590761&GUID=72B5645A-7871-4EA0-BB83-932AB7A2F6D4,#,#,
88,Board of Library Trustees,5/7/2018,,6:00 PM,"Central Park Library - Board Room, 2635 Homestead Road, Santa Clara, CA 95051",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36901&GUID=8C91F637-0CCD-45EE-82A2-58271F3ED4AA,,View.ashx?M=IC&ID=603866&GUID=5262E1AC-20AC-472C-947C-715F3FD4910F,,,MeetingDetail.aspx?ID=603866&GUID=5262E1AC-20AC-472C-947C-715F3FD4910F&Options=info&Search=,View.ashx?M=A&ID=603866&GUID=5262E1AC-20AC-472C-947C-715F3FD4910F,View.ashx?M=M&ID=603866&GUID=5262E1AC-20AC-472C-947C-715F3FD4910F,View.ashx?M=E2&ID=603866&GUID=5262E1AC-20AC-472C-947C-715F3FD4910F,#,#,
89,Ethics Committee,5/7/2018,,Canceled,"City Hall Council Chambers 1500 Warburton Avenue Santa Clara, CA 95050",Meeting details,Cancellation Notice,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=37172&GUID=4DE309B6-3B65-49C6-BC43-EFDB85FB6323,,View.ashx?M=IC&ID=606468&GUID=E4B25079-29DC-48ED-A066-E2FBF6ADDDBA,,,MeetingDetail.aspx?ID=606468&GUID=E4B25079-29DC-48ED-A066-E2FBF6ADDDBA&Options=info&Search=,View.ashx?M=A&ID=606468&GUID=E4B25079-29DC-48ED-A066-E2FBF6ADDDBA,,,,,
90,Senior Advisory Commission,5/3/2018,,10:00 AM,"Special Meeting - Senior Center - 1303 Fremont Street 
Santa Clara Senior Center, Room 232",Meeting details,Agenda,Minutes,Packet,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36906&GUID=D6A40F99-A066-4309-858C-5B6E6EF4C6EE,,View.ashx?M=IC&ID=605573&GUID=FC676803-1EB4-48D7-A37E-0E1BB07E0F0F,,,MeetingDetail.aspx?ID=605573&GUID=FC676803-1EB4-48D7-A37E-0E1BB07E0F0F&Options=info&Search=,View.ashx?M=A&ID=605573&GUID=FC676803-1EB4-48D7-A37E-0E1BB07E0F0F,View.ashx?M=M&ID=605573&GUID=FC676803-1EB4-48D7-A37E-0E1BB07E0F0F,View.ashx?M=E2&ID=605573&GUID=FC676803-1EB4-48D7-A37E-0E1BB07E0F0F,,,
91,Planning Commission,4/25/2018,,Canceled,City Hall Council Chambers,Meeting details,Agenda - Notice of Cancellation,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=35684&GUID=249B4801-61A9-45B3-A4BA-904F6F83C9D0,,View.ashx?M=IC&ID=590978&GUID=DC947F4B-BEFF-48B6-8121-458A333A4401,,,MeetingDetail.aspx?ID=590978&GUID=DC947F4B-BEFF-48B6-8121-458A333A4401&Options=info&Search=,View.ashx?M=A&ID=590978&GUID=DC947F4B-BEFF-48B6-8121-458A333A4401,,,,,
92,Council and Authorities Concurrent Meeting,4/24/2018,,4:00 PM,"City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=598850&GUID=5D61A132-A1CD-4EA1-A606-A0625BE03858,,,MeetingDetail.aspx?ID=598850&GUID=5D61A132-A1CD-4EA1-A606-A0625BE03858&Options=info&Search=,View.ashx?M=A&ID=598850&GUID=5D61A132-A1CD-4EA1-A606-A0625BE03858,View.ashx?M=M&ID=598850&GUID=5D61A132-A1CD-4EA1-A606-A0625BE03858,View.ashx?M=E2&ID=598850&GUID=5D61A132-A1CD-4EA1-A606-A0625BE03858,#,#,
93,Governance and Ethics Committee,4/23/2018,,4:00 PM,"City Hall – Council Chambers
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Not available,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36950&GUID=35831CF3-67DE-4D08-8FB8-FEEDBC280699,,View.ashx?M=IC&ID=600473&GUID=0E49593D-EE2A-4039-991B-DEABA83E5E54,,,MeetingDetail.aspx?ID=600473&GUID=0E49593D-EE2A-4039-991B-DEABA83E5E54&Options=info&Search=,View.ashx?M=A&ID=600473&GUID=0E49593D-EE2A-4039-991B-DEABA83E5E54,,View.ashx?M=E2&ID=600473&GUID=0E49593D-EE2A-4039-991B-DEABA83E5E54,#,#,
94,Oversight Board Committee,4/20/2018,,Canceled,"City Hall Council Chambers
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36898&GUID=F07D2556-C383-4B19-93C6-507E1B600356,,View.ashx?M=IC&ID=602411&GUID=F23B0099-CC46-4AD5-A40A-D79F8306D4BA,,,MeetingDetail.aspx?ID=602411&GUID=F23B0099-CC46-4AD5-A40A-D79F8306D4BA&Options=info&Search=,View.ashx?M=A&ID=602411&GUID=F23B0099-CC46-4AD5-A40A-D79F8306D4BA,,,,,
95,Council and Authorities Concurrent Meeting,4/18/2018,,10:00 AM,"Special Meeting - City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Not available,Not available,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=602796&GUID=73EA4B85-B4FC-48DE-88C8-8979A3B10947,,,MeetingDetail.aspx?ID=602796&GUID=73EA4B85-B4FC-48DE-88C8-8979A3B10947&Options=info&Search=,View.ashx?M=A&ID=602796&GUID=73EA4B85-B4FC-48DE-88C8-8979A3B10947,View.ashx?M=M&ID=602796&GUID=73EA4B85-B4FC-48DE-88C8-8979A3B10947,View.ashx?M=E2&ID=602796&GUID=73EA4B85-B4FC-48DE-88C8-8979A3B10947,,,
96,Council and Authorities Concurrent Meeting,4/17/2018,,Canceled,"City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=600034&GUID=1A639ED1-2B66-4917-812F-96A32ECEEB22,,,MeetingDetail.aspx?ID=600034&GUID=1A639ED1-2B66-4917-812F-96A32ECEEB22&Options=info&Search=,View.ashx?M=A&ID=600034&GUID=1A639ED1-2B66-4917-812F-96A32ECEEB22,,,,,
97,Cultural Commission,4/16/2018,,7:00 PM,"City Hall
Staff Conference Room
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36857&GUID=1E0D50C1-B2ED-41AF-9F51-3C7EC8552C02,,View.ashx?M=IC&ID=602471&GUID=3514E39D-B666-4E62-ABEA-F113A0C52293,,,MeetingDetail.aspx?ID=602471&GUID=3514E39D-B666-4E62-ABEA-F113A0C52293&Options=info&Search=,View.ashx?M=A&ID=602471&GUID=3514E39D-B666-4E62-ABEA-F113A0C52293,View.ashx?M=M&ID=602471&GUID=3514E39D-B666-4E62-ABEA-F113A0C52293,View.ashx?M=E2&ID=602471&GUID=3514E39D-B666-4E62-ABEA-F113A0C52293,#,#,
98,Planning Commission,4/11/2018,,7:00 PM,City Hall Council Chambers,Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35684&GUID=249B4801-61A9-45B3-A4BA-904F6F83C9D0,,View.ashx?M=IC&ID=590979&GUID=2C4F6E93-26A2-4F5F-ADC9-FE7FB20A8999,,,MeetingDetail.aspx?ID=590979&GUID=2C4F6E93-26A2-4F5F-ADC9-FE7FB20A8999&Options=info&Search=,View.ashx?M=A&ID=590979&GUID=2C4F6E93-26A2-4F5F-ADC9-FE7FB20A8999,View.ashx?M=M&ID=590979&GUID=2C4F6E93-26A2-4F5F-ADC9-FE7FB20A8999,View.ashx?M=E2&ID=590979&GUID=2C4F6E93-26A2-4F5F-ADC9-FE7FB20A8999,#,#,
99,Council and Authorities Concurrent Meeting,4/10/2018,,5:00 PM,"Special Meeting - City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=598874&GUID=24BF9822-C77B-4D11-A405-9C5EB8C6D4A9,,,MeetingDetail.aspx?ID=598874&GUID=24BF9822-C77B-4D11-A405-9C5EB8C6D4A9&Options=info&Search=,View.ashx?M=A&ID=598874&GUID=24BF9822-C77B-4D11-A405-9C5EB8C6D4A9,View.ashx?M=M&ID=598874&GUID=24BF9822-C77B-4D11-A405-9C5EB8C6D4A9,View.ashx?M=E2&ID=598874&GUID=24BF9822-C77B-4D11-A405-9C5EB8C6D4A9,#,#,
0,Council and Authorities Concurrent Meeting,4/3/2018,,6:45 PM,"City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=590753&GUID=BE360C2A-7097-485F-8B3B-951D139D9C26,,,MeetingDetail.aspx?ID=590753&GUID=BE360C2A-7097-485F-8B3B-951D139D9C26&Options=info&Search=,View.ashx?M=A&ID=590753&GUID=BE360C2A-7097-485F-8B3B-951D139D9C26,View.ashx?M=M&ID=590753&GUID=BE360C2A-7097-485F-8B3B-951D139D9C26,View.ashx?M=E2&ID=590753&GUID=BE360C2A-7097-485F-8B3B-951D139D9C26,#,#,
1,Council and Authorities Concurrent Meeting,3/29/2018,,4:00 PM,"Special Meeting - City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=598978&GUID=EC4A4F4E-1A57-46B5-8A82-74305AF2566F,,,MeetingDetail.aspx?ID=598978&GUID=EC4A4F4E-1A57-46B5-8A82-74305AF2566F&Options=info&Search=,View.ashx?M=A&ID=598978&GUID=EC4A4F4E-1A57-46B5-8A82-74305AF2566F,View.ashx?M=M&ID=598978&GUID=EC4A4F4E-1A57-46B5-8A82-74305AF2566F,View.ashx?M=E2&ID=598978&GUID=EC4A4F4E-1A57-46B5-8A82-74305AF2566F,#,#,
2,Planning Commission,3/28/2018,,7:00 PM,City Hall Council Chambers,Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35684&GUID=249B4801-61A9-45B3-A4BA-904F6F83C9D0,,View.ashx?M=IC&ID=597197&GUID=CFD407A5-B007-4D82-A49F-5730A1056DAA,,,MeetingDetail.aspx?ID=597197&GUID=CFD407A5-B007-4D82-A49F-5730A1056DAA&Options=info&Search=,View.ashx?M=A&ID=597197&GUID=CFD407A5-B007-4D82-A49F-5730A1056DAA,View.ashx?M=M&ID=597197&GUID=CFD407A5-B007-4D82-A49F-5730A1056DAA,View.ashx?M=E2&ID=597197&GUID=CFD407A5-B007-4D82-A49F-5730A1056DAA,#,#,
3,Santa Clara Stadium Authority,3/27/2018,,7:00 PM,"City Hall Council Chambers
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Revised Agenda,Minutes,Revised Agenda Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35682&GUID=30845DA9-0D60-47E0-AE23-BE8C9A5500BB,,View.ashx?M=IC&ID=590750&GUID=EA4D65D0-ED75-44FB-BFE7-7AD553E5BDC7,,,MeetingDetail.aspx?ID=590750&GUID=EA4D65D0-ED75-44FB-BFE7-7AD553E5BDC7&Options=info&Search=,View.ashx?M=A&ID=590750&GUID=EA4D65D0-ED75-44FB-BFE7-7AD553E5BDC7,View.ashx?M=M&ID=590750&GUID=EA4D65D0-ED75-44FB-BFE7-7AD553E5BDC7,View.ashx?M=E2&ID=590750&GUID=EA4D65D0-ED75-44FB-BFE7-7AD553E5BDC7,#,#,
4,Council and Authorities Concurrent Meeting,3/27/2018,,5:00 PM,"Special Meeting - City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=599261&GUID=87EB9AA3-6DBF-4F45-AF3C-E8898FE7801C,,,MeetingDetail.aspx?ID=599261&GUID=87EB9AA3-6DBF-4F45-AF3C-E8898FE7801C&Options=info&Search=,View.ashx?M=A&ID=599261&GUID=87EB9AA3-6DBF-4F45-AF3C-E8898FE7801C,View.ashx?M=M&ID=599261&GUID=87EB9AA3-6DBF-4F45-AF3C-E8898FE7801C,View.ashx?M=E2&ID=599261&GUID=87EB9AA3-6DBF-4F45-AF3C-E8898FE7801C,#,#,
