,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Video/Audio Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Video/Audio URL
94,Disaster Council,5/27/2015,,8:30 AM,South Offices,Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=400629&GUID=AAEF6A40-79A0-44FA-BA49-FC9B9DAF729C,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=400629&GUID=AAEF6A40-79A0-44FA-BA49-FC9B9DAF729C&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=400629&GUID=AAEF6A40-79A0-44FA-BA49-FC9B9DAF729C,https://sanleandro.legistar.com/View.ashx?M=M&ID=400629&GUID=AAEF6A40-79A0-44FA-BA49-FC9B9DAF729C,
95,Rent Review Board,5/26/2015,,7:00 PM,City Council Chambers,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=398420&GUID=D6822354-494B-4241-8342-B689DB5830FE,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=398420&GUID=D6822354-494B-4241-8342-B689DB5830FE&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=398420&GUID=D6822354-494B-4241-8342-B689DB5830FE,https://sanleandro.legistar.com/View.ashx?M=M&ID=398420&GUID=D6822354-494B-4241-8342-B689DB5830FE,https://sanleandro.legistar.com/#
96,Planning Commission,5/21/2015,,7:00 PM,City Council Chambers,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=399142&GUID=626ACC68-1C0D-4744-8081-06251CE57F63,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=399142&GUID=626ACC68-1C0D-4744-8081-06251CE57F63&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=399142&GUID=626ACC68-1C0D-4744-8081-06251CE57F63,https://sanleandro.legistar.com/View.ashx?M=M&ID=399142&GUID=626ACC68-1C0D-4744-8081-06251CE57F63,https://sanleandro.legistar.com/#
97,Library-Historical Commission,5/21/2015,,7:00 PM,"Main Library, History Room",Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=399281&GUID=6C802C03-1126-4F3D-AD89-ED1DB815A2C5,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=399281&GUID=6C802C03-1126-4F3D-AD89-ED1DB815A2C5&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=399281&GUID=6C802C03-1126-4F3D-AD89-ED1DB815A2C5,https://sanleandro.legistar.com/View.ashx?M=M&ID=399281&GUID=6C802C03-1126-4F3D-AD89-ED1DB815A2C5,
98,Senior Commission,5/21/2015,,10:00 AM,Senior Community Center,Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=395377&GUID=6EC2D78E-E6A1-4EBF-AECD-5F4EC0EB497A,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=395377&GUID=6EC2D78E-E6A1-4EBF-AECD-5F4EC0EB497A&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=395377&GUID=6EC2D78E-E6A1-4EBF-AECD-5F4EC0EB497A,https://sanleandro.legistar.com/View.ashx?M=M&ID=395377&GUID=6EC2D78E-E6A1-4EBF-AECD-5F4EC0EB497A,
99,Youth Advisory Commission,5/19/2015,,6:15 PM,Marina Community Center,Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=435141&GUID=1B13AA6F-911D-4A9A-B1F4-815F0FDBC6C1,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=435141&GUID=1B13AA6F-911D-4A9A-B1F4-815F0FDBC6C1&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=435141&GUID=1B13AA6F-911D-4A9A-B1F4-815F0FDBC6C1,https://sanleandro.legistar.com/View.ashx?M=M&ID=435141&GUID=1B13AA6F-911D-4A9A-B1F4-815F0FDBC6C1,
0,City Council,5/18/2015,,7:00 PM,City Council Chambers,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=394564&GUID=0EEAA7B5-0424-4A58-9215-D99628381AA4,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=394564&GUID=0EEAA7B5-0424-4A58-9215-D99628381AA4&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=394564&GUID=0EEAA7B5-0424-4A58-9215-D99628381AA4,https://sanleandro.legistar.com/View.ashx?M=M&ID=394564&GUID=0EEAA7B5-0424-4A58-9215-D99628381AA4,https://sanleandro.legistar.com/#
1,City Council,5/18/2015,,6:00 PM,City Manager's Large Conference RoomSpecial Meeting and Closed Session,Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=398205&GUID=E9B36F3D-88DB-4ADD-94C8-9AD02656FB3E,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=398205&GUID=E9B36F3D-88DB-4ADD-94C8-9AD02656FB3E&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=398205&GUID=E9B36F3D-88DB-4ADD-94C8-9AD02656FB3E,https://sanleandro.legistar.com/View.ashx?M=M&ID=398205&GUID=E9B36F3D-88DB-4ADD-94C8-9AD02656FB3E,
2,Library-Historical Commission,5/14/2015,,7:00 PM,"Main Library, Trustees Room",Meeting details,Not available,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=399280&GUID=71DBEACB-97AA-41FA-BBC2-C1CF95CC0F76,,,,,,
3,Arts Commission,5/13/2015,,7:00 PM,"City Hall, Sister Cities Gallery",Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=395375&GUID=E32923E2-1A3F-4209-A6DF-930547C8885A,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=395375&GUID=E32923E2-1A3F-4209-A6DF-930547C8885A&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=395375&GUID=E32923E2-1A3F-4209-A6DF-930547C8885A,https://sanleandro.legistar.com/View.ashx?M=M&ID=395375&GUID=E32923E2-1A3F-4209-A6DF-930547C8885A,
4,City Council,5/11/2015,,7:00 PM,"Senior Community Center
13909 East 14th StreetNotice of Special Meeting - Districts 1, 2, and 5 Town Hall Meeting",Meeting details,Agenda,Not available,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=398090&GUID=8A044C5D-C641-4E16-B903-3F79A09EE3C9,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=398090&GUID=8A044C5D-C641-4E16-B903-3F79A09EE3C9&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=398090&GUID=8A044C5D-C641-4E16-B903-3F79A09EE3C9,,https://sanleandro.legistar.com/#
5,Board of Zoning Adjustments,5/7/2015,,7:00 PM,City Council Chambers,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=396733&GUID=7A68FF2E-7825-48F5-A685-BF27615F922C,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=396733&GUID=7A68FF2E-7825-48F5-A685-BF27615F922C&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=396733&GUID=7A68FF2E-7825-48F5-A685-BF27615F922C,https://sanleandro.legistar.com/View.ashx?M=M&ID=396733&GUID=7A68FF2E-7825-48F5-A685-BF27615F922C,https://sanleandro.legistar.com/#
6,Recreation and Parks Commission,5/6/2015,,7:00 PM,"City Hall, Sister Cities Gallery",Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=395374&GUID=1F7696CF-9C09-44D0-B8AB-E0B834C1C3AB,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=395374&GUID=1F7696CF-9C09-44D0-B8AB-E0B834C1C3AB&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=395374&GUID=1F7696CF-9C09-44D0-B8AB-E0B834C1C3AB,https://sanleandro.legistar.com/View.ashx?M=M&ID=395374&GUID=1F7696CF-9C09-44D0-B8AB-E0B834C1C3AB,
7,Facilities & Transportation Committee,5/5/2015,,4:00 PM,Sister Cities Gallery,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=397741&GUID=E9EC964B-2D6A-4F65-B52B-46F37A157443,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=397741&GUID=E9EC964B-2D6A-4F65-B52B-46F37A157443&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=397741&GUID=E9EC964B-2D6A-4F65-B52B-46F37A157443,https://sanleandro.legistar.com/View.ashx?M=M&ID=397741&GUID=E9EC964B-2D6A-4F65-B52B-46F37A157443,https://sanleandro.legistar.com/#
8,City Council,5/4/2015,,7:00 PM,City Council Chambers,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=390138&GUID=41DB37E4-3EC2-4360-A3BB-CCBF79089B5A,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=390138&GUID=41DB37E4-3EC2-4360-A3BB-CCBF79089B5A&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=390138&GUID=41DB37E4-3EC2-4360-A3BB-CCBF79089B5A,https://sanleandro.legistar.com/View.ashx?M=M&ID=390138&GUID=41DB37E4-3EC2-4360-A3BB-CCBF79089B5A,https://sanleandro.legistar.com/#
9,City Council,5/4/2015,,6:00 PM,City Manager's Large Conference RoomSpecial Meeting and Closed Session,Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=396396&GUID=B5D98A7B-CAB4-4C1E-81B8-E7E3150F0B6D,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=396396&GUID=B5D98A7B-CAB4-4C1E-81B8-E7E3150F0B6D&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=396396&GUID=B5D98A7B-CAB4-4C1E-81B8-E7E3150F0B6D,https://sanleandro.legistar.com/View.ashx?M=M&ID=396396&GUID=B5D98A7B-CAB4-4C1E-81B8-E7E3150F0B6D,
10,Rent Review Board,4/28/2015,,7:00 PM,City Council Chambers,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=395138&GUID=8CF5899B-D5F1-427E-AF68-44E462CE026B,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=395138&GUID=8CF5899B-D5F1-427E-AF68-44E462CE026B&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=395138&GUID=8CF5899B-D5F1-427E-AF68-44E462CE026B,https://sanleandro.legistar.com/View.ashx?M=M&ID=395138&GUID=8CF5899B-D5F1-427E-AF68-44E462CE026B,https://sanleandro.legistar.com/#
11,City Council,4/27/2015,,7:00 PM,"Dave Karp Room, Main Library, 300 Estudillo AvenueJoint Work Session of San Leandro City Council,
San Leandro Unified School District Board of Trustees, and
San Lorenzo Unified School District Board of Trustees",Meeting details,Agenda,Not available,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=396347&GUID=2EECBDE4-80F1-4250-B108-D11F74A1C514,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=396347&GUID=2EECBDE4-80F1-4250-B108-D11F74A1C514&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=396347&GUID=2EECBDE4-80F1-4250-B108-D11F74A1C514,,https://sanleandro.legistar.com/#
12,Human Services Commission,4/22/2015,,7:00 PM,"City Hall, Sister Cities Gallery",Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=390297&GUID=2A0115A3-5514-4925-837F-E44DDBA03917,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=390297&GUID=2A0115A3-5514-4925-837F-E44DDBA03917&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=390297&GUID=2A0115A3-5514-4925-837F-E44DDBA03917,https://sanleandro.legistar.com/View.ashx?M=M&ID=390297&GUID=2A0115A3-5514-4925-837F-E44DDBA03917,
13,Library-Historical Commission,4/21/2015,,7:00 PM,"Main Library, Trustees Room",Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=396016&GUID=196C63F6-ACCD-496C-B8A8-D2B119ECD6CA,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=396016&GUID=196C63F6-ACCD-496C-B8A8-D2B119ECD6CA&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=396016&GUID=196C63F6-ACCD-496C-B8A8-D2B119ECD6CA,https://sanleandro.legistar.com/View.ashx?M=M&ID=396016&GUID=196C63F6-ACCD-496C-B8A8-D2B119ECD6CA,
14,Youth Advisory Commission,4/21/2015,,6:15 PM,Marina Community Center,Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=435135&GUID=3D0AC533-3BD7-44D1-9D55-4AA0A11C5CF9,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=435135&GUID=3D0AC533-3BD7-44D1-9D55-4AA0A11C5CF9&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=435135&GUID=3D0AC533-3BD7-44D1-9D55-4AA0A11C5CF9,https://sanleandro.legistar.com/View.ashx?M=M&ID=435135&GUID=3D0AC533-3BD7-44D1-9D55-4AA0A11C5CF9,
15,Finance Committee,4/21/2015,,5:00 PM,Sister Cities Gallery,Meeting details,Agenda,Not available,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=395810&GUID=A5EB49C7-644B-48C7-B55A-7706D31172A8,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=395810&GUID=A5EB49C7-644B-48C7-B55A-7706D31172A8&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=395810&GUID=A5EB49C7-644B-48C7-B55A-7706D31172A8,,https://sanleandro.legistar.com/#
16,City Council,4/20/2015,,7:00 PM,City Council Chambers,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=388743&GUID=EB83A587-3E2E-4EAB-8C03-544A23194A2C,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=388743&GUID=EB83A587-3E2E-4EAB-8C03-544A23194A2C&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=388743&GUID=EB83A587-3E2E-4EAB-8C03-544A23194A2C,https://sanleandro.legistar.com/View.ashx?M=M&ID=388743&GUID=EB83A587-3E2E-4EAB-8C03-544A23194A2C,https://sanleandro.legistar.com/#
17,City Council,4/20/2015,,6:00 PM,City Manager's Large Conference RoomSpecial Meeting and Closed Session,Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=394565&GUID=C67D32B9-ACC2-4A0A-A6DC-8789ED93622E,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=394565&GUID=C67D32B9-ACC2-4A0A-A6DC-8789ED93622E&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=394565&GUID=C67D32B9-ACC2-4A0A-A6DC-8789ED93622E,https://sanleandro.legistar.com/View.ashx?M=M&ID=394565&GUID=C67D32B9-ACC2-4A0A-A6DC-8789ED93622E,
18,Planning Commission,4/16/2015,,7:00 PM,City Council Chambers,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=394463&GUID=6B1058F7-19D3-4733-A247-40D0B289F734,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=394463&GUID=6B1058F7-19D3-4733-A247-40D0B289F734&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=394463&GUID=6B1058F7-19D3-4733-A247-40D0B289F734,https://sanleandro.legistar.com/View.ashx?M=M&ID=394463&GUID=6B1058F7-19D3-4733-A247-40D0B289F734,https://sanleandro.legistar.com/#
19,Personnel Relations Board,4/16/2015,,5:30 PM,"City Hall, Human Resources Conference Room",Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=389467&GUID=05227604-6F9C-49A0-910B-D1B817D8ED91,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=389467&GUID=05227604-6F9C-49A0-910B-D1B817D8ED91&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=389467&GUID=05227604-6F9C-49A0-910B-D1B817D8ED91,https://sanleandro.legistar.com/View.ashx?M=M&ID=389467&GUID=05227604-6F9C-49A0-910B-D1B817D8ED91,
20,Senior Commission,4/16/2015,,10:00 AM,Senior Community Center,Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=390296&GUID=4126F8DC-2CFC-41CC-B6E8-6F958AF6590E,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=390296&GUID=4126F8DC-2CFC-41CC-B6E8-6F958AF6590E&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=390296&GUID=4126F8DC-2CFC-41CC-B6E8-6F958AF6590E,https://sanleandro.legistar.com/View.ashx?M=M&ID=390296&GUID=4126F8DC-2CFC-41CC-B6E8-6F958AF6590E,
21,Arts Commission,4/8/2015,,7:00 PM,"City Hall, Sister Cities GalleryMEETING CANCELED",Meeting details,Not available,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=390295&GUID=821EABC0-56C9-47B2-86BC-C2945247D2C6,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=390295&GUID=821EABC0-56C9-47B2-86BC-C2945247D2C6&Options=info&Search=,,,
22,Facilities & Transportation Committee,4/7/2015,,4:00 PM,City Council Chambers,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=394137&GUID=4EE6126A-9B66-46D1-9F81-D1FD1D2B9CB2,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=394137&GUID=4EE6126A-9B66-46D1-9F81-D1FD1D2B9CB2&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=394137&GUID=4EE6126A-9B66-46D1-9F81-D1FD1D2B9CB2,https://sanleandro.legistar.com/View.ashx?M=M&ID=394137&GUID=4EE6126A-9B66-46D1-9F81-D1FD1D2B9CB2,https://sanleandro.legistar.com/#
23,City Council,4/6/2015,,7:00 PM,City Council Chambers,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=388742&GUID=1B7D9BA2-4345-4B1F-B2F7-78BC3BAB0570,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=388742&GUID=1B7D9BA2-4345-4B1F-B2F7-78BC3BAB0570&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=388742&GUID=1B7D9BA2-4345-4B1F-B2F7-78BC3BAB0570,https://sanleandro.legistar.com/View.ashx?M=M&ID=388742&GUID=1B7D9BA2-4345-4B1F-B2F7-78BC3BAB0570,https://sanleandro.legistar.com/#
24,City Council,4/6/2015,,5:30 PM,City Manager's Large Conference RoomSpecial Meeting and Closed Session,Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=390008&GUID=11E6770D-D7FC-4078-BE2B-D7EBEDD5B18D,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=390008&GUID=11E6770D-D7FC-4078-BE2B-D7EBEDD5B18D&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=390008&GUID=11E6770D-D7FC-4078-BE2B-D7EBEDD5B18D,https://sanleandro.legistar.com/View.ashx?M=M&ID=390008&GUID=11E6770D-D7FC-4078-BE2B-D7EBEDD5B18D,
25,Board of Zoning Adjustments,4/2/2015,,7:00 PM,City Council ChambersMEETING CANCELLED,Meeting details,Agenda,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=390551&GUID=B6C71C3F-B964-43E3-954F-21E1BAFBD1CB,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=390551&GUID=B6C71C3F-B964-43E3-954F-21E1BAFBD1CB&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=390551&GUID=B6C71C3F-B964-43E3-954F-21E1BAFBD1CB,,
26,Recreation and Parks Commission,4/1/2015,,7:00 PM,"City Hall, Sister Cities Gallery",Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=390294&GUID=DAC4A6D5-A7FD-4CA8-BB99-3F16ED9CAEF8,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=390294&GUID=DAC4A6D5-A7FD-4CA8-BB99-3F16ED9CAEF8&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=390294&GUID=DAC4A6D5-A7FD-4CA8-BB99-3F16ED9CAEF8,https://sanleandro.legistar.com/View.ashx?M=M&ID=390294&GUID=DAC4A6D5-A7FD-4CA8-BB99-3F16ED9CAEF8,
27,City Council,3/30/2015,,7:00 PM,"Senior Community Center
13909 East 14th StreetNotice of Special Meeting - State of the City Address",Meeting details,Agenda,Not available,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=390137&GUID=2A2C993D-CA7E-409F-9B16-D7D9D1D3F396,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=390137&GUID=2A2C993D-CA7E-409F-9B16-D7D9D1D3F396&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=390137&GUID=2A2C993D-CA7E-409F-9B16-D7D9D1D3F396,,https://sanleandro.legistar.com/#
28,Human Services Commission,3/25/2015,,7:00 PM,"City Hall, Sister Cities Gallery",Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=387292&GUID=701D49C0-EA34-4999-B3CA-851D0B7BFADD,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=387292&GUID=701D49C0-EA34-4999-B3CA-851D0B7BFADD&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=387292&GUID=701D49C0-EA34-4999-B3CA-851D0B7BFADD,https://sanleandro.legistar.com/View.ashx?M=M&ID=387292&GUID=701D49C0-EA34-4999-B3CA-851D0B7BFADD,
29,Rent Review Board,3/24/2015,,7:00 PM,City Council Chambers,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=389003&GUID=EA3F0FBF-2117-47ED-85A0-7BF5E3C844C9,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=389003&GUID=EA3F0FBF-2117-47ED-85A0-7BF5E3C844C9&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=389003&GUID=EA3F0FBF-2117-47ED-85A0-7BF5E3C844C9,https://sanleandro.legistar.com/View.ashx?M=M&ID=389003&GUID=EA3F0FBF-2117-47ED-85A0-7BF5E3C844C9,https://sanleandro.legistar.com/#
30,City Council,3/24/2015,,6:00 PM,Root Park at Corner of Chumalia/Hays and East 14th StreetsNotice of Special Meeting - Utility Box Art Walking Tour,Meeting details,Agenda,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=389541&GUID=B42C471A-F337-4787-BE77-EDDA085C58C1,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=389541&GUID=B42C471A-F337-4787-BE77-EDDA085C58C1&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=389541&GUID=B42C471A-F337-4787-BE77-EDDA085C58C1,,
31,City Council,3/23/2015,,7:00 PM,City Council ChambersWork Session,Meeting details,Agenda,Not available,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=381927&GUID=E618A00A-2845-4499-8C05-1A473E93767B,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=381927&GUID=E618A00A-2845-4499-8C05-1A473E93767B&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=381927&GUID=E618A00A-2845-4499-8C05-1A473E93767B,,https://sanleandro.legistar.com/#
32,Planning Commission,3/19/2015,,7:00 PM,City Council ChambersMEETING CANCELLED,Meeting details,Agenda,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=388899&GUID=EA23F266-1E02-4F35-BEF8-FDDDE9937C94,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=388899&GUID=EA23F266-1E02-4F35-BEF8-FDDDE9937C94&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=388899&GUID=EA23F266-1E02-4F35-BEF8-FDDDE9937C94,,
33,Senior Commission,3/19/2015,,10:00 AM,Senior Community Center,Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=387291&GUID=72FAF06A-B0A8-48D0-B387-C13C39AF9146,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=387291&GUID=72FAF06A-B0A8-48D0-B387-C13C39AF9146&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=387291&GUID=72FAF06A-B0A8-48D0-B387-C13C39AF9146,https://sanleandro.legistar.com/View.ashx?M=M&ID=387291&GUID=72FAF06A-B0A8-48D0-B387-C13C39AF9146,
