,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Video/Audio Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Video/Audio URL
51,Planning Commission,8/20/2015,,7:00 PM,City Council Chambers,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=419925&GUID=6A6AA13B-555C-4C78-9B37-3009EDB93501,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=419925&GUID=6A6AA13B-555C-4C78-9B37-3009EDB93501&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=419925&GUID=6A6AA13B-555C-4C78-9B37-3009EDB93501,https://sanleandro.legistar.com/View.ashx?M=M&ID=419925&GUID=6A6AA13B-555C-4C78-9B37-3009EDB93501,https://sanleandro.legistar.com/#
52,Senior Commission,8/20/2015,,10:00 AM,Senior Community CenterMEETING CANCELLED - DARK IN AUGUST,Meeting details,Agenda,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=416254&GUID=EC13585A-93B2-4813-8C5B-CE7FC61F3BC4,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=416254&GUID=EC13585A-93B2-4813-8C5B-CE7FC61F3BC4&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=416254&GUID=EC13585A-93B2-4813-8C5B-CE7FC61F3BC4,,
53,Library-Historical Commission,8/18/2015,,7:00 PM,"Main Library, Trustees RoomMEETING CANCELLED",Meeting details,Not available,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=570736&GUID=BBE3DD65-4E78-407E-87D3-15203C571D90,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=570736&GUID=BBE3DD65-4E78-407E-87D3-15203C571D90&Options=info&Search=,,,
54,Personnel Relations Board,8/13/2015,,5:30 PM,"City Hall, Human Resources Conference RoomSpecial Meeting",Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=415617&GUID=6B0DFA26-5673-4938-BEB6-E3B82C187971,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=415617&GUID=6B0DFA26-5673-4938-BEB6-E3B82C187971&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=415617&GUID=6B0DFA26-5673-4938-BEB6-E3B82C187971,https://sanleandro.legistar.com/View.ashx?M=M&ID=415617&GUID=6B0DFA26-5673-4938-BEB6-E3B82C187971,
55,Arts Commission,8/12/2015,,7:00 PM,"City Hall, Sister Cities GalleryMEETING CANCELLED",Meeting details,Agenda,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=416256&GUID=CE43811D-F570-4918-8661-B37DB430E35C,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=416256&GUID=CE43811D-F570-4918-8661-B37DB430E35C&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=416256&GUID=CE43811D-F570-4918-8661-B37DB430E35C,,
56,Rent Review Board,8/11/2015,,6:00 PM,City Council ChambersSpecial Meeting,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=418838&GUID=12829023-7518-4A20-B979-3C0F8714BACC,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=418838&GUID=12829023-7518-4A20-B979-3C0F8714BACC&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=418838&GUID=12829023-7518-4A20-B979-3C0F8714BACC,https://sanleandro.legistar.com/View.ashx?M=M&ID=418838&GUID=12829023-7518-4A20-B979-3C0F8714BACC,https://sanleandro.legistar.com/#
57,Board of Zoning Adjustments,8/6/2015,,7:00 PM,City Council Chambers,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=415978&GUID=04DB6FB1-2236-4270-BC94-337F66853B95,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=415978&GUID=04DB6FB1-2236-4270-BC94-337F66853B95&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=415978&GUID=04DB6FB1-2236-4270-BC94-337F66853B95,https://sanleandro.legistar.com/View.ashx?M=M&ID=415978&GUID=04DB6FB1-2236-4270-BC94-337F66853B95,https://sanleandro.legistar.com/#
58,Recreation and Parks Commission,8/5/2015,,7:00 PM,"City Hall, Sister Cities GalleryMEETING CANCELLED",Meeting details,Agenda,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=416246&GUID=77E5A58F-CDEB-49D1-95F4-7E5130C14410,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=416246&GUID=77E5A58F-CDEB-49D1-95F4-7E5130C14410&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=416246&GUID=77E5A58F-CDEB-49D1-95F4-7E5130C14410,,
59,City Council,7/27/2015,,7:00 PM,City Council ChambersSpecial Meeting and  Mandatory AB 1825 Sexual Harassment Training,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=413784&GUID=978E57F7-ED91-42D3-AE1D-391961CF7FA1,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=413784&GUID=978E57F7-ED91-42D3-AE1D-391961CF7FA1&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=413784&GUID=978E57F7-ED91-42D3-AE1D-391961CF7FA1,https://sanleandro.legistar.com/View.ashx?M=M&ID=413784&GUID=978E57F7-ED91-42D3-AE1D-391961CF7FA1,https://sanleandro.legistar.com/#
60,City Council,7/27/2015,,6:00 PM,City Manager's Large Conference RoomSpecial Meeting and Closed Session,Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=415379&GUID=6B9D9E5C-8680-40F1-B3D9-43BEBCCE1AAA,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=415379&GUID=6B9D9E5C-8680-40F1-B3D9-43BEBCCE1AAA&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=415379&GUID=6B9D9E5C-8680-40F1-B3D9-43BEBCCE1AAA,https://sanleandro.legistar.com/View.ashx?M=M&ID=415379&GUID=6B9D9E5C-8680-40F1-B3D9-43BEBCCE1AAA,
61,Human Services Commission,7/22/2015,,7:00 PM,"City Hall, Sister Cities Gallery",Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=411730&GUID=69520237-8746-4BF6-B052-94ADFAD277C6,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=411730&GUID=69520237-8746-4BF6-B052-94ADFAD277C6&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=411730&GUID=69520237-8746-4BF6-B052-94ADFAD277C6,https://sanleandro.legistar.com/View.ashx?M=M&ID=411730&GUID=69520237-8746-4BF6-B052-94ADFAD277C6,
62,Rent Review Board,7/21/2015,,7:00 PM,City Council ChambersSpecial Meeting,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=414484&GUID=61526231-9773-404D-B87C-1C2E4D1190B7,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=414484&GUID=61526231-9773-404D-B87C-1C2E4D1190B7&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=414484&GUID=61526231-9773-404D-B87C-1C2E4D1190B7,https://sanleandro.legistar.com/View.ashx?M=M&ID=414484&GUID=61526231-9773-404D-B87C-1C2E4D1190B7,https://sanleandro.legistar.com/#
63,Library-Historical Commission,7/21/2015,,7:00 PM,"Main Library, Trustees Room",Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=415558&GUID=048E3CF7-5CBC-47AB-A814-0DDDD8767A45,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=415558&GUID=048E3CF7-5CBC-47AB-A814-0DDDD8767A45&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=415558&GUID=048E3CF7-5CBC-47AB-A814-0DDDD8767A45,https://sanleandro.legistar.com/View.ashx?M=M&ID=415558&GUID=048E3CF7-5CBC-47AB-A814-0DDDD8767A45,
64,Finance Committee,7/21/2015,,5:00 PM,Sister Cities Gallery,Meeting details,Agenda,Not available,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=416142&GUID=950D5EC0-F84C-4DCF-9ADB-87D85767C675,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=416142&GUID=950D5EC0-F84C-4DCF-9ADB-87D85767C675&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=416142&GUID=950D5EC0-F84C-4DCF-9ADB-87D85767C675,,https://sanleandro.legistar.com/#
65,City Council,7/20/2015,,7:00 PM,"City Council ChambersJoint Meeting of City Council and
San Leandro Hillside Geologic Hazard Abatement District
Successor Agency to Redevelopment Agency
Economic Development Agency",Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=413785&GUID=C2AA7753-7ED4-4328-A4EC-FDD1B000C228,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=413785&GUID=C2AA7753-7ED4-4328-A4EC-FDD1B000C228&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=413785&GUID=C2AA7753-7ED4-4328-A4EC-FDD1B000C228,https://sanleandro.legistar.com/View.ashx?M=M&ID=413785&GUID=C2AA7753-7ED4-4328-A4EC-FDD1B000C228,https://sanleandro.legistar.com/#
66,City Council,7/20/2015,,5:30 PM,City Manager's Large Conference RoomSpecial Meeting and Closed Session,Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=413711&GUID=21AEB619-C24A-4417-900D-540076F1A330,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=413711&GUID=21AEB619-C24A-4417-900D-540076F1A330&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=413711&GUID=21AEB619-C24A-4417-900D-540076F1A330,https://sanleandro.legistar.com/View.ashx?M=M&ID=413711&GUID=21AEB619-C24A-4417-900D-540076F1A330,
67,Planning Commission,7/16/2015,,7:00 PM,City Council Chambers,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=413355&GUID=D35CD4F0-D125-4F47-9F71-DF08E07D50D7,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=413355&GUID=D35CD4F0-D125-4F47-9F71-DF08E07D50D7&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=413355&GUID=D35CD4F0-D125-4F47-9F71-DF08E07D50D7,https://sanleandro.legistar.com/View.ashx?M=M&ID=413355&GUID=D35CD4F0-D125-4F47-9F71-DF08E07D50D7,https://sanleandro.legistar.com/#
68,Personnel Relations Board,7/16/2015,,5:30 PM,"City Hall, Human Resources Conference RoomMEETING CANCELLED",Meeting details,Not available,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=412560&GUID=F62266DF-8AD6-4176-8759-5B108ECF5094,,,,,,
69,Senior Commission,7/16/2015,,10:00 AM,Senior Community Center,Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=411729&GUID=09E301F0-4792-4123-91E8-339425CBC63A,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=411729&GUID=09E301F0-4792-4123-91E8-339425CBC63A&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=411729&GUID=09E301F0-4792-4123-91E8-339425CBC63A,https://sanleandro.legistar.com/View.ashx?M=M&ID=411729&GUID=09E301F0-4792-4123-91E8-339425CBC63A,
70,City Council,7/13/2015,,7:00 PM,"Marina Community Center
15301 Wicks BoulevardNotice of Special Meeting - Districts 3, 4, and 6 Town Hall Meeting",Meeting details,Agenda,Not available,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=413348&GUID=D50DF5AC-C0BE-4480-8C84-0E347B50FE98,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=413348&GUID=D50DF5AC-C0BE-4480-8C84-0E347B50FE98&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=413348&GUID=D50DF5AC-C0BE-4480-8C84-0E347B50FE98,,https://sanleandro.legistar.com/#
71,Board of Zoning Adjustments,7/9/2015,,7:00 PM,City Council ChambersSpecial Meeting,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=413180&GUID=89E0FF7C-87B5-4A85-B8A5-F126C622F295,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=413180&GUID=89E0FF7C-87B5-4A85-B8A5-F126C622F295&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=413180&GUID=89E0FF7C-87B5-4A85-B8A5-F126C622F295,https://sanleandro.legistar.com/View.ashx?M=M&ID=413180&GUID=89E0FF7C-87B5-4A85-B8A5-F126C622F295,https://sanleandro.legistar.com/#
72,Arts Commission,7/8/2015,,7:00 PM,"City Hall, Sister Cities Gallery",Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=411728&GUID=FACD594F-0A8F-41D4-82CF-D49CEF837031,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=411728&GUID=FACD594F-0A8F-41D4-82CF-D49CEF837031&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=411728&GUID=FACD594F-0A8F-41D4-82CF-D49CEF837031,https://sanleandro.legistar.com/View.ashx?M=M&ID=411728&GUID=FACD594F-0A8F-41D4-82CF-D49CEF837031,
73,Facilities & Transportation Committee,7/7/2015,,4:00 PM,Sister Cities Gallery,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=413597&GUID=306B214F-5883-4DB6-BCAC-36B02CF4BB2F,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=413597&GUID=306B214F-5883-4DB6-BCAC-36B02CF4BB2F&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=413597&GUID=306B214F-5883-4DB6-BCAC-36B02CF4BB2F,https://sanleandro.legistar.com/View.ashx?M=M&ID=413597&GUID=306B214F-5883-4DB6-BCAC-36B02CF4BB2F,https://sanleandro.legistar.com/#
74,City Council,7/6/2015,,7:00 PM,City Council Chambers,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=402238&GUID=F32FBAEF-D675-4289-8B75-6385A09F0B48,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=402238&GUID=F32FBAEF-D675-4289-8B75-6385A09F0B48&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=402238&GUID=F32FBAEF-D675-4289-8B75-6385A09F0B48,https://sanleandro.legistar.com/View.ashx?M=M&ID=402238&GUID=F32FBAEF-D675-4289-8B75-6385A09F0B48,https://sanleandro.legistar.com/#
75,City Council,7/6/2015,,5:30 PM,City Manager's Large Conference RoomSpecial Meeting and Closed Session,Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=412194&GUID=050E3A6A-C1FA-4FC7-A1EA-C562A5360BC3,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=412194&GUID=050E3A6A-C1FA-4FC7-A1EA-C562A5360BC3&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=412194&GUID=050E3A6A-C1FA-4FC7-A1EA-C562A5360BC3,https://sanleandro.legistar.com/View.ashx?M=M&ID=412194&GUID=050E3A6A-C1FA-4FC7-A1EA-C562A5360BC3,
76,Board of Zoning Adjustments,7/2/2015,,7:00 PM,City Council ChambersMEETING CANCELED,Meeting details,Agenda,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=411902&GUID=83BE3F5B-7E71-4F45-8919-15BB8C521B43,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=411902&GUID=83BE3F5B-7E71-4F45-8919-15BB8C521B43&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=411902&GUID=83BE3F5B-7E71-4F45-8919-15BB8C521B43,,
77,Recreation and Parks Commission,7/1/2015,,7:00 PM,"City Hall, Sister Cities Gallery",Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=411727&GUID=017EEFBE-820C-40CF-990B-C17461FB4AE7,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=411727&GUID=017EEFBE-820C-40CF-990B-C17461FB4AE7&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=411727&GUID=017EEFBE-820C-40CF-990B-C17461FB4AE7,https://sanleandro.legistar.com/View.ashx?M=M&ID=411727&GUID=017EEFBE-820C-40CF-990B-C17461FB4AE7,
78,Human Services Commission,6/24/2015,,7:00 PM,"City Hall, Sister Cities Gallery",Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=400169&GUID=C086133F-0FD6-4CBB-B110-608AC301BCFF,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=400169&GUID=C086133F-0FD6-4CBB-B110-608AC301BCFF&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=400169&GUID=C086133F-0FD6-4CBB-B110-608AC301BCFF,https://sanleandro.legistar.com/View.ashx?M=M&ID=400169&GUID=C086133F-0FD6-4CBB-B110-608AC301BCFF,
79,City Council,6/22/2015,,6:30 PM,"Dave Karp Room, Main LibraryNotice of Special Meeting - Cultural and Diversity Awareness Training and Ethics Training",Meeting details,Agenda,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=399643&GUID=81242910-C99F-4AAB-8094-0F09D9C3E3F6,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=399643&GUID=81242910-C99F-4AAB-8094-0F09D9C3E3F6&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=399643&GUID=81242910-C99F-4AAB-8094-0F09D9C3E3F6,,
80,Planning Commission,6/18/2015,,7:00 PM,City Council Chambers,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=409737&GUID=87F31E8E-7C70-4784-B928-B1A41E591317,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=409737&GUID=87F31E8E-7C70-4784-B928-B1A41E591317&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=409737&GUID=87F31E8E-7C70-4784-B928-B1A41E591317,https://sanleandro.legistar.com/View.ashx?M=M&ID=409737&GUID=87F31E8E-7C70-4784-B928-B1A41E591317,https://sanleandro.legistar.com/#
81,Senior Commission,6/18/2015,,10:00 AM,Senior Community Center,Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=400167&GUID=C4143D1F-745E-441B-BAC2-BED3310CA62C,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=400167&GUID=C4143D1F-745E-441B-BAC2-BED3310CA62C&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=400167&GUID=C4143D1F-745E-441B-BAC2-BED3310CA62C,https://sanleandro.legistar.com/View.ashx?M=M&ID=400167&GUID=C4143D1F-745E-441B-BAC2-BED3310CA62C,
82,Rent Review Board,6/16/2015,,7:00 PM,City Council ChambersSpecial Meeting,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=401815&GUID=3F02DF8D-E830-4130-B6EE-38CF04E83873,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=401815&GUID=3F02DF8D-E830-4130-B6EE-38CF04E83873&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=401815&GUID=3F02DF8D-E830-4130-B6EE-38CF04E83873,https://sanleandro.legistar.com/View.ashx?M=M&ID=401815&GUID=3F02DF8D-E830-4130-B6EE-38CF04E83873,https://sanleandro.legistar.com/#
83,Library-Historical Commission,6/16/2015,,7:00 PM,"Main Library, Trustees Room",Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=410777&GUID=C2C835FD-9198-46C8-A6D7-575A8026D569,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=410777&GUID=C2C835FD-9198-46C8-A6D7-575A8026D569&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=410777&GUID=C2C835FD-9198-46C8-A6D7-575A8026D569,https://sanleandro.legistar.com/View.ashx?M=M&ID=410777&GUID=C2C835FD-9198-46C8-A6D7-575A8026D569,
84,Finance Committee,6/16/2015,,5:00 PM,Sister Cities Gallery,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=410077&GUID=8EC614DF-3969-4A5A-8911-6D375FBF232D,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=410077&GUID=8EC614DF-3969-4A5A-8911-6D375FBF232D&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=410077&GUID=8EC614DF-3969-4A5A-8911-6D375FBF232D,https://sanleandro.legistar.com/View.ashx?M=M&ID=410077&GUID=8EC614DF-3969-4A5A-8911-6D375FBF232D,https://sanleandro.legistar.com/#
85,City Council,6/15/2015,,7:00 PM,"City Council ChambersJoint Meeting of City Council, Parking Authority, and Public Financing Authority",Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=398419&GUID=D092C10A-7D64-4EF0-AB49-0EDAC7E0CEDF,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=398419&GUID=D092C10A-7D64-4EF0-AB49-0EDAC7E0CEDF&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=398419&GUID=D092C10A-7D64-4EF0-AB49-0EDAC7E0CEDF,https://sanleandro.legistar.com/View.ashx?M=M&ID=398419&GUID=D092C10A-7D64-4EF0-AB49-0EDAC7E0CEDF,https://sanleandro.legistar.com/#
86,Arts Commission,6/10/2015,,7:00 PM,"City Hall, Sister Cities Gallery",Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=400168&GUID=F4626D25-A1B5-42C7-9E15-AF1398DCFE65,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=400168&GUID=F4626D25-A1B5-42C7-9E15-AF1398DCFE65&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=400168&GUID=F4626D25-A1B5-42C7-9E15-AF1398DCFE65,https://sanleandro.legistar.com/View.ashx?M=M&ID=400168&GUID=F4626D25-A1B5-42C7-9E15-AF1398DCFE65,
87,City Council,6/8/2015,,7:00 PM,City Council ChambersWork Session,Meeting details,Agenda,Not available,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=397742&GUID=4BBDC0AB-D753-44C6-9636-3900B43C2257,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=397742&GUID=4BBDC0AB-D753-44C6-9636-3900B43C2257&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=397742&GUID=4BBDC0AB-D753-44C6-9636-3900B43C2257,,https://sanleandro.legistar.com/#
88,Board of Zoning Adjustments,6/4/2015,,7:00 PM,City Council Chambers,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=400788&GUID=49ACBA82-F0F5-4A58-A87D-5A01847DFD80,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=400788&GUID=49ACBA82-F0F5-4A58-A87D-5A01847DFD80&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=400788&GUID=49ACBA82-F0F5-4A58-A87D-5A01847DFD80,https://sanleandro.legistar.com/View.ashx?M=M&ID=400788&GUID=49ACBA82-F0F5-4A58-A87D-5A01847DFD80,https://sanleandro.legistar.com/#
89,Recreation and Parks Commission,6/3/2015,,7:00 PM,"City Hall, Sister Cities Gallery",Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=400166&GUID=E24B6509-8656-41AE-A522-55936BC66C69,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=400166&GUID=E24B6509-8656-41AE-A522-55936BC66C69&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=400166&GUID=E24B6509-8656-41AE-A522-55936BC66C69,https://sanleandro.legistar.com/View.ashx?M=M&ID=400166&GUID=E24B6509-8656-41AE-A522-55936BC66C69,
90,Facilities & Transportation Committee,6/2/2015,,4:00 PM,Sister Cities Gallery,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=401280&GUID=B3FF72F2-2D92-4D14-B86F-6AF194D27EB5,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=401280&GUID=B3FF72F2-2D92-4D14-B86F-6AF194D27EB5&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=401280&GUID=B3FF72F2-2D92-4D14-B86F-6AF194D27EB5,https://sanleandro.legistar.com/View.ashx?M=M&ID=401280&GUID=B3FF72F2-2D92-4D14-B86F-6AF194D27EB5,https://sanleandro.legistar.com/#
91,City Council,6/1/2015,,7:00 PM,"City Council ChambersJoint Meeting of City Council, Public Financing Authority, and Successor Agency to Redevelopment Agency",Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=398089&GUID=932A20DF-5CC7-41ED-98D2-2FC24E9E3621,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=398089&GUID=932A20DF-5CC7-41ED-98D2-2FC24E9E3621&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=398089&GUID=932A20DF-5CC7-41ED-98D2-2FC24E9E3621,https://sanleandro.legistar.com/View.ashx?M=M&ID=398089&GUID=932A20DF-5CC7-41ED-98D2-2FC24E9E3621,https://sanleandro.legistar.com/#
92,City Council,6/1/2015,,6:00 PM,"City Manager's Large Conference RoomJoint Special Meeting and Closed Session of City Council and
Successor Agency to Redevelopment Agency",Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=400360&GUID=0D63F177-0378-42B5-8752-10E6230AC93E,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=400360&GUID=0D63F177-0378-42B5-8752-10E6230AC93E&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=400360&GUID=0D63F177-0378-42B5-8752-10E6230AC93E,https://sanleandro.legistar.com/View.ashx?M=M&ID=400360&GUID=0D63F177-0378-42B5-8752-10E6230AC93E,
93,Human Services Commission,5/27/2015,,7:00 PM,"City Hall, Sister Cities Gallery",Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=395376&GUID=9FCD4E5E-216F-42B8-B461-AC361365D080,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=395376&GUID=9FCD4E5E-216F-42B8-B461-AC361365D080&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=395376&GUID=9FCD4E5E-216F-42B8-B461-AC361365D080,https://sanleandro.legistar.com/View.ashx?M=M&ID=395376&GUID=9FCD4E5E-216F-42B8-B461-AC361365D080,
