,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Video Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Video URL
15,Planning Commission,6/25/2018,,7:00 PM,Council ChambersSPECIAL MEETING,Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=611297&GUID=02011674-6DD8-441C-9AFE-A1D9C55F89BF,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=611297&GUID=02011674-6DD8-441C-9AFE-A1D9C55F89BF&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=611297&GUID=02011674-6DD8-441C-9AFE-A1D9C55F89BF,https://hercules.legistar.com/View.ashx?M=M&ID=611297&GUID=02011674-6DD8-441C-9AFE-A1D9C55F89BF,https://hercules.legistar.com/#
16,Planning Commission,6/18/2018,,7:00 PM,"Council ChambersTHE PLANNING COMMISSION MEETING SCHEDULED FOR JUNE 18, 2018 HAS BEEN CANCELED.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=609665&GUID=C0F02CEB-C962-4E09-A203-DABC60C6B91C,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=609665&GUID=C0F02CEB-C962-4E09-A203-DABC60C6B91C&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=609665&GUID=C0F02CEB-C962-4E09-A203-DABC60C6B91C,,
17,City Council,6/12/2018,,,"Council ChambersClosed Session - 5:30 p.m.
Regular Meeting - 7:00 p.m.",Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=609321&GUID=C76D6D7F-45AA-4F58-AA8D-BDF6C61A6F71,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=609321&GUID=C76D6D7F-45AA-4F58-AA8D-BDF6C61A6F71&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=609321&GUID=C76D6D7F-45AA-4F58-AA8D-BDF6C61A6F71,https://hercules.legistar.com/View.ashx?M=M&ID=609321&GUID=C76D6D7F-45AA-4F58-AA8D-BDF6C61A6F71,https://hercules.legistar.com/#
18,Community and Library Services Commission,6/11/2018,,,Council ChambersRegular Meeting - 7:00 p.m.,Meeting details,Agenda,Minutes,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30849&GUID=72E0DE9C-8A05-4081-8D54-D1B5DFF4E25D,,https://hercules.legistar.com/View.ashx?M=IC&ID=609664&GUID=3DA225D8-6953-404C-90EA-BD184016BF2F,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=609664&GUID=3DA225D8-6953-404C-90EA-BD184016BF2F&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=609664&GUID=3DA225D8-6953-404C-90EA-BD184016BF2F,https://hercules.legistar.com/View.ashx?M=M&ID=609664&GUID=3DA225D8-6953-404C-90EA-BD184016BF2F,
19,Finance Commission,6/4/2018,,7:00 PM,"111 Civic Drive, Hercules, CA 94547",Meeting details,Agenda,Minutes,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30236&GUID=1A3FCCBF-2E26-457B-AA75-6C9C6ED96A0A,,https://hercules.legistar.com/View.ashx?M=IC&ID=604934&GUID=0AF13CE4-3B25-40B7-920F-15FAFDD8EE54,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=604934&GUID=0AF13CE4-3B25-40B7-920F-15FAFDD8EE54&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=604934&GUID=0AF13CE4-3B25-40B7-920F-15FAFDD8EE54,https://hercules.legistar.com/View.ashx?M=M&ID=604934&GUID=0AF13CE4-3B25-40B7-920F-15FAFDD8EE54,
20,Planning Commission,6/4/2018,,,"THE PLANNING COMMISSION MEETING OF JUNE 4, 2018 HAS BEEN CANCELED. THE NEXT REGULAR MEETING IS SCHEDULED FOR JUNE18, 2018.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=609653&GUID=992C04CC-5B40-429E-A3AC-042ECC26F675,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=609653&GUID=992C04CC-5B40-429E-A3AC-042ECC26F675&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=609653&GUID=992C04CC-5B40-429E-A3AC-042ECC26F675,,
21,Finance Commission,5/28/2018,,,"THE MAY 28, 2018  MEETING HAS BEEN CANCELED.  SPECIAL MEETINGS HAVE BEEN SCHEDULED FOR MAY 14, 2018 AND JUNE 4, 2018.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30236&GUID=1A3FCCBF-2E26-457B-AA75-6C9C6ED96A0A,,https://hercules.legistar.com/View.ashx?M=IC&ID=600257&GUID=BF5B7555-0F1D-4D8A-BCE7-91F50334DE1F,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=600257&GUID=BF5B7555-0F1D-4D8A-BCE7-91F50334DE1F&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=600257&GUID=BF5B7555-0F1D-4D8A-BCE7-91F50334DE1F,,
22,City Council,5/22/2018,,,"Council ChambersClosed Session - 5:30 p.m.
Regular Session - 7:00 p.m.",Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=600256&GUID=A969E86D-CAD9-4C41-A9E1-75753E2EA483,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=600256&GUID=A969E86D-CAD9-4C41-A9E1-75753E2EA483&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=600256&GUID=A969E86D-CAD9-4C41-A9E1-75753E2EA483,https://hercules.legistar.com/View.ashx?M=M&ID=600256&GUID=A969E86D-CAD9-4C41-A9E1-75753E2EA483,https://hercules.legistar.com/#
23,Planning Commission,5/21/2018,,7:00 PM,"Council ChambersTHE PLANNING COMMISSION MEETING OF MAY 21, 2018 HAS BEEN CANCELED.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=607684&GUID=60A7A1FB-CF30-4D2F-B1A9-A5488C77C5C2,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=607684&GUID=60A7A1FB-CF30-4D2F-B1A9-A5488C77C5C2&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=607684&GUID=60A7A1FB-CF30-4D2F-B1A9-A5488C77C5C2,,
24,Community and Library Services Commission,5/14/2018,,7:00 PM,"102 Civic Drive, Van Domselaar Meeting Room, HerculesSpecial Meeting - 7:00 p.m.",Meeting details,Agenda,Minutes,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30849&GUID=72E0DE9C-8A05-4081-8D54-D1B5DFF4E25D,,https://hercules.legistar.com/View.ashx?M=IC&ID=600254&GUID=4824E03C-1CE2-4361-A2A4-46A3CD760982,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=600254&GUID=4824E03C-1CE2-4361-A2A4-46A3CD760982&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=600254&GUID=4824E03C-1CE2-4361-A2A4-46A3CD760982,https://hercules.legistar.com/View.ashx?M=M&ID=600254&GUID=4824E03C-1CE2-4361-A2A4-46A3CD760982,
25,Finance Commission,5/14/2018,,7:00 PM,COUNCIL CHAMBERSSPECIAL MEETING - 7:00 P.M.,Meeting details,Agenda,Minutes,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30236&GUID=1A3FCCBF-2E26-457B-AA75-6C9C6ED96A0A,,https://hercules.legistar.com/View.ashx?M=IC&ID=604933&GUID=907AA6B7-BA62-4158-B5E5-752E587668C2,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=604933&GUID=907AA6B7-BA62-4158-B5E5-752E587668C2&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=604933&GUID=907AA6B7-BA62-4158-B5E5-752E587668C2,https://hercules.legistar.com/View.ashx?M=M&ID=604933&GUID=907AA6B7-BA62-4158-B5E5-752E587668C2,
26,City Council,5/8/2018,,,"Council ChambersClosed Session - 6:00 p.m.
Regular Session - 7:00 p.m.",Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=600253&GUID=3F2BECFA-7E8B-4CA3-9C81-B4586955A819,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=600253&GUID=3F2BECFA-7E8B-4CA3-9C81-B4586955A819&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=600253&GUID=3F2BECFA-7E8B-4CA3-9C81-B4586955A819,https://hercules.legistar.com/View.ashx?M=M&ID=600253&GUID=3F2BECFA-7E8B-4CA3-9C81-B4586955A819,https://hercules.legistar.com/#
27,Planning Commission,5/7/2018,,7:00 PM,Council Chambers,Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=600251&GUID=F7992E1A-F5A4-4851-B8EC-740370D2A831,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=600251&GUID=F7992E1A-F5A4-4851-B8EC-740370D2A831&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=600251&GUID=F7992E1A-F5A4-4851-B8EC-740370D2A831,https://hercules.legistar.com/View.ashx?M=M&ID=600251&GUID=F7992E1A-F5A4-4851-B8EC-740370D2A831,https://hercules.legistar.com/#
28,City Council,5/1/2018,,,Council Chambers,Meeting details,Not available,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=605716&GUID=C0A49847-4104-44BD-9F67-4B3F5F1B7343,,,,,,
29,City Council,4/24/2018,,,"Council ChambersClosed Session - 5:00 p.m.
Regular Session - 7:00 p.m.",Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=598077&GUID=5DE5596E-45EF-48B1-9B3C-5E1F33BC65D4,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=598077&GUID=5DE5596E-45EF-48B1-9B3C-5E1F33BC65D4&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=598077&GUID=5DE5596E-45EF-48B1-9B3C-5E1F33BC65D4,https://hercules.legistar.com/View.ashx?M=M&ID=598077&GUID=5DE5596E-45EF-48B1-9B3C-5E1F33BC65D4,https://hercules.legistar.com/#
30,Finance Commission,4/23/2018,,7:00 PM,Council Chambers,Meeting details,Agenda,Minutes,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30236&GUID=1A3FCCBF-2E26-457B-AA75-6C9C6ED96A0A,,https://hercules.legistar.com/View.ashx?M=IC&ID=598076&GUID=D136FAF7-07DD-4B08-8F74-B5A1F9C46674,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=598076&GUID=D136FAF7-07DD-4B08-8F74-B5A1F9C46674&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=598076&GUID=D136FAF7-07DD-4B08-8F74-B5A1F9C46674,https://hercules.legistar.com/View.ashx?M=M&ID=598076&GUID=D136FAF7-07DD-4B08-8F74-B5A1F9C46674,
31,Planning Commission,4/16/2018,,7:00 PM,Council Chambers,Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=598075&GUID=5ADA659A-8C65-4F9F-8F16-174C0CB6313E,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=598075&GUID=5ADA659A-8C65-4F9F-8F16-174C0CB6313E&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=598075&GUID=5ADA659A-8C65-4F9F-8F16-174C0CB6313E,https://hercules.legistar.com/View.ashx?M=M&ID=598075&GUID=5ADA659A-8C65-4F9F-8F16-174C0CB6313E,https://hercules.legistar.com/#
32,City Council,4/14/2018,,,Council ChambersSpecial Workshop - 10:00 a.m.,Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=601683&GUID=F813417E-A5C2-419A-81F7-88FDB7B0212C,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=601683&GUID=F813417E-A5C2-419A-81F7-88FDB7B0212C&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=601683&GUID=F813417E-A5C2-419A-81F7-88FDB7B0212C,https://hercules.legistar.com/View.ashx?M=M&ID=601683&GUID=F813417E-A5C2-419A-81F7-88FDB7B0212C,https://hercules.legistar.com/#
33,City Council,4/10/2018,,,"Council ChambersSpecial Workshop - 6:00 p.m.
Regular Meeting - 7:00 p.m.",Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=598074&GUID=90E24174-0314-4DF3-BF70-5D20532870C9,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=598074&GUID=90E24174-0314-4DF3-BF70-5D20532870C9&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=598074&GUID=90E24174-0314-4DF3-BF70-5D20532870C9,https://hercules.legistar.com/View.ashx?M=M&ID=598074&GUID=90E24174-0314-4DF3-BF70-5D20532870C9,https://hercules.legistar.com/#
34,City Council,4/10/2018,,,Council ChambersSpecial Closed Session - 5:30 p.m.,Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=601355&GUID=188C44BC-048F-4E8B-99BC-54D6B6565CFE,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=601355&GUID=188C44BC-048F-4E8B-99BC-54D6B6565CFE&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=601355&GUID=188C44BC-048F-4E8B-99BC-54D6B6565CFE,https://hercules.legistar.com/View.ashx?M=M&ID=601355&GUID=188C44BC-048F-4E8B-99BC-54D6B6565CFE,https://hercules.legistar.com/#
35,Community and Library Services Commission,4/9/2018,,,"COUNCIL CHAMBERSSpecial Meeting - 6:30 P.M.
Regular Meeting - 7:00 P.M.",Meeting details,Agenda,Minutes,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30849&GUID=72E0DE9C-8A05-4081-8D54-D1B5DFF4E25D,,https://hercules.legistar.com/View.ashx?M=IC&ID=598073&GUID=8059DFF6-4521-4661-A49C-E76FDB533B9D,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=598073&GUID=8059DFF6-4521-4661-A49C-E76FDB533B9D&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=598073&GUID=8059DFF6-4521-4661-A49C-E76FDB533B9D,https://hercules.legistar.com/View.ashx?M=M&ID=598073&GUID=8059DFF6-4521-4661-A49C-E76FDB533B9D,
36,Planning Commission,4/2/2018,,7:00 PM,Council Chambers,Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=598072&GUID=F71CCF3C-503B-4B5E-8C13-3EC1CB9984F6,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=598072&GUID=F71CCF3C-503B-4B5E-8C13-3EC1CB9984F6&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=598072&GUID=F71CCF3C-503B-4B5E-8C13-3EC1CB9984F6,https://hercules.legistar.com/View.ashx?M=M&ID=598072&GUID=F71CCF3C-503B-4B5E-8C13-3EC1CB9984F6,https://hercules.legistar.com/#
37,City Council,3/27/2018,,,"Council ChambersClosed Session - 6:00 PM
Regular Session - 7:00 PM",Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=596120&GUID=0D9B5AAA-C37F-4A9D-A1A9-99826B1E9DCD,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=596120&GUID=0D9B5AAA-C37F-4A9D-A1A9-99826B1E9DCD&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=596120&GUID=0D9B5AAA-C37F-4A9D-A1A9-99826B1E9DCD,https://hercules.legistar.com/View.ashx?M=M&ID=596120&GUID=0D9B5AAA-C37F-4A9D-A1A9-99826B1E9DCD,https://hercules.legistar.com/#
38,Finance Commission,3/26/2018,,,Council ChambersRegular Meeting - 7:00 PM,Meeting details,Agenda,Minutes,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30236&GUID=1A3FCCBF-2E26-457B-AA75-6C9C6ED96A0A,,https://hercules.legistar.com/View.ashx?M=IC&ID=596119&GUID=2DDD0374-BDC7-4CC6-BB80-D74650209907,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=596119&GUID=2DDD0374-BDC7-4CC6-BB80-D74650209907&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=596119&GUID=2DDD0374-BDC7-4CC6-BB80-D74650209907,https://hercules.legistar.com/View.ashx?M=M&ID=596119&GUID=2DDD0374-BDC7-4CC6-BB80-D74650209907,
39,Planning Commission,3/19/2018,,7:00 PM,Council Chambers,Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=596118&GUID=5454B793-5AE7-4559-9BFF-FEA719BB828B,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=596118&GUID=5454B793-5AE7-4559-9BFF-FEA719BB828B&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=596118&GUID=5454B793-5AE7-4559-9BFF-FEA719BB828B,,
40,Community and Library Services Commission,3/19/2018,,,SPECIAL JOINT COMMISSION MEETING 5:30 P.M.,Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30849&GUID=72E0DE9C-8A05-4081-8D54-D1B5DFF4E25D,,https://hercules.legistar.com/View.ashx?M=IC&ID=597913&GUID=5EBCB4D0-B1D3-4FE3-9F26-BAA1FA8002E2,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=597913&GUID=5EBCB4D0-B1D3-4FE3-9F26-BAA1FA8002E2&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=597913&GUID=5EBCB4D0-B1D3-4FE3-9F26-BAA1FA8002E2,,
41,Finance Commission,3/19/2018,,,Council ChambersSPECIAL JOINT COMMISSION MEETING 5:30 P.M.,Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30236&GUID=1A3FCCBF-2E26-457B-AA75-6C9C6ED96A0A,,https://hercules.legistar.com/View.ashx?M=IC&ID=597947&GUID=B0796CFE-9754-42DE-9519-EE5094FE9683,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=597947&GUID=B0796CFE-9754-42DE-9519-EE5094FE9683&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=597947&GUID=B0796CFE-9754-42DE-9519-EE5094FE9683,,
42,Planning Commission,3/19/2018,,,Council ChambersSPECIAL JOINT COMMISSION MEETING 5:30 P.M.,Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=597949&GUID=A25DA856-AD4C-4090-9C1C-4EC001B05D11,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=597949&GUID=A25DA856-AD4C-4090-9C1C-4EC001B05D11&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=597949&GUID=A25DA856-AD4C-4090-9C1C-4EC001B05D11,,
43,City Council,3/13/2018,,,Council Chambers7:00 P.M.,Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=596117&GUID=08D43444-12CF-4ACF-9813-280EEF53ABD8,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=596117&GUID=08D43444-12CF-4ACF-9813-280EEF53ABD8&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=596117&GUID=08D43444-12CF-4ACF-9813-280EEF53ABD8,https://hercules.legistar.com/View.ashx?M=M&ID=596117&GUID=08D43444-12CF-4ACF-9813-280EEF53ABD8,https://hercules.legistar.com/#
44,Community and Library Services Commission,3/12/2018,,,"THE COMMUNITY AND LIBRARY SERVICES MEETING SCHEDULED FOR MARCH 12, 2018 HAS BEEN CANCELED.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30849&GUID=72E0DE9C-8A05-4081-8D54-D1B5DFF4E25D,,https://hercules.legistar.com/View.ashx?M=IC&ID=596116&GUID=2F3478A7-A587-495C-A412-473F2D2EB4F1,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=596116&GUID=2F3478A7-A587-495C-A412-473F2D2EB4F1&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=596116&GUID=2F3478A7-A587-495C-A412-473F2D2EB4F1,,
45,Planning Commission,3/5/2018,,7:00 PM,"Council ChambersTHE PLANNING COMMISSION MEETING SCHEDULED FOR MARCH 5, 2018 HAS BEEN CANCELED.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=596115&GUID=F3AB9ADF-16DB-4194-9BB1-57E87B392250,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=596115&GUID=F3AB9ADF-16DB-4194-9BB1-57E87B392250&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=596115&GUID=F3AB9ADF-16DB-4194-9BB1-57E87B392250,,
46,City Council,2/27/2018,,,"Council ChambersClosed Session - None.
Regular Session - 7:00 p.m.",Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=591094&GUID=9F324749-B5DB-47C8-8F27-C014614AFAA8,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=591094&GUID=9F324749-B5DB-47C8-8F27-C014614AFAA8&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=591094&GUID=9F324749-B5DB-47C8-8F27-C014614AFAA8,https://hercules.legistar.com/View.ashx?M=M&ID=591094&GUID=9F324749-B5DB-47C8-8F27-C014614AFAA8,https://hercules.legistar.com/#
47,Finance Commission,2/26/2018,,7:00 PM,Council Chambers,Meeting details,Agenda,Minutes,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30236&GUID=1A3FCCBF-2E26-457B-AA75-6C9C6ED96A0A,,https://hercules.legistar.com/View.ashx?M=IC&ID=591093&GUID=3D007563-73BA-49AA-B725-4A3A3B620898,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=591093&GUID=3D007563-73BA-49AA-B725-4A3A3B620898&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=591093&GUID=3D007563-73BA-49AA-B725-4A3A3B620898,https://hercules.legistar.com/View.ashx?M=M&ID=591093&GUID=3D007563-73BA-49AA-B725-4A3A3B620898,
48,Planning Commission,2/20/2018,,7:00 PM,Council ChambersSPECIAL MEETING - 7:00 P.M.,Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=591092&GUID=646170A1-C513-460F-824F-FE49A97DF2F3,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=591092&GUID=646170A1-C513-460F-824F-FE49A97DF2F3&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=591092&GUID=646170A1-C513-460F-824F-FE49A97DF2F3,https://hercules.legistar.com/View.ashx?M=M&ID=591092&GUID=646170A1-C513-460F-824F-FE49A97DF2F3,https://hercules.legistar.com/#
49,Planning Commission,2/19/2018,,7:00 PM,"Council ChambersTHE PLANNING COMMISSION MEETING OF FEBRUARY 19, 2018 HAS BEEN CANCELLED.",Meeting details,Not available,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=591446&GUID=D3EB9ED4-4E56-427E-80D0-8EDBBD20561D,,,,,,
50,City Council,2/13/2018,,,"Council ChambersClosed Session - 6:00 p.m.
Regular Session - 7:00 p.m.",Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=591091&GUID=30DAE525-25A0-4686-ADBE-0E9FF269CE59,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=591091&GUID=30DAE525-25A0-4686-ADBE-0E9FF269CE59&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=591091&GUID=30DAE525-25A0-4686-ADBE-0E9FF269CE59,https://hercules.legistar.com/View.ashx?M=M&ID=591091&GUID=30DAE525-25A0-4686-ADBE-0E9FF269CE59,https://hercules.legistar.com/#
51,Community and Library Services Commission,2/12/2018,,,"SPECIAL MEETING - 6:30 P.M.
REGULAR MEETING - 7:00 P.M.",Meeting details,Agenda,Minutes,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30849&GUID=72E0DE9C-8A05-4081-8D54-D1B5DFF4E25D,,https://hercules.legistar.com/View.ashx?M=IC&ID=593698&GUID=32E6510E-9E01-4AAB-8D39-3E90ED5E693A,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=593698&GUID=32E6510E-9E01-4AAB-8D39-3E90ED5E693A&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=593698&GUID=32E6510E-9E01-4AAB-8D39-3E90ED5E693A,https://hercules.legistar.com/View.ashx?M=M&ID=593698&GUID=32E6510E-9E01-4AAB-8D39-3E90ED5E693A,
