,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Video Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Video URL
0,City Council,11/26/2019,,7:00 PM,"Council ChambersTHE CITY COUNCIL MEETING SCHEDULED FOR NOVEMBER 26, 2019 HAS BEEN CANCELED.",Meeting details,Not available,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=733728&GUID=3ED8884B-C1A4-415E-9047-9DEEF685C08F,,,,,,
1,Finance Commission,11/20/2019,,7:00 PM,Council Chambers,Meeting details,Not available,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30236&GUID=1A3FCCBF-2E26-457B-AA75-6C9C6ED96A0A,,https://hercules.legistar.com/View.ashx?M=IC&ID=733726&GUID=8F26A6B8-3E1D-4C7C-AF33-1E156A155FDD,,,,,,
2,Planning Commission,11/18/2019,,7:00 PM,Council Chambers,Meeting details,Not available,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=733724&GUID=BD2363C0-C826-43C5-9CB0-FE726C63D425,,,,,,
3,City Council,11/12/2019,,6:00 PM,"Council ChambersSPECIAL CLOSED SESSION - 6:00 P.M.
REGULAR SESSION - 7:00 P.M.",Meeting details,Not available,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=733727&GUID=88505ECB-8040-4859-843A-C6875F460ADF,,,,,,
4,Community and Library Services Commission,11/6/2019,,7:00 PM,COUNCIL CHAMBERSSPECIAL MEETING - 7:00 P.M.,Meeting details,Not available,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30849&GUID=72E0DE9C-8A05-4081-8D54-D1B5DFF4E25D,,https://hercules.legistar.com/View.ashx?M=IC&ID=733725&GUID=E5D051A4-9C87-4CAE-8992-6A7E0613B732,,,,,,
5,City Council,11/5/2019,,6:00 PM,Council ChambersSpecial Meeting - 6:00 p.m.,Meeting details,Not available,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=732983&GUID=4098AEBE-7056-4D1D-9B64-A6194618EF64,,,,,,
6,Planning Commission,11/4/2019,,7:00 PM,Council Chambers,Meeting details,Not available,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=733723&GUID=75CCA932-5870-428E-B4EE-0104844BA849,,,,,,
7,City Council,10/22/2019,,6:00 PM,"Council ChambersClosed Session - 6:00 p.m.
Regular Session - 7:00 p.m.",Meeting details,Agenda,Not available,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=710618&GUID=8ADC373E-8990-4632-93A1-E49FA54F307C,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=710618&GUID=8ADC373E-8990-4632-93A1-E49FA54F307C&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=710618&GUID=8ADC373E-8990-4632-93A1-E49FA54F307C,,https://hercules.legistar.com/#
8,Planning Commission,10/21/2019,,7:00 PM,Council Chambers,Meeting details,Agenda,Not available,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=710626&GUID=0FF2C3C5-D563-45AB-A69C-9BAB29FE2176,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=710626&GUID=0FF2C3C5-D563-45AB-A69C-9BAB29FE2176&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=710626&GUID=0FF2C3C5-D563-45AB-A69C-9BAB29FE2176,,https://hercules.legistar.com/#
9,Community and Library Services Commission,10/14/2019,,7:00 PM,"Council ChambersSPECIAL WORKSHOP - NONE
REGULAR MEETING - 7:00 P.M.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30849&GUID=72E0DE9C-8A05-4081-8D54-D1B5DFF4E25D,,https://hercules.legistar.com/View.ashx?M=IC&ID=710625&GUID=664BEEC7-B9AF-4B23-9BBA-6BB210EBB774,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=710625&GUID=664BEEC7-B9AF-4B23-9BBA-6BB210EBB774&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=710625&GUID=664BEEC7-B9AF-4B23-9BBA-6BB210EBB774,,
10,City Council,10/8/2019,,6:00 PM,"Council ChambersClosed Session - 6:00 p.m.
Regular Session - 7:00 p.m.",Meeting details,Agenda,Not available,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=710624&GUID=DD2C8F99-4E17-4415-B7BB-A50EEFAB1059,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=710624&GUID=DD2C8F99-4E17-4415-B7BB-A50EEFAB1059&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=710624&GUID=DD2C8F99-4E17-4415-B7BB-A50EEFAB1059,,https://hercules.legistar.com/#
11,Planning Commission,10/7/2019,,7:00 PM,"Council ChambersTHE PLANNING COMMISSION MEETING SCHEDULED FOR OCTOBER 7, 2019 HAS BEEN CANCELED.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=710623&GUID=7F52F2B5-2742-4FBD-8F03-A2BC34E5FD99,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=710623&GUID=7F52F2B5-2742-4FBD-8F03-A2BC34E5FD99&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=710623&GUID=7F52F2B5-2742-4FBD-8F03-A2BC34E5FD99,,
12,City Council,9/24/2019,,6:00 PM,"Council ChambersClosed Session - 6:00 p.m.
Regular Session - 7:00 p.m.",Meeting details,Agenda,Not available,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=710616&GUID=2787AE83-7BBF-4D24-8882-AB2BDE47AA0F,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=710616&GUID=2787AE83-7BBF-4D24-8882-AB2BDE47AA0F&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=710616&GUID=2787AE83-7BBF-4D24-8882-AB2BDE47AA0F,,https://hercules.legistar.com/#
13,Finance Commission,9/18/2019,,7:00 PM,"Council ChambersTHE FINANCE COMMISSION REGULAR MEETING SCHEDULED FOR SEPTEMBER 18, 2019 HAS BEEN CANCELED.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30236&GUID=1A3FCCBF-2E26-457B-AA75-6C9C6ED96A0A,,https://hercules.legistar.com/View.ashx?M=IC&ID=710622&GUID=C4A981D5-363A-4C13-B4ED-A33A3B799BE7,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=710622&GUID=C4A981D5-363A-4C13-B4ED-A33A3B799BE7&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=710622&GUID=C4A981D5-363A-4C13-B4ED-A33A3B799BE7,,
14,Planning Commission,9/16/2019,,7:00 PM,"Council ChambersTHE PLANNING COMMISSION MEETING SCHEDULED FOR SEPTEMBER 16, 2019 HAS BEEN CANCELED.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=710621&GUID=7757D3E6-0629-4D1E-A62C-43D0856E6784,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=710621&GUID=7757D3E6-0629-4D1E-A62C-43D0856E6784&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=710621&GUID=7757D3E6-0629-4D1E-A62C-43D0856E6784,,
15,City Council,9/10/2019,,5:00 PM,Council Chambers,Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=710615&GUID=979DC26D-1E10-465B-ACEF-F04744BB1375,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=710615&GUID=979DC26D-1E10-465B-ACEF-F04744BB1375&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=710615&GUID=979DC26D-1E10-465B-ACEF-F04744BB1375,https://hercules.legistar.com/View.ashx?M=M&ID=710615&GUID=979DC26D-1E10-465B-ACEF-F04744BB1375,https://hercules.legistar.com/#
16,Community and Library Services Commission,9/9/2019,,7:00 PM,"Council ChambersSPECIAL WORKSHOP - NONE
REGULAR MEETING - 7:00 P.M.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30849&GUID=72E0DE9C-8A05-4081-8D54-D1B5DFF4E25D,,https://hercules.legistar.com/View.ashx?M=IC&ID=710619&GUID=8A2BEDB2-C5A4-4A70-B173-F77D296AECA5,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=710619&GUID=8A2BEDB2-C5A4-4A70-B173-F77D296AECA5&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=710619&GUID=8A2BEDB2-C5A4-4A70-B173-F77D296AECA5,,
17,Planning Commission,9/2/2019,,7:00 PM,"Council ChambersTHE PLANNING COMMISSION MEETING SCHEDULED FOR SEPTEMBER 2, 2019 HAS BEEN CANCELED.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=718066&GUID=43626A6D-941E-4592-8BE5-9B85D2559FE9,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=718066&GUID=43626A6D-941E-4592-8BE5-9B85D2559FE9&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=718066&GUID=43626A6D-941E-4592-8BE5-9B85D2559FE9,,
18,City Council,8/27/2019,,7:00 PM,"Council ChambersThe City Council Meeting scheduled for August 27, 2019 has been canceled.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=715826&GUID=9DF8AA54-C5F0-4A4C-BD64-F165FD107B92,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=715826&GUID=9DF8AA54-C5F0-4A4C-BD64-F165FD107B92&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=715826&GUID=9DF8AA54-C5F0-4A4C-BD64-F165FD107B92,,
19,Planning Commission,8/19/2019,,7:00 PM,Council Chambers,Meeting details,Agenda,Not available,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=705178&GUID=7A3C64E7-C4EB-48B3-BCF0-67863BC1F232,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=705178&GUID=7A3C64E7-C4EB-48B3-BCF0-67863BC1F232&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=705178&GUID=7A3C64E7-C4EB-48B3-BCF0-67863BC1F232,,https://hercules.legistar.com/#
20,City Council,8/13/2019,,7:00 PM,"Council ChambersThe City Council Meeting scheduled for August 13, 2019 has been canceled.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=705175&GUID=18964CEE-8693-4932-B531-2C1FBB9A508B,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=705175&GUID=18964CEE-8693-4932-B531-2C1FBB9A508B&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=705175&GUID=18964CEE-8693-4932-B531-2C1FBB9A508B,,
21,Community and Library Services Commission,8/12/2019,,7:00 PM,"THE COMMUNITY AND LIBRARY SERVICES COMMISSION MEETING SCHEDULED FOR AUGUST 12, 2019 HAS BEEN CANCELED.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30849&GUID=72E0DE9C-8A05-4081-8D54-D1B5DFF4E25D,,https://hercules.legistar.com/View.ashx?M=IC&ID=705177&GUID=72A4EADB-C238-4B3A-B2C3-A698F1C0A963,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=705177&GUID=72A4EADB-C238-4B3A-B2C3-A698F1C0A963&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=705177&GUID=72A4EADB-C238-4B3A-B2C3-A698F1C0A963,,
22,Planning Commission,8/5/2019,,7:00 PM,Council Chambers,Meeting details,Agenda,Not available,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=705176&GUID=8DEA1902-363D-4C5B-8160-9EF614D7BCE2,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=705176&GUID=8DEA1902-363D-4C5B-8160-9EF614D7BCE2&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=705176&GUID=8DEA1902-363D-4C5B-8160-9EF614D7BCE2,,https://hercules.legistar.com/#
23,City Council,7/23/2019,,6:00 PM,"Council ChambersClosed Session - 6:00 P.M. 
Regular Session - 7:00 P.M.",Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=711163&GUID=AE1ABCC0-AC8E-433B-8C69-E85FFA07E507,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=711163&GUID=AE1ABCC0-AC8E-433B-8C69-E85FFA07E507&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=711163&GUID=AE1ABCC0-AC8E-433B-8C69-E85FFA07E507,https://hercules.legistar.com/View.ashx?M=M&ID=711163&GUID=AE1ABCC0-AC8E-433B-8C69-E85FFA07E507,https://hercules.legistar.com/#
24,Finance Commission,7/17/2019,,7:00 PM,Council Chambers,Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30236&GUID=1A3FCCBF-2E26-457B-AA75-6C9C6ED96A0A,,https://hercules.legistar.com/View.ashx?M=IC&ID=707685&GUID=8D428C94-2816-4C55-9A47-81C706E2B360,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=707685&GUID=8D428C94-2816-4C55-9A47-81C706E2B360&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=707685&GUID=8D428C94-2816-4C55-9A47-81C706E2B360,,
25,Planning Commission,7/15/2019,,7:00 PM,Council Chambers,Meeting details,Agenda,Not available,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=695133&GUID=019C925E-7817-4D50-B999-CA49433C47F9,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=695133&GUID=019C925E-7817-4D50-B999-CA49433C47F9&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=695133&GUID=019C925E-7817-4D50-B999-CA49433C47F9,,https://hercules.legistar.com/#
26,City Council,7/9/2019,,6:00 PM,"Council ChambersClosed Session - 6:00 P.M. 
Regular Session - 7:00 P.M.",Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=695135&GUID=E1951A3F-41C8-479C-B5EA-95099C464A2D,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=695135&GUID=E1951A3F-41C8-479C-B5EA-95099C464A2D&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=695135&GUID=E1951A3F-41C8-479C-B5EA-95099C464A2D,https://hercules.legistar.com/View.ashx?M=M&ID=695135&GUID=E1951A3F-41C8-479C-B5EA-95099C464A2D,https://hercules.legistar.com/#
27,Community and Library Services Commission,7/8/2019,,7:00 PM,"Council ChambersTHE COMMUNITY AND LIBRARY SERVICES COMMISSION MEETING SCHEDULED FOR JULY 8, 2019 HAS BEEN CANCELED.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30849&GUID=72E0DE9C-8A05-4081-8D54-D1B5DFF4E25D,,https://hercules.legistar.com/View.ashx?M=IC&ID=695134&GUID=EEF8BF48-D587-4BEB-A5C6-FB71105C0EB6,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=695134&GUID=EEF8BF48-D587-4BEB-A5C6-FB71105C0EB6&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=695134&GUID=EEF8BF48-D587-4BEB-A5C6-FB71105C0EB6,,
28,Planning Commission,7/1/2019,,7:00 PM,"Council ChambersTHE PLANNING COMMISSION MEETING SCHEDULED FOR JULY 1, 2019 HAS BEEN CANCELED.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=695130&GUID=4EB4B93F-468F-4FC0-8FCB-1DFA64AAA07F,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=695130&GUID=4EB4B93F-468F-4FC0-8FCB-1DFA64AAA07F&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=695130&GUID=4EB4B93F-468F-4FC0-8FCB-1DFA64AAA07F,,
29,City Council,6/25/2019,,6:00 PM,"Council ChambersClosed Session - 6:00 P.M. 
Regular Session - 7:00 P.M.",Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=695125&GUID=95477A90-F915-4CCD-BA8F-E79BE50A0AC1,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=695125&GUID=95477A90-F915-4CCD-BA8F-E79BE50A0AC1&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=695125&GUID=95477A90-F915-4CCD-BA8F-E79BE50A0AC1,https://hercules.legistar.com/View.ashx?M=M&ID=695125&GUID=95477A90-F915-4CCD-BA8F-E79BE50A0AC1,https://hercules.legistar.com/#
30,Finance Commission,6/19/2019,,7:00 PM,"Council ChambersThe Finance Commission Regular Meeting Scheduled for June 19, 2019 has been canceled.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30236&GUID=1A3FCCBF-2E26-457B-AA75-6C9C6ED96A0A,,https://hercules.legistar.com/View.ashx?M=IC&ID=695129&GUID=10AB4D43-6D6A-4FF1-8787-B8B245FFD355,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=695129&GUID=10AB4D43-6D6A-4FF1-8787-B8B245FFD355&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=695129&GUID=10AB4D43-6D6A-4FF1-8787-B8B245FFD355,,
31,Planning Commission,6/17/2019,,7:00 PM,"Council ChambersTHE PLANNING COMMISSION MEETING SCHEDULED FOR JUNE 17, 2019 HAS BEEN CANCELED.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=695127&GUID=EAB15CD7-781D-44AE-A5FD-9EE2540418DA,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=695127&GUID=EAB15CD7-781D-44AE-A5FD-9EE2540418DA&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=695127&GUID=EAB15CD7-781D-44AE-A5FD-9EE2540418DA,,
32,Finance Commission,6/17/2019,,7:00 PM,Council ChambersSpecial Meeting,Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30236&GUID=1A3FCCBF-2E26-457B-AA75-6C9C6ED96A0A,,https://hercules.legistar.com/View.ashx?M=IC&ID=695430&GUID=5FCDB25B-7B46-40A8-9B27-B2601E265A9F,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=695430&GUID=5FCDB25B-7B46-40A8-9B27-B2601E265A9F&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=695430&GUID=5FCDB25B-7B46-40A8-9B27-B2601E265A9F,,
33,City Council,6/11/2019,,6:00 PM,"Council ChambersClosed Session - 6:00 P.M. 
Regular Session - 7:00 P.M.",Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=695124&GUID=733152C4-57FF-4750-B71C-196937CA634C,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=695124&GUID=733152C4-57FF-4750-B71C-196937CA634C&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=695124&GUID=733152C4-57FF-4750-B71C-196937CA634C,https://hercules.legistar.com/View.ashx?M=M&ID=695124&GUID=733152C4-57FF-4750-B71C-196937CA634C,https://hercules.legistar.com/#
34,Community and Library Services Commission,6/10/2019,,7:00 PM,"COUNCIL CHAMBERSWORKSHOP - NONE
REGULAR MEETING - 7:00 PM",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30849&GUID=72E0DE9C-8A05-4081-8D54-D1B5DFF4E25D,,https://hercules.legistar.com/View.ashx?M=IC&ID=695128&GUID=8B6B293B-4DA6-4F72-BD2D-389EFD53A7A1,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=695128&GUID=8B6B293B-4DA6-4F72-BD2D-389EFD53A7A1&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=695128&GUID=8B6B293B-4DA6-4F72-BD2D-389EFD53A7A1,,
35,Planning Commission,6/3/2019,,7:00 PM,"Council ChambersTHE PLANNING COMMISSION MEETING SCHEDULED FOR JUNE 3, 2019 HAS BEEN CANCELED.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=695126&GUID=38355B03-7448-45FA-8E76-20C9A1175F97,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=695126&GUID=38355B03-7448-45FA-8E76-20C9A1175F97&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=695126&GUID=38355B03-7448-45FA-8E76-20C9A1175F97,,
36,City Council,6/3/2019,,6:00 PM,"Council ChambersSPECIAL MEETING
Special Closed Session - 6:00 P.M.",Meeting details,Agenda,Minutes,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=704774&GUID=22152050-5C42-4AD0-A697-CBD82A61A3AB,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=704774&GUID=22152050-5C42-4AD0-A697-CBD82A61A3AB&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=704774&GUID=22152050-5C42-4AD0-A697-CBD82A61A3AB,https://hercules.legistar.com/View.ashx?M=M&ID=704774&GUID=22152050-5C42-4AD0-A697-CBD82A61A3AB,
37,City Council,5/28/2019,,6:00 PM,"Council ChambersClosed Session - 6:00 P.M. 
Regular Session - 7:00 P.M.",Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=689918&GUID=E44AFD6C-9AF5-4D5E-AEA9-F421B82647CB,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=689918&GUID=E44AFD6C-9AF5-4D5E-AEA9-F421B82647CB&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=689918&GUID=E44AFD6C-9AF5-4D5E-AEA9-F421B82647CB,https://hercules.legistar.com/View.ashx?M=M&ID=689918&GUID=E44AFD6C-9AF5-4D5E-AEA9-F421B82647CB,https://hercules.legistar.com/#
38,Finance Commission,5/27/2019,,7:00 PM,"Council ChambersTHE HERCULES FINANCE COMMISSION SCHEDULED FOR MAY 27, 2019 AT 7:00 PM HAS BEEN CANCELED.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30236&GUID=1A3FCCBF-2E26-457B-AA75-6C9C6ED96A0A,,https://hercules.legistar.com/View.ashx?M=IC&ID=693322&GUID=288C2B87-315B-4C59-AEDE-FF033C1EE06C,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=693322&GUID=288C2B87-315B-4C59-AEDE-FF033C1EE06C&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=693322&GUID=288C2B87-315B-4C59-AEDE-FF033C1EE06C,,
39,Planning Commission,5/20/2019,,7:00 PM,"Council ChambersTHE PLANNING COMMISSION MEETING SCHEDULED FOR MAY 20, 2019 HAS BEEN CANCELED.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=689915&GUID=95AE5FA9-F65D-429B-92D4-2B7CDA44C660,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=689915&GUID=95AE5FA9-F65D-429B-92D4-2B7CDA44C660&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=689915&GUID=95AE5FA9-F65D-429B-92D4-2B7CDA44C660,,
40,Finance Commission,5/20/2019,,7:00 PM,COUNCIL CHAMBERSSPECIAL MEETING - 7:00 PM,Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30236&GUID=1A3FCCBF-2E26-457B-AA75-6C9C6ED96A0A,,https://hercules.legistar.com/View.ashx?M=IC&ID=693323&GUID=CE89F342-D90C-4153-AB36-A9AC5CAC6375,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=693323&GUID=CE89F342-D90C-4153-AB36-A9AC5CAC6375&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=693323&GUID=CE89F342-D90C-4153-AB36-A9AC5CAC6375,,
