,city,date,committee,doc_format,url,doc_type
485,Santa Clara,4/3/2018,Council and Authorities Concurrent Meeting,pdf,https://santaclara.legistar.com/View.ashx?M=M&ID=590753&GUID=BE360C2A-7097-485F-8B3B-951D139D9C26,Minutes
486,Santa Clara,3/29/2018,Council and Authorities Concurrent Meeting,pdf,https://santaclara.legistar.com/View.ashx?M=A&ID=598978&GUID=EC4A4F4E-1A57-46B5-8A82-74305AF2566F,Agenda
487,Santa Clara,3/29/2018,Council and Authorities Concurrent Meeting,pdf,https://santaclara.legistar.com/View.ashx?M=M&ID=598978&GUID=EC4A4F4E-1A57-46B5-8A82-74305AF2566F,Minutes
488,Santa Clara,3/28/2018,Planning Commission,pdf,https://santaclara.legistar.com/View.ashx?M=A&ID=597197&GUID=CFD407A5-B007-4D82-A49F-5730A1056DAA,Agenda
489,Santa Clara,3/28/2018,Planning Commission,pdf,https://santaclara.legistar.com/View.ashx?M=M&ID=597197&GUID=CFD407A5-B007-4D82-A49F-5730A1056DAA,Minutes
490,Santa Clara,3/27/2018,Santa Clara Stadium Authority,pdf,https://santaclara.legistar.com/View.ashx?M=A&ID=590750&GUID=EA4D65D0-ED75-44FB-BFE7-7AD553E5BDC7,Agenda
491,Santa Clara,3/27/2018,Santa Clara Stadium Authority,pdf,https://santaclara.legistar.com/View.ashx?M=M&ID=590750&GUID=EA4D65D0-ED75-44FB-BFE7-7AD553E5BDC7,Minutes
492,Santa Clara,3/27/2018,Council and Authorities Concurrent Meeting,pdf,https://santaclara.legistar.com/View.ashx?M=A&ID=599261&GUID=87EB9AA3-6DBF-4F45-AF3C-E8898FE7801C,Agenda
493,Santa Clara,3/27/2018,Council and Authorities Concurrent Meeting,pdf,https://santaclara.legistar.com/View.ashx?M=M&ID=599261&GUID=87EB9AA3-6DBF-4F45-AF3C-E8898FE7801C,Minutes
494,Santa Clara,3/22/2018,Council and Authorities Concurrent Meeting,pdf,https://santaclara.legistar.com/View.ashx?M=A&ID=598873&GUID=49A7FCD8-6F87-448B-A763-2E7A572DAA18,Agenda
495,Santa Clara,3/22/2018,Council and Authorities Concurrent Meeting,pdf,https://santaclara.legistar.com/View.ashx?M=M&ID=598873&GUID=49A7FCD8-6F87-448B-A763-2E7A572DAA18,Minutes
496,Santa Clara,3/20/2018,Council and Authorities Concurrent Meeting,pdf,https://santaclara.legistar.com/View.ashx?M=A&ID=590746&GUID=9BCBA632-22CC-40C3-99E3-7B9300BF33C5,Agenda
497,Santa Clara,3/20/2018,Council and Authorities Concurrent Meeting,pdf,https://santaclara.legistar.com/View.ashx?M=M&ID=590746&GUID=9BCBA632-22CC-40C3-99E3-7B9300BF33C5,Minutes
498,Santa Clara,3/19/2018,Ad-Hoc Stadium Audit Committee,pdf,https://santaclara.legistar.com/View.ashx?M=A&ID=598688&GUID=DD946AFB-0D78-4E3D-8B3F-A14E060CDA73,Agenda
499,Santa Clara,3/14/2018,Planning Commission,pdf,https://santaclara.legistar.com/View.ashx?M=A&ID=598411&GUID=4FE2DDEC-DBDA-497F-B634-57384DE66C30,Agenda
500,Santa Clara,3/14/2018,Planning Commission,pdf,https://santaclara.legistar.com/View.ashx?M=M&ID=598411&GUID=4FE2DDEC-DBDA-497F-B634-57384DE66C30,Minutes
501,Santa Clara,3/13/2018,Santa Clara Stadium Authority,pdf,https://santaclara.legistar.com/View.ashx?M=A&ID=596113&GUID=14F9968B-6AA6-41F6-8FE7-DEA8A52B1DD3,Agenda
502,Santa Clara,3/13/2018,Santa Clara Stadium Authority,pdf,https://santaclara.legistar.com/View.ashx?M=M&ID=596113&GUID=14F9968B-6AA6-41F6-8FE7-DEA8A52B1DD3,Minutes
503,Santa Clara,3/6/2018,Council and Authorities Concurrent Meeting,pdf,https://santaclara.legistar.com/View.ashx?M=A&ID=590745&GUID=B436BFEF-5E56-4C5B-99AD-9F4EEDC696D2,Agenda
504,Santa Clara,3/6/2018,Council and Authorities Concurrent Meeting,pdf,https://santaclara.legistar.com/View.ashx?M=M&ID=590745&GUID=B436BFEF-5E56-4C5B-99AD-9F4EEDC696D2,Minutes
